ngrama,n_palabras,intervenciones,reuniones,apariciones,tfidf_medio,df_hawkish,tasa_hawkish,df_dovish,tasa_dovish,df_neutral,tasa_neutral,asociacion_hawkish,asociacion_dovish
mas debiles,2,5,5,9,0.0003823208079610135,1,0.03125,1,0.036585365853658534,3,0.007399577167019027,1.8328900141647417,2.0798533076892145
mas largo plazo,3,5,5,5,0.000472912502302543,2,0.052083333333333336,0,0.012195121951219513,3,0.007399577167019027,2.9324256877156563,0.20538418977307366
mas persistente,2,5,4,7,0.000520966616142878,1,0.03125,0,0.012195121951219513,4,0.009513742071881607,1.8328900141647417,0.20538418977307366
mas pesimista,2,5,5,5,0.00047544362120031795,1,0.03125,1,0.036585365853658534,3,0.007399577167019027,1.8328900141647417,2.0798533076892145
mas plausibles para,3,5,5,6,0.000315191432939913,1,0.03125,0,0.012195121951219513,4,0.009513742071881607,1.8328900141647417,0.20538418977307366
mas plausibles para esta,4,5,5,6,0.000315191432939913,1,0.03125,0,0.012195121951219513,4,0.009513742071881607,1.8328900141647417,0.20538418977307366
mas rapida que,3,5,4,5,0.0003962515892951334,0,0.010416666666666666,3,0.08536585365853659,2,0.005285412262156448,-0.04157910375139944,4.150242635580613
mas relevante,2,5,5,6,0.0004465450884071504,2,0.052083333333333336,2,0.06097560975609756,1,0.003171247357293869,2.9324256877156563,3.179388981240129
materialice,1,5,4,6,0.0005046113248399369,2,0.052083333333333336,0,0.012195121951219513,3,0.007399577167019027,2.9324256877156563,0.20538418977307366
materializarse,1,5,4,5,0.0006611271141582656,2,0.052083333333333336,1,0.036585365853658534,2,0.005285412262156448,2.9324256877156563,2.0798533076892145
maximo,1,5,4,5,0.0005796344588135817,1,0.03125,0,0.012195121951219513,4,0.009513742071881607,1.8328900141647417,0.20538418977307366
mayo de,2,5,4,6,0.000982365803904001,0,0.010416666666666666,0,0.012195121951219513,5,0.011627906976744186,-0.04157910375139944,0.20538418977307366
mayor a,2,5,5,6,0.00041427319561072846,1,0.03125,2,0.06097560975609756,2,0.005285412262156448,1.8328900141647417,3.179388981240129
mayor debilidad,2,5,5,6,0.00036163768806845187,2,0.052083333333333336,2,0.06097560975609756,1,0.003171247357293869,2.9324256877156563,3.179388981240129
mayor demanda,2,5,5,5,0.0004764343424972666,0,0.010416666666666666,1,0.036585365853658534,4,0.009513742071881607,-0.04157910375139944,2.0798533076892145
mayor fortaleza,2,5,3,5,0.00037416499085672785,1,0.03125,1,0.036585365853658534,3,0.007399577167019027,1.8328900141647417,2.0798533076892145
mayor incertidumbre,2,5,5,5,0.0005195470529502131,0,0.010416666666666666,1,0.036585365853658534,4,0.009513742071881607,-0.04157910375139944,2.0798533076892145
mayor parte,2,5,5,6,0.0003618031964473409,0,0.010416666666666666,0,0.012195121951219513,5,0.011627906976744186,-0.04157910375139944,0.20538418977307366
mayor y,2,5,4,5,0.0004595701679265333,3,0.07291666666666667,1,0.036585365853658534,1,0.003171247357293869,3.90327934205614,2.0798533076892145
mayoria de las medidas,4,5,4,5,0.0003334691059480461,2,0.052083333333333336,0,0.012195121951219513,3,0.007399577167019027,2.9324256877156563,0.20538418977307366
mayoritariamente un,2,5,4,5,0.0002734958904597901,5,0.11458333333333333,0,0.012195121951219513,0,0.0010570824524312897,6.877284133523195,0.20538418977307366
mediados de ano,3,5,4,7,0.0005682350590309755,0,0.010416666666666666,1,0.036585365853658534,4,0.009513742071881607,-0.04157910375139944,2.0798533076892145
mediados del ano,3,5,5,5,0.0005778917919720223,0,0.010416666666666666,1,0.036585365853658534,4,0.009513742071881607,-0.04157910375139944,2.0798533076892145
medias,1,5,5,6,0.00033043200696513536,1,0.03125,0,0.012195121951219513,4,0.009513742071881607,1.8328900141647417,0.20538418977307366
medida de,2,5,4,5,0.0002995923369280392,2,0.052083333333333336,0,0.012195121951219513,3,0.007399577167019027,2.9324256877156563,0.20538418977307366
medida en que se,4,5,5,7,0.0004928780663637873,0,0.010416666666666666,1,0.036585365853658534,4,0.009513742071881607,-0.04157910375139944,2.0798533076892145
medidas de la,3,5,4,5,0.0003692323008110946,2,0.052083333333333336,0,0.012195121951219513,3,0.007399577167019027,2.9324256877156563,0.20538418977307366
mejoramiento,1,5,4,5,0.0005136208632507552,0,0.010416666666666666,1,0.036585365853658534,4,0.009513742071881607,-0.04157910375139944,2.0798533076892145
mencionadas,1,5,4,5,0.0003861078130424275,2,0.052083333333333336,0,0.012195121951219513,3,0.007399577167019027,2.9324256877156563,0.20538418977307366
mencionados,1,5,5,5,0.00044449206862318493,0,0.010416666666666666,2,0.06097560975609756,3,0.007399577167019027,-0.04157910375139944,3.179388981240129
menciono,1,5,5,5,0.00037131933411475447,2,0.052083333333333336,0,0.012195121951219513,3,0.007399577167019027,2.9324256877156563,0.20538418977307366
menor que el,3,5,5,6,0.00035663667014471134,0,0.010416666666666666,0,0.012195121951219513,5,0.011627906976744186,-0.04157910375139944,0.20538418977307366
menor que lo,3,5,5,5,0.00024862240781194913,1,0.03125,0,0.012195121951219513,4,0.009513742071881607,1.8328900141647417,0.20538418977307366
menores en,2,5,5,5,0.00043992605163087583,3,0.07291666666666667,0,0.012195121951219513,2,0.005285412262156448,3.90327934205614,0.20538418977307366
menos que,2,5,5,5,0.0004898943597969375,0,0.010416666666666666,2,0.06097560975609756,3,0.007399577167019027,-0.04157910375139944,3.179388981240129
mercado laboral en,3,5,5,5,0.00034095233691466733,1,0.03125,0,0.012195121951219513,4,0.009513742071881607,1.8328900141647417,0.20538418977307366
mes de abril,3,5,5,9,0.0007378217611819151,1,0.03125,1,0.036585365853658534,3,0.007399577167019027,1.8328900141647417,2.0798533076892145
meses del ano,3,5,5,6,0.0005707124799085935,1,0.03125,2,0.06097560975609756,2,0.005285412262156448,1.8328900141647417,3.179388981240129
meses la,2,5,4,5,0.0005067797517661291,1,0.03125,0,0.012195121951219513,4,0.009513742071881607,1.8328900141647417,0.20538418977307366
meses mas,2,5,5,5,0.0007084568165019035,0,0.010416666666666666,1,0.036585365853658534,4,0.009513742071881607,-0.04157910375139944,2.0798533076892145
metodologico,1,5,5,6,0.0004650442568909414,0,0.010416666666666666,0,0.012195121951219513,5,0.011627906976744186,-0.04157910375139944,0.20538418977307366
mientras los,2,5,4,5,0.0003164880630642339,0,0.010416666666666666,0,0.012195121951219513,5,0.011627906976744186,-0.04157910375139944,0.20538418977307366
mientras que en el,4,5,5,5,0.0004702519558534875,0,0.010416666666666666,0,0.012195121951219513,5,0.011627906976744186,-0.04157910375139944,0.20538418977307366
mientras que la demanda,4,5,4,6,0.0004324022770568992,1,0.03125,0,0.012195121951219513,4,0.009513742071881607,1.8328900141647417,0.20538418977307366
mil,1,5,3,6,0.0005102881635609706,0,0.010416666666666666,0,0.012195121951219513,5,0.011627906976744186,-0.04157910375139944,0.20538418977307366
millones de,2,5,4,6,0.0005687502195361999,1,0.03125,0,0.012195121951219513,4,0.009513742071881607,1.8328900141647417,0.20538418977307366
ministro de hacienda consulta,4,5,5,5,0.0018004909844548064,0,0.010416666666666666,0,0.012195121951219513,5,0.011627906976744186,-0.04157910375139944,0.20538418977307366
ministro de hacienda don,4,5,5,6,0.000572926027641493,0,0.010416666666666666,0,0.012195121951219513,5,0.011627906976744186,-0.04157910375139944,0.20538418977307366
ministro de hacienda que,4,5,5,6,0.0006779928680882958,1,0.03125,2,0.06097560975609756,2,0.005285412262156448,1.8328900141647417,3.179388981240129
ministro que,2,5,4,7,0.0006725713878901658,1,0.03125,1,0.036585365853658534,3,0.007399577167019027,1.8328900141647417,2.0798533076892145
minoristas,1,5,5,7,0.0004836865458592758,0,0.010416666666666666,0,0.012195121951219513,5,0.011627906976744186,-0.04157910375139944,0.20538418977307366
minuta de la,3,5,5,5,0.0006816571977377237,1,0.03125,0,0.012195121951219513,4,0.009513742071881607,1.8328900141647417,0.20538418977307366
minuta de opciones en,4,5,5,5,0.00048202408043477164,2,0.052083333333333336,0,0.012195121951219513,3,0.007399577167019027,2.9324256877156563,0.20538418977307366
mirar,1,5,5,5,0.00107137645126976,0,0.010416666666666666,0,0.012195121951219513,5,0.011627906976744186,-0.04157910375139944,0.20538418977307366
mismo que,2,5,5,6,0.000522147956026004,0,0.010416666666666666,0,0.012195121951219513,5,0.011627906976744186,-0.04157910375139944,0.20538418977307366
mitad del,2,5,5,5,0.0004901430270314686,1,0.03125,0,0.012195121951219513,4,0.009513742071881607,1.8328900141647417,0.20538418977307366
mixtos,1,5,5,5,0.00045012014494656835,1,0.03125,0,0.012195121951219513,4,0.009513742071881607,1.8328900141647417,0.20538418977307366
moderando,1,5,5,6,0.00037149241447431334,2,0.052083333333333336,2,0.06097560975609756,1,0.003171247357293869,2.9324256877156563,3.179388981240129
monedas de,2,5,5,5,0.0003231987460386125,0,0.010416666666666666,1,0.036585365853658534,4,0.009513742071881607,-0.04157910375139944,2.0798533076892145
monetaria en 4,3,5,4,7,0.0006085541884275705,0,0.010416666666666666,2,0.06097560975609756,3,0.007399577167019027,-0.04157910375139944,3.179388981240129
monetaria podria,2,5,5,5,0.0003627415387556293,3,0.07291666666666667,1,0.036585365853658534,1,0.003171247357293869,3.90327934205614,2.0798533076892145
monetaria que se han,4,5,5,5,0.0008700598764574159,0,0.010416666666666666,0,0.012195121951219513,5,0.011627906976744186,-0.04157910375139944,0.20538418977307366
monetario internacional,2,5,5,5,0.00036156624419833756,0,0.010416666666666666,1,0.036585365853658534,4,0.009513742071881607,-0.04157910375139944,2.0798533076892145
mostraba,1,5,4,5,0.0005675210294836812,1,0.03125,0,0.012195121951219513,4,0.009513742071881607,1.8328900141647417,0.20538418977307366
mostrando una,2,5,4,5,0.0003525308657511093,2,0.052083333333333336,1,0.036585365853658534,2,0.005285412262156448,2.9324256877156563,2.0798533076892145
motivo,1,5,5,5,0.0005923955997226791,0,0.010416666666666666,0,0.012195121951219513,5,0.011627906976744186,-0.04157910375139944,0.20538418977307366
movil,1,5,4,11,0.000531536278961692,0,0.010416666666666666,0,0.012195121951219513,5,0.011627906976744186,-0.04157910375139944,0.20538418977307366
muestran que las,3,5,5,5,0.0003677178806876994,1,0.03125,2,0.06097560975609756,2,0.005285412262156448,1.8328900141647417,3.179388981240129
multilateral,1,5,4,8,0.0003795151163254971,0,0.010416666666666666,0,0.012195121951219513,5,0.011627906976744186,-0.04157910375139944,0.20538418977307366
multilaterales,1,5,5,5,0.0003898677408753788,0,0.010416666666666666,0,0.012195121951219513,5,0.011627906976744186,-0.04157910375139944,0.20538418977307366
mundial para el,3,5,5,5,0.0002680004747965006,0,0.010416666666666666,1,0.036585365853658534,4,0.009513742071881607,-0.04157910375139944,2.0798533076892145
mundial y,2,5,5,5,0.0004125295054818561,1,0.03125,3,0.08536585365853659,1,0.003171247357293869,1.8328900141647417,4.150242635580613
muy baja,2,5,5,5,0.0011751239034864806,0,0.010416666666666666,1,0.036585365853658534,4,0.009513742071881607,-0.04157910375139944,2.0798533076892145
nada,1,5,4,5,0.0006805239148585714,2,0.052083333333333336,0,0.012195121951219513,3,0.007399577167019027,2.9324256877156563,0.20538418977307366
naturaleza,1,5,5,5,0.0008806424080368291,0,0.010416666666666666,1,0.036585365853658534,4,0.009513742071881607,-0.04157910375139944,2.0798533076892145
naudon,1,5,3,5,0.0010352623494238292,0,0.010416666666666666,0,0.012195121951219513,5,0.011627906976744186,-0.04157910375139944,0.20538418977307366
negativa en,2,5,5,5,0.00041285475750168653,0,0.010416666666666666,0,0.012195121951219513,5,0.011627906976744186,-0.04157910375139944,0.20538418977307366
nivel actual de,3,5,5,5,0.0004992565507781956,2,0.052083333333333336,1,0.036585365853658534,2,0.005285412262156448,2.9324256877156563,2.0798533076892145
niveles del,2,5,4,5,0.0003351388431342113,0,0.010416666666666666,3,0.08536585365853659,2,0.005285412262156448,-0.04157910375139944,4.150242635580613
niveles elevados,2,5,5,5,0.0003849278386868385,3,0.07291666666666667,0,0.012195121951219513,2,0.005285412262156448,3.90327934205614,0.20538418977307366
no esta,2,5,5,5,0.0005742547908728986,3,0.07291666666666667,0,0.012195121951219513,2,0.005285412262156448,3.90327934205614,0.20538418977307366
no estan,2,5,5,5,0.0007142314965866666,0,0.010416666666666666,1,0.036585365853658534,4,0.009513742071881607,-0.04157910375139944,2.0798533076892145
no ha sido,3,5,5,5,0.0003551159217519817,0,0.010416666666666666,3,0.08536585365853659,2,0.005285412262156448,-0.04157910375139944,4.150242635580613
no habiendo,2,5,5,5,0.0015114556589660307,0,0.010416666666666666,0,0.012195121951219513,5,0.011627906976744186,-0.04157910375139944,0.20538418977307366
no han sido,3,5,4,5,0.0006368713516850688,2,0.052083333333333336,0,0.012195121951219513,3,0.007399577167019027,2.9324256877156563,0.20538418977307366
no perecibles,2,5,4,7,0.00039412937612322876,2,0.052083333333333336,0,0.012195121951219513,3,0.007399577167019027,2.9324256877156563,0.20538418977307366
no se tiene,3,5,5,5,0.0011232499047753102,0,0.010416666666666666,0,0.012195121951219513,5,0.011627906976744186,-0.04157910375139944,0.20538418977307366
no tienen,2,5,4,5,0.0006013874282498115,0,0.010416666666666666,0,0.012195121951219513,5,0.011627906976744186,-0.04157910375139944,0.20538418977307366
normales,1,5,5,5,0.0004505574325749988,2,0.052083333333333336,1,0.036585365853658534,2,0.005285412262156448,2.9324256877156563,2.0798533076892145
normalizacion de tasas,3,5,4,5,0.00048108202675686373,0,0.010416666666666666,0,0.012195121951219513,5,0.011627906976744186,-0.04157910375139944,0.20538418977307366
normalizacion del,2,5,4,5,0.0006323882614159879,2,0.052083333333333336,1,0.036585365853658534,2,0.005285412262156448,2.9324256877156563,2.0798533076892145
normalizarse,1,5,4,6,0.0006921061294963588,2,0.052083333333333336,1,0.036585365853658534,2,0.005285412262156448,2.9324256877156563,2.0798533076892145
notar que en,3,5,4,5,0.00035976780200918507,0,0.010416666666666666,1,0.036585365853658534,4,0.009513742071881607,-0.04157910375139944,2.0798533076892145
notar que las,3,5,5,5,0.0005760759558328995,0,0.010416666666666666,0,0.012195121951219513,5,0.011627906976744186,-0.04157910375139944,0.20538418977307366
noticias que,2,5,4,5,0.0003003069903522432,0,0.010416666666666666,2,0.06097560975609756,3,0.007399577167019027,-0.04157910375139944,3.179388981240129
notorio,1,5,5,5,0.00028981452446473623,2,0.052083333333333336,2,0.06097560975609756,1,0.003171247357293869,2.9324256877156563,3.179388981240129
nueva informacion que,3,5,5,5,0.0004063819325274077,3,0.07291666666666667,2,0.06097560975609756,0,0.0010570824524312897,3.90327934205614,3.179388981240129
nueva informacion que se,4,5,5,5,0.0004063819325274077,3,0.07291666666666667,2,0.06097560975609756,0,0.0010570824524312897,3.90327934205614,3.179388981240129
numero de,2,5,5,5,0.00045991736871083097,0,0.010416666666666666,1,0.036585365853658534,4,0.009513742071881607,-0.04157910375139944,2.0798533076892145
o mantenerla,2,5,5,5,0.0003112391428161486,2,0.052083333333333336,0,0.012195121951219513,3,0.007399577167019027,2.9324256877156563,0.20538418977307366
o que,2,5,5,6,0.0007292646542125651,1,0.03125,1,0.036585365853658534,3,0.007399577167019027,1.8328900141647417,2.0798533076892145
observado en el,3,5,5,5,0.00048629269971988917,0,0.010416666666666666,0,0.012195121951219513,5,0.011627906976744186,-0.04157910375139944,0.20538418977307366
observados en,2,5,5,6,0.0004028262226255391,1,0.03125,1,0.036585365853658534,3,0.007399577167019027,1.8328900141647417,2.0798533076892145
observo en,2,5,4,5,0.0005338123649165684,0,0.010416666666666666,0,0.012195121951219513,5,0.011627906976744186,-0.04157910375139944,0.20538418977307366
obviamente,1,5,5,5,0.0008642185135682171,0,0.010416666666666666,2,0.06097560975609756,3,0.007399577167019027,-0.04157910375139944,3.179388981240129
ocasiones anteriores,2,5,4,5,0.0007208968631605112,1,0.03125,1,0.036585365853658534,3,0.007399577167019027,1.8328900141647417,2.0798533076892145
ocupacion,1,5,4,10,0.0005275760417570431,0,0.010416666666666666,0,0.012195121951219513,5,0.011627906976744186,-0.04157910375139944,0.20538418977307366
ocurra,1,5,5,5,0.0004222076579661029,3,0.07291666666666667,1,0.036585365853658534,1,0.003171247357293869,3.90327934205614,2.0798533076892145
ocurrencia,1,5,5,5,0.0004373749326137046,1,0.03125,1,0.036585365853658534,3,0.007399577167019027,1.8328900141647417,2.0798533076892145
opciones mas,2,5,5,6,0.0003362290427645281,2,0.052083333333333336,0,0.012195121951219513,3,0.007399577167019027,2.9324256877156563,0.20538418977307366
opciones mas plausibles,3,5,5,6,0.0003362290427645281,2,0.052083333333333336,0,0.012195121951219513,3,0.007399577167019027,2.9324256877156563,0.20538418977307366
opinion de,2,5,4,5,0.0006352299398761695,1,0.03125,0,0.012195121951219513,4,0.009513742071881607,1.8328900141647417,0.20538418977307366
opinion los,2,5,4,5,0.000503888718703741,2,0.052083333333333336,1,0.036585365853658534,2,0.005285412262156448,2.9324256877156563,2.0798533076892145
opinion no,2,5,3,5,0.000770583450221802,1,0.03125,1,0.036585365853658534,3,0.007399577167019027,1.8328900141647417,2.0798533076892145
oportunidad se,2,5,4,5,0.0007996340700154605,0,0.010416666666666666,1,0.036585365853658534,4,0.009513742071881607,-0.04157910375139944,2.0798533076892145
oportunidad son,2,5,5,5,0.0004914794257119567,3,0.07291666666666667,1,0.036585365853658534,1,0.003171247357293869,3.90327934205614,2.0798533076892145
optimistas,1,5,5,5,0.00048700913585720054,0,0.010416666666666666,0,0.012195121951219513,5,0.011627906976744186,-0.04157910375139944,0.20538418977307366
orellana cifuentes,2,5,5,5,0.0006148206832534537,0,0.010416666666666666,0,0.012195121951219513,5,0.011627906976744186,-0.04157910375139944,0.20538418977307366
origen,1,5,5,5,0.0002996551480636308,2,0.052083333333333336,0,0.012195121951219513,3,0.007399577167019027,2.9324256877156563,0.20538418977307366
otras oportunidades,2,5,4,5,0.0003762188285010078,2,0.052083333333333336,2,0.06097560975609756,1,0.003171247357293869,2.9324256877156563,3.179388981240129
otros comentarios,2,5,4,5,0.0013131593730485096,0,0.010416666666666666,0,0.012195121951219513,5,0.011627906976744186,-0.04157910375139944,0.20538418977307366
pablo garcia silva,3,5,5,5,0.0004962028317575333,0,0.010416666666666666,0,0.012195121951219513,5,0.011627906976744186,-0.04157910375139944,0.20538418977307366
paises en desarrollo,3,5,5,5,0.00037633708346341096,2,0.052083333333333336,1,0.036585365853658534,2,0.005285412262156448,2.9324256877156563,2.0798533076892145
para este ano y,4,5,4,5,0.0003979668742626935,0,0.010416666666666666,0,0.012195121951219513,5,0.011627906976744186,-0.04157910375139944,0.20538418977307366
para evitar,2,5,4,5,0.00047456200616703963,2,0.052083333333333336,1,0.036585365853658534,2,0.005285412262156448,2.9324256877156563,2.0798533076892145
para la decision,3,5,5,5,0.0003447193745338872,1,0.03125,3,0.08536585365853659,1,0.003171247357293869,1.8328900141647417,4.150242635580613
para la presente,3,5,5,5,0.00086902052467424,0,0.010416666666666666,1,0.036585365853658534,4,0.009513742071881607,-0.04157910375139944,2.0798533076892145
para la presente reunion,4,5,5,5,0.00086902052467424,0,0.010416666666666666,1,0.036585365853658534,4,0.009513742071881607,-0.04157910375139944,2.0798533076892145
para los proximos meses,4,5,4,5,0.0004143984286967151,1,0.03125,0,0.012195121951219513,4,0.009513742071881607,1.8328900141647417,0.20538418977307366
para mantener la,3,5,3,5,0.0003394331266323929,2,0.052083333333333336,1,0.036585365853658534,2,0.005285412262156448,2.9324256877156563,2.0798533076892145
para que presente las,4,5,5,5,0.0011766055103361165,0,0.010416666666666666,0,0.012195121951219513,5,0.011627906976744186,-0.04157910375139944,0.20538418977307366
para senalar,2,5,3,5,0.0008122817653507645,0,0.010416666666666666,3,0.08536585365853659,2,0.005285412262156448,-0.04157910375139944,4.150242635580613
para tratar,2,5,5,5,0.001112169226778897,0,0.010416666666666666,0,0.012195121951219513,5,0.011627906976744186,-0.04157910375139944,0.20538418977307366
parciales de,2,5,5,6,0.0003847585643697311,1,0.03125,0,0.012195121951219513,4,0.009513742071881607,1.8328900141647417,0.20538418977307366
parece conveniente,2,5,5,7,0.0006083915219748025,1,0.03125,3,0.08536585365853659,1,0.003171247357293869,1.8328900141647417,4.150242635580613
parece que el,3,5,4,5,0.0005964643079435068,1,0.03125,2,0.06097560975609756,2,0.005285412262156448,1.8328900141647417,3.179388981240129
parece que la,3,5,3,5,0.000783782755672499,1,0.03125,1,0.036585365853658534,3,0.007399577167019027,1.8328900141647417,2.0798533076892145
parecido al,2,5,5,5,0.0006036838687430297,1,0.03125,0,0.012195121951219513,4,0.009513742071881607,1.8328900141647417,0.20538418977307366
parte de las,3,5,5,5,0.00035543237828133316,1,0.03125,0,0.012195121951219513,4,0.009513742071881607,1.8328900141647417,0.20538418977307366
parte de los,3,5,4,6,0.0005326430010327393,0,0.010416666666666666,0,0.012195121951219513,5,0.011627906976744186,-0.04157910375139944,0.20538418977307366
parte importante de,3,5,5,5,0.0006961366335377949,1,0.03125,0,0.012195121951219513,4,0.009513742071881607,1.8328900141647417,0.20538418977307366
particularmente en estados,3,5,5,5,0.0004971594949763597,2,0.052083333333333336,1,0.036585365853658534,2,0.005285412262156448,2.9324256877156563,2.0798533076892145
particularmente en estados unidos,4,5,5,5,0.0004971594949763597,2,0.052083333333333336,1,0.036585365853658534,2,0.005285412262156448,2.9324256877156563,2.0798533076892145
partir de la,3,5,5,7,0.0003091659711676949,1,0.03125,0,0.012195121951219513,4,0.009513742071881607,1.8328900141647417,0.20538418977307366
partir del,2,5,5,7,0.0005477534705165258,2,0.052083333333333336,2,0.06097560975609756,1,0.003171247357293869,2.9324256877156563,3.179388981240129
pasa,1,5,5,5,0.0003493417715549378,0,0.010416666666666666,3,0.08536585365853659,2,0.005285412262156448,-0.04157910375139944,4.150242635580613
pasados,1,5,4,6,0.0004521206951185843,1,0.03125,0,0.012195121951219513,4,0.009513742071881607,1.8328900141647417,0.20538418977307366
patron,1,5,5,6,0.0005349793710870226,0,0.010416666666666666,1,0.036585365853658534,4,0.009513742071881607,-0.04157910375139944,2.0798533076892145
pausada de la politica,4,5,3,6,0.0005073947534138398,2,0.052083333333333336,1,0.036585365853658534,2,0.005285412262156448,2.9324256877156563,2.0798533076892145
pausas,1,5,4,7,0.0005086085703172906,4,0.09375,0,0.012195121951219513,1,0.003171247357293869,5.002815015607054,0.20538418977307366
pena,1,5,5,5,0.0006098551295821896,2,0.052083333333333336,1,0.036585365853658534,2,0.005285412262156448,2.9324256877156563,2.0798533076892145
peor,1,5,3,5,0.0006375032508458716,1,0.03125,1,0.036585365853658534,3,0.007399577167019027,1.8328900141647417,2.0798533076892145
percepcion de riesgo,3,5,4,5,0.0005211459517883766,0,0.010416666666666666,1,0.036585365853658534,4,0.009513742071881607,-0.04157910375139944,2.0798533076892145
perciben,1,5,5,5,0.0006172029466577545,1,0.03125,0,0.012195121951219513,4,0.009513742071881607,1.8328900141647417,0.20538418977307366
periferia,1,5,5,5,0.00041225585517698824,2,0.052083333333333336,0,0.012195121951219513,3,0.007399577167019027,2.9324256877156563,0.20538418977307366
permanecen en,2,5,5,5,0.000397437236655854,1,0.03125,2,0.06097560975609756,2,0.005285412262156448,1.8328900141647417,3.179388981240129
permitira,1,5,5,5,0.00041455864162335225,1,0.03125,1,0.036585365853658534,3,0.007399577167019027,1.8328900141647417,2.0798533076892145
pero cree,2,5,5,5,0.0005672503602764419,2,0.052083333333333336,1,0.036585365853658534,2,0.005285412262156448,2.9324256877156563,2.0798533076892145
pero cree que,3,5,5,5,0.0005672503602764419,2,0.052083333333333336,1,0.036585365853658534,2,0.005285412262156448,2.9324256877156563,2.0798533076892145
pero la,2,5,5,5,0.000761304748143347,1,0.03125,2,0.06097560975609756,2,0.005285412262156448,1.8328900141647417,3.179388981240129
persistentes,1,5,5,5,0.0003583816040464917,3,0.07291666666666667,0,0.012195121951219513,2,0.005285412262156448,3.90327934205614,0.20538418977307366
personal,1,5,5,5,0.00034168314058966514,0,0.010416666666666666,0,0.012195121951219513,5,0.011627906976744186,-0.04157910375139944,0.20538418977307366
perspectivas para el,3,5,4,5,0.00032859097946503596,1,0.03125,1,0.036585365853658534,3,0.007399577167019027,1.8328900141647417,2.0798533076892145
pesar de que,3,5,5,5,0.00034892936908100295,2,0.052083333333333336,1,0.036585365853658534,2,0.005285412262156448,2.9324256877156563,2.0798533076892145
peso chileno,2,5,4,6,0.00044500174766359986,0,0.010416666666666666,0,0.012195121951219513,5,0.011627906976744186,-0.04157910375139944,0.20538418977307366
petroleo ha,2,5,4,5,0.0003080692878826136,3,0.07291666666666667,0,0.012195121951219513,2,0.005285412262156448,3.90327934205614,0.20538418977307366
petroleo se,2,5,4,7,0.0003690740285206225,3,0.07291666666666667,0,0.012195121951219513,2,0.005285412262156448,3.90327934205614,0.20538418977307366
petroleo y sus,3,5,4,5,0.00032766629873585366,2,0.052083333333333336,0,0.012195121951219513,3,0.007399577167019027,2.9324256877156563,0.20538418977307366
pib de tendencia,3,5,4,5,0.00037610084958569583,1,0.03125,0,0.012195121951219513,4,0.009513742071881607,1.8328900141647417,0.20538418977307366
pib del,2,5,5,9,0.0005557184602416873,0,0.010416666666666666,0,0.012195121951219513,5,0.011627906976744186,-0.04157910375139944,0.20538418977307366
plantea que los,3,5,5,5,0.00032920489377326475,1,0.03125,1,0.036585365853658534,3,0.007399577167019027,1.8328900141647417,2.0798533076892145
plantea que se,3,5,5,5,0.0004196177153811178,2,0.052083333333333336,0,0.012195121951219513,3,0.007399577167019027,2.9324256877156563,0.20538418977307366
plausibles para,2,5,5,6,0.000315191432939913,1,0.03125,0,0.012195121951219513,4,0.009513742071881607,1.8328900141647417,0.20538418977307366
plausibles para esta,3,5,5,6,0.000315191432939913,1,0.03125,0,0.012195121951219513,4,0.009513742071881607,1.8328900141647417,0.20538418977307366
plazo por,2,5,5,5,0.0005158082555783152,0,0.010416666666666666,1,0.036585365853658534,4,0.009513742071881607,-0.04157910375139944,2.0798533076892145
pmi,1,5,5,10,0.0007778005531454116,0,0.010416666666666666,0,0.012195121951219513,5,0.011627906976744186,-0.04157910375139944,0.20538418977307366
pocos,1,5,5,5,0.0007790686568054873,0,0.010416666666666666,1,0.036585365853658534,4,0.009513742071881607,-0.04157910375139944,2.0798533076892145
podia,1,5,5,5,0.0007707222161462947,0,0.010416666666666666,0,0.012195121951219513,5,0.011627906976744186,-0.04157910375139944,0.20538418977307366
politica financiera don,3,5,5,5,0.0006393752791473215,0,0.010416666666666666,0,0.012195121951219513,5,0.011627906976744186,-0.04157910375139944,0.20538418977307366
politica monetaria en 4,4,5,4,7,0.0006085541884275705,0,0.010416666666666666,2,0.06097560975609756,3,0.007399577167019027,-0.04157910375139944,3.179388981240129
politica monetaria podria,3,5,5,5,0.0003627415387556293,3,0.07291666666666667,1,0.036585365853658534,1,0.003171247357293869,3.90327934205614,2.0798533076892145
politica y,2,5,5,5,0.000429876556586526,0,0.010416666666666666,2,0.06097560975609756,3,0.007399577167019027,-0.04157910375139944,3.179388981240129
ponderacion,1,5,5,6,0.0011053702205670855,0,0.010416666666666666,2,0.06097560975609756,3,0.007399577167019027,-0.04157910375139944,3.179388981240129
pone,1,5,4,5,0.0005387814225868016,3,0.07291666666666667,1,0.036585365853658534,1,0.003171247357293869,3.90327934205614,2.0798533076892145
por condiciones,2,5,4,5,0.0005058582520863972,2,0.052083333333333336,0,0.012195121951219513,3,0.007399577167019027,2.9324256877156563,0.20538418977307366
por el banco,3,5,5,5,0.00037901690783305724,2,0.052083333333333336,1,0.036585365853658534,2,0.005285412262156448,2.9324256877156563,2.0798533076892145
por el banco central,4,5,5,5,0.00037901690783305724,2,0.052083333333333336,1,0.036585365853658534,2,0.005285412262156448,2.9324256877156563,2.0798533076892145
por el efecto,3,5,5,6,0.0003076125566098608,1,0.03125,0,0.012195121951219513,4,0.009513742071881607,1.8328900141647417,0.20538418977307366
