intervencion_id,meeting_id,fecha,actor,cargo,texto,anio,flag_texto_danado,topico_humano,keywords_humano,orden_habla,subindice
RPM-2015-04-16:6698:1,RPM-2015-04-16,2015-04-16,Diego Gianelli Gómez,Jefe del Departamento Análisis Internacional,"El señor Diego Gianelli expresa que el desempleo se ha movido al alza en la mayoría de los países latinoamericanos, pero en magnitudes estadísticamente poco significativas. En referencia a las proyecciones del WEO del mes de abril, destaca que tienden a validar las proyecciones internas consignadas en el IPoM. Es más, los datos de crecimiento mundial para los años 2015 y 2016 coinciden con los contemplados en dicho Informe. Tratándose de Estados Unidos de América, en cambio, ha reducido sus proyecciones desde 3,6 a 3,1% para este año y de 3,3 a 3,1% para el próximo, superando en solo una décima las estimaciones internas para ambos ejercicios. En el caso de Europa, comenta que el WEO aumentó sus proyecciones respecto del update del mes de enero desde 1,2 a 1,5% para el presente año, cifra que coincide con nuestra estimación y la del Banco Central Europeo. Para el año 2016, en cambio, si bien la elevó desde 1,4 a 1,7%, es inferior al 1,9% proyectado internamente. Asimismo, destaca que dicho informe mantuvo su visión más pesimista respecto de China, en particular para el 2016, proyectando para dicho año un crecimiento de solo 6,3%, inferior al 6,7% consignado en el último IPoM. Agrega que el WEO también recortó las proyecciones para el resto de las economías emergentes, en particular para América Latina y especialmente para Brasil, economía que exhibiría una tasa de crecimiento de -1,0% este año. Para Colombia y Perú, en tanto, si bien recortó sus proyecciones para el presente ejercicio, mantuvo expectativas relativamente altas para el próximo y de 5,0% tratándose de Perú.",2015,False,escenario_internacional,escenario_internacional,6698,1
RPM-2015-04-16:6699:1,RPM-2015-04-16,2015-04-16,Alberto Arenas de Mesa,Ministro de Hacienda,"El Ministro de Hacienda señor Alberto Arenas observa que el WEO considera para Chile una tasa de crecimiento de 1,8% en el 2014, en circunstancias que alcanzó a 1,9%.",2015,False,debate,debate,6699,1
RPM-2015-04-16:6700:1,RPM-2015-04-16,2015-04-16,Diego Gianelli Gómez,Jefe del Departamento Análisis Internacional,"El señor Diego Gianelli plantea que ello respondería a un tema de decimales, comprometiéndose a revisar la cifra consignada en la versión impresa de dicho informe. El señor Diego Gianelli prosigue con su presentación haciendo referencia a los últimos datos de China. Sobre el particular, indica que el último PIB alcanzó a 7%, acorde con lo anticipado por el mercado; que el sector secundario ha ido ganando participación respecto del primario; que la producción industrial y las ventas minoristas se sitúan en niveles relativamente elevados, pero una trayectoria decreciente desde el año 2010; y que las importaciones han continuado disminuyendo y presentan una caída cercana a 15% en el último trimestre.",2015,False,actividad_interna,actividad_interna,6700,1
RPM-2015-04-16:6701:1,RPM-2015-04-16,2015-04-16,Sebastián Claro Edwards,Consejero,"El Consejero señor Sebastián Claro alude a una entrevista concedida por el Premier chino señor Li Keqiang al Financial Times, en que deja entrever la baja probabilidad de alcanzar una tasa de crecimiento de 7% este año, así como la poca disponibilidad de depreciar el renminbi.",2015,False,debate,debate,6701,1
RPM-2015-04-16:6702:1,RPM-2015-04-16,2015-04-16,Diego Gianelli Gómez,Jefe del Departamento Análisis Internacional,"El señor Diego Gianelli expresa que los datos de actividad china vienen sorprendiendo a la baja, observándose una tendencia hacia menor crecimiento cuyo ritmo es ciertamente desconocido. Agrega que aún no se advierten muchos elementos para cambiar pronóstico interno, pero se estará permanentemente atentos a este tipo de desarrollos. En cuanto a Estados Unidos de América, destaca que los datos del primer trimestre del año sorprendieron negativamente al mercado y que de acuerdo con la encuesta Bloomberg, las proyecciones referidas a los siguientes tres trimestres del año se han mantenido e incluso dan cuenta de un leve aumento para el segundo cuarto del presente ejercicio. Hace presente que en opinión de la Gerencia de División Estudios, el crecimiento de esa economía se sustenta en el consumo, ya que la confianza del consumidor está en terreno positivo y con una trayectoria creciente. Además, se advierte un efecto riqueza, básicamente lo que dice relación con los precios de activos — en particular la bolsa— y con los precios de viviendas, que han registrado una fuerte alza en el último tiempo. Añade que el crédito ha crecido, las condiciones crediticias son más holgadas, y que los datos de empleo, excepto el del último mes, han sido buenos.",2015,False,acuerdo_comunicado,acuerdo_comunicado,6702,1
RPM-2015-04-16:6703:1,RPM-2015-04-16,2015-04-16,Sebastián Claro Edwards,Consejero,El Consejero señor Sebastián Claro comenta que el menor crecimiento observado en Estados Unidos de América en el primer trimestre del año tendría un elemento que no sería de carácter transitorio.,2015,False,debate,debate,6703,1
RPM-2015-04-16:6704:1,RPM-2015-04-16,2015-04-16,Alberto Naudon Dell'Oro,Gerente de División Estudios,"El Gerente de División Estudios señor Alberto Naudon indica que la visión de las velocidades de expansión de la economía norteamericana hacia adelante no ha cambiado, si bien reconoce que la pérdida de crecimiento en el primer trimestre producto del mal tiempo y los paros portuarios no se recuperará. De hecho, anticipa que en el próximo IPoM, el crecimiento de esa economía se corregirá levemente a la baja debido a este elemento.",2015,False,debate,debate,6704,1
RPM-2015-04-16:6705:1,RPM-2015-04-16,2015-04-16,Diego Gianelli Gómez,Jefe del Departamento Análisis Internacional,"El señor Diego Gianelli expresa que de ser asertivos los datos antedichos, tendríamos una corrección de aproximadamente 3,5 décimas a la baja en el trimestre y, con ello, el crecimiento esperado para este año se reduciría de 3,0 a 2,7%. En cuanto a las perspectivas industriales y para el sector externo, señala que el escenario es algo más ambiguo, debido a la incidencia del tipo de cambio real y la creciente apreciación de la moneda estadounidense, que podría afectar el ritmo de crecimiento industrial y de las exportaciones de dicho país. Con respecto a la Zona Euro, manifiesta que el índice de sorpresas ha mostrado una tendencia creciente desde el tercer trimestre de 2014, en particular en lo que va corrido del presente año, en un contexto de crecimiento de las ventas minoristas, exportaciones, producción industrial y también de las expectativas de consumidores y del sector manufacturero. Acota que si bien este es un escenario relativamente generalizado en la Eurozona, España y Alemania son las economías que han mostrado un dinamismo mayor en los últimos trimestres. En materia de inflación, resalta la detención de la caída de los precios en las economías avanzadas y Asia emergente por mayores precios de la energía, en particular por el rebote del precio del petróleo. En América Latina, en cambio, todas las economías, excepto Chile, muestran un crecimiento de la inflación anual en marzo respecto del mes anterior, particularmente en Perú, donde hubo una sorpresa al alza respecto de lo esperado por el mercado. Con todo, señala que el IPE mantendría su tendencia por la apreciación del dólar. En lo concerniente a política monetaria, informa que luego de un par de meses en que destacaron los movimientos sorpresivos a la baja, este mes predominaron las mantenciones. En efecto, desde la última Reunión, solo Hungría recortó su tasa de instancia y de manera sorpresiva; Australia la mantuvo, en circunstancias que el mercado estaba dividido entre una mantención y un recorte; y en América Latina, solo en Perú se espera un recorte de aquí a fin de año. Con respecto a los dos mayores bancos centrales del mundo, expresa que la divergencia entre la trayectoria esperada de tasas de política monetaria de la Reserva Federal y el Banco Central Europeo ha llevado al spread de tasas entre el bono a 10 años en Alemania y Estados Unidos de América a niveles record de los últimos 25 años, empujando la progresiva apreciación del dólar estadounidense frente al euro. Hace presente que luego de conocido el dato de empleo de Estados Unidos de América y la postergación de la normalización de política monetaria en dicho país se ha observado un retorno de los flujos de capitales a los mercados emergentes en busca de tasas algo mayores que las observadas en los mercados desarrollados. De esta forma, se han moderado las salidas de capitales de las economías emergentes, y en América Latina se han registrado aumentos de flujos financieros de importancia en la última semana. Consistentemente con ello, las paridades se han apreciado respecto del dólar, con la sola excepción de la lira turca y el sol peruano; las tasas han caído; y las percepciones de riesgo más acotadas han valorizado las acciones, observándose mercados bursátiles con retornos positivos, algunos de ellos con registros históricamente elevados. En materia de precios de commodities, destaca el alza del precio del petróleo en el último mes, que fue particularmente significativa tratándose del petróleo WTI y se explica por una menor proyección de la oferta futura, especialmente en Estados Unidos de América. Agrega que respecto del último IPoM, su precio spot es algo mayor, el del petróleo Brent también ha aumentado, y el del cobre está en línea con el valor de US$2,75 la libra sugerido en dicho Informe. En relación con el precio del petróleo, recuerda que el cierre de plataformas en Estados Unidos de América no había tenido consecuencias visibles en la producción de ese país, observándose tasas de crecimiento similares a las de los meses previos, dando cuenta de aumentos muy importantes de productividad media. Los últimos datos, en cambio, reflejan caídas en dicha tasa, a lo que se suma que la Agencia de Energía de Estados Unidos de América proyecta caídas relativamente significativas durante este y el próximo año. Expresa que en opinión de la Gerencia de División Estudios, la revisión de estas proyecciones habría impulsado los precios de combustibles al alza. No obstante, los inventarios se sitúan en records históricos para Estados Unidos de América, lo que, de alguna forma, estaría frenando los aumentos de precio observados en el último mes. Con respecto al precio del cobre, señala que las importaciones de China han caído de forma secular, pero el último dato dio cuenta de una corrección al alza. No obstante, este antecedente debe ser mirado con cautela, porque podría estar afectado por el cambio en la estacionalidad del Año Nuevo chino.",2015,False,mercados_financieros,mercados_financieros,6705,1
RPM-2015-04-16:6706:1,RPM-2015-04-16,2015-04-16,Rodrigo Vergara Montes,Presidente del Banco Central,"El Presidente señor Rodrigo Vergara hace referencia a una reciente reunión con un personero de Goldman Sachs, quien se manifestó muy pesimista respecto del precio del cobre, atendida la caída sostenida del consumo en China.",2015,False,escenario_internacional,escenario_internacional,6706,1
RPM-2015-04-16:6707:1,RPM-2015-04-16,2015-04-16,Sebastián Claro Edwards,Consejero,"El Consejero señor Sebastián Claro plantea la conveniencia de revisar la evolución del consumo de acero, que exhibe un desplome durante un largo período y que presenta un comportamiento similar al del consumo de cobre, según se desprende de las series largas. Lo expresado, porque el referido personero se basó en este antecedente para anticipar un desplome del consumo de cobre en China y, consecuentemente, del precio del cobre durante este y el próximo año.",2015,False,escenario_internacional,escenario_internacional,6707,1
RPM-2015-04-16:6708:1,RPM-2015-04-16,2015-04-16,Diego Gianelli Gómez,Jefe del Departamento Análisis Internacional,"El señor Diego Gianelli expresa que en materia de balance, el CRU, en su último informe, ha corregido sus proyecciones de balance para el año 2015 desde un superávit muy elevado a un incipiente déficit y da argumentos para que el precio del cobre se recupere o mantenga los niveles actuales. Para el mediano plazo, esto es el bienio 2018 - 2019, prevé un mercado crecientemente estrecho. Advierte que lo expresado depende críticamente de la visión que se tenga sobre las importaciones de China, economía que representa el 50% del mercado total de consumo de cobre y resulta ser de suma importancia atendida la correlación con la demanda de acero a que aludía el representante de Goldman Sachs. Agrega que los inventarios de cobre de China en bolsa exhiben una relativa estabilidad respecto de la última Reunión y un aumento notorio desde fines del año pasado, pero aún se mantienen en torno a niveles históricamente razonables. Al finalizar su presentación, el señor Diego Gianelli señala que el índice de alimentos disminuyó 1,5% en marzo, que se asocia a la baja del precio de la azúcar por mejores perspectivas de producción en Brasil después de las sequías, y que se prevén nuevos descensos durante los próximos meses. En una perspectiva de mediano plazo, resalta una caída relevante del precio de los cereales debido a una sobreoferta en distintos mercados de producción, así como la reducción del precio de la carne, que se relaciona, entre otros factores, con menores importaciones de Rusia.",2015,False,escenario_internacional,escenario_internacional,6708,1
RPM-2015-04-16:6709:1,RPM-2015-04-16,2015-04-16,Rodrigo Vergara Montes,Presidente del Banco Central,"El Presidente señor Rodrigo Vergara agradece la presentación del señor Diego Gianelli y, a continuación, concede la palabra para consultas y comentarios.",2015,False,debate,debate,6709,1
RPM-2015-04-16:6710:1,RPM-2015-04-16,2015-04-16,Joaquín Vial Ruiz-Tagle,Consejero,"El Consejero señor Joaquín Vial plantea que la situación de Grecia se ha tornado crítica en los últimos días, al punto que estallaría en el mes de mayo próximo. En su opinión, es un aspecto a considerar y que sus riesgos son difíciles de evaluar. En segundo lugar, coincide con el Consejero señor Sebastián Claro en cuanto a la conveniencia de analizar las correlaciones históricas entre consumo de acero y de cobre, pero, además, de extender dicho análisis en la perspectiva del comportamiento de la producción industrial, que exhibe tasas de crecimiento del orden del 5 a 6%, menores aún que las registradas en el año 2009. A este respecto, hace notar que las principales cifras chinas se desaceleran, configurando un escenario más complejo que el sugerido internamente e, incluso, por el Fondo Monetario Internacional. Con respecto a América Latina, llama la atención sobre Perú, cuya moneda se ha depreciado, llevando a su Banco Central a intervenir el mercado cambiario. A su juicio, las cifras sectoriales, como las caídas de la construcción del orden de 10%, anticiparían retrocesos en los componentes de su demanda interna. Colombia, por su parte, exhibe una notoria desaceleración, su moneda se ha depreciado fuertemente y las perspectivas apuntan a una situación aún más compleja. En este sentido, hace notar que el ajuste en estas dos economías se está produciendo con un rezago de entre seis y doce meses respecto de Chile. En su opinión, atendido que dichas economías y Chile pertenecen a una misma alianza, se hace necesario seguirlos con especial cuidado por los posibles impactos sobre nuestra economía.",2015,False,escenario_internacional,escenario_internacional,6710,1
RPM-2015-04-16:6711:1,RPM-2015-04-16,2015-04-16,Sebastián Claro Edwards,Consejero,"El Consejero señor Sebastián Claro destaca la elevada sensibilidad de los precios de los activos y del tipo de cambio, entre otras variables, al dato de empleo de Estados Unidos de América. A título ejemplar, señala que el tipo de cambio se ha apreciado desde los $640 a los $613 desde la última Reunión, lo cual, a su juicio, tiene dos interpretaciones. Por un lado, interpretaciones de carácter estructural; por otro, que dichos movimientos son parte de la volatilidad observada en los últimos meses y que seguirá presente en lo venidero.",2015,False,mercados_financieros,mercados_financieros,6711,1
RPM-2015-04-16:6712:1,RPM-2015-04-16,2015-04-16,Alberto Arenas de Mesa,Ministro de Hacienda,"El Ministro de Hacienda señor Alberto Arenas expresa que al dato de crecimiento de Estados Unidos de América del primer trimestre del año, que constituyó una sorpresa negativa, no afectaría la proyección de crecimiento para el año. Sobre este aspecto, consulta si esta es una situación análoga a la observada el año pasado, cuando el dato del primer trimestre no tuvo incidencia alguna en el crecimiento en dicho ejercicio. Asimismo, solicita mayor información sobre la moderación de las salidas de capitales desde países emergentes y su posible reversión.",2015,False,debate,debate,6712,1
RPM-2015-04-16:6713:1,RPM-2015-04-16,2015-04-16,Rodrigo Vergara Montes,Presidente del Banco Central,"El Presidente señor Rodrigo Vergara enfatiza la importancia de analizar el tema de Grecia, que está en una situación crítica. De hecho, menciona que el Fondo Monetario Internacional anunció que no renegociará su deuda y los alemanes también le han negado su apoyo, dando cuenta de que esa economía está en una situación realmente compleja. Por otra parte, hace referencia a la fuerte caída experimentada por las exportaciones chinas, del orden de 15%. Advierte sobre esta situación, habida cuenta que los datos de producción industrial chinos son hoy de solo un dígito, a diferencia de lo observado en los últimos treinta años. A nivel latinoamericano, resalta que Perú no solo presenta una desaceleración significativa, mayor que la nuestra, sino que en el margen está creciendo menos que Chile; su moneda, que había exhibido una leve depreciación debido a las intervenciones de su mercado cambiario, ha comenzado a registrar un mayor aumento en el tipo de cambio durante el último tiempo, lo que ha conllevado un alza en su inflación, que se situaba en 3% anual. En Colombia, por su parte, la depreciación ha sido mayor; la inflación estaría subiendo, situándose ya en 4,6%; y si bien ha crecido a tasas mayores, estas comenzarían a reducirse fuertemente debido a la incidencia del menor precio del petróleo.",2015,False,mercados_financieros,mercados_financieros,6713,1
RPM-2015-04-16:6714:1,RPM-2015-04-16,2015-04-16,Diego Gianelli Gómez,Jefe del Departamento Análisis Internacional,"El señor Diego Gianelli procede a responder los comentarios y preguntas. En primer término, manifiesta que Grecia es motivo de preocupación y que las fechas claves serán los días 11 y 12 de mayo. Precisa que el día 11 se celebrará la reunión del Eurogrupo -donde podría o no encontrarse un acuerdo— y constituye una fecha límite, porque el día 12 debe pagarle al Fondo Monetario Internacional una cifra cercana a un billón de euros, recursos con los que no contaría. Añade que el día de ayer, Standard & Poor’s rebajó su clasificación de B- a CCC, y que se estará atento al desarrollo de la negociación. En lo atinente a la producción industrial china, confirma que la tasa de crecimiento de 5% es la menor de las últimas dos o tres décadas. En cuanto a Perú y Colombia, anticipa que el análisis que está realizando la Gerencia de División Estudios —se presentará al Consejo en una fecha futura— considera, entre otros aspectos, la revisión de las proyecciones, porque no se condicen con el ciclo en que están entrando. Por otra parte, señala que en cuanto a la sensibilidad de las variables financieras a los datos de empleo en Estados Unidos de América, se ha observado en los últimos tres datos una simetría casi perfecta en los movimientos. Expresa que a juicio de la Gerencia de División Estudios, se trataría de volatilidad, porque el mercado está utilizando esa cifra como mecanismo para apostar sobre el futuro de la política monetaria en esa economía. En relación con el dato de crecimiento de Estados Unidos de América del primer trimestre y la medida en que afecta a las velocidades siguientes, se ha asumido, a priori, que es un tema acotado al primer trimestre. No obstante, la apreciación del tipo de cambio real y su influencia sobre el sector externo y la producción industrial y manufacturera podría traducirse en tasas algo menores de crecimiento, aspecto sobre el cual la propia Reserva Federal se mostró preocupada en su última minuta de política monetaria.",2015,False,acuerdo_comunicado,acuerdo_comunicado,6714,1
RPM-2015-04-16:6715:1,RPM-2015-04-16,2015-04-16,Alberto Naudon Dell'Oro,Gerente de División Estudios,"El señor Alberto Naudon plantea que el tipo de cambio real podría tener un efecto de más largo plazo, aspecto que será objeto de continua revisión. Indica que otro elemento importante a considerar es la inversión en la industria del petróleo, que se ha resentido significativamente y cuyo impacto y externalidades hacia otras actividades es algo poco claro aún y podría tener consecuencias de carácter algo más duradero. En síntesis, plantea que respecto del último IPoM no se cuenta aún con información adicional que haga necesario reevaluar la trayectoria de crecimiento de Estados Unidos de América. En lo que concierne a la actividad local, recuerda que en el IPoM se consignó un sesgo de crecimiento negativo, porque el nivel de incertidumbre respecto de la evolución de la economía china es muy alto. De manera similar, respecto de Estados Unidos de América, el escenario base considera que el dato sorpresivo del primer trimestre es de carácter puntual. Por último, menciona que Europa sigue teniendo riesgos a la baja, porque sus últimos datos son mejores, particularmente los asociados a confianza de consumidores y PMI. No obstante, es difícil anticipar la capacidad de las economías europeas de solidificar estas buenas noticias hacia una recuperación más sólida en el segundo trimestre, atendida especialmente la situación de Grecia. En consecuencia, de manera similar a lo consignado en el último IPoM, se estima que el mundo debería exhibir una mejora en el escenario base y que los riesgos están principalmente a la baja, lo cual está contemplado en el análisis interno.",2015,False,mercados_financieros,mercados_financieros,6715,1
RPM-2015-04-16:6715:2,RPM-2015-04-16,2015-04-16,Rodrigo Vergara Montes,Presidente del Banco Central,"No habiendo más consultas ni comentarios en lo concerniente al escenario internacional, el Presidente señor Rodrigo Vergara da paso a la exposición del escenario interno.",2015,False,mercados_financieros,mercados_financieros,6715,2
RPM-2015-04-16:6716:1,RPM-2015-04-16,2015-04-16,Miguel Fuentes Díaz,Gerente de Análisis Macroeconómico,"El Gerente de Análisis Macroeconómico señor Miguel Fuentes comienza su presentación refiriéndose a los hechos destacados del escenario interno acontecidos desde la Reunión anterior. Hace presente que los datos conocidos tras el cierre estadístico del IPoM de marzo han estado en línea con lo proyectado. En segundo término, destaca que las importaciones de bienes de capital fueron el único componente de la demanda que exhibió una contracción mayor que la anticipada, llevando a un ajuste en la inversión más intenso que el previsto, pero en términos globales no se traduciría en cambios relevantes en la proyección. Señala que los temporales que afectaron a la zona norte del país golpearon fundamentalmente la actividad minera de la Tercera Región y tendrían un impacto sobre el IMACEC del mes de marzo del orden de -0,7%; no obstante, sería compensado por el comportamiento de los sectores resto, con lo que la reducción en la estimación sería de solo dos décimas. Agrega que atendidos los antecedentes recabados y la estructura productiva de dicha Región, no se observarían efectos relevantes sobre la inflación. Resalta que el mercado laboral sigue mostrando una baja tasa de desempleo y una reducción marginal en la última medición, que persisten los signos de debilidad del empleo privado y que el crecimiento de los salarios nominales tendió a estabilizarse en su variación en doce meses. Asimismo, consigna que el registro de inflación del mes de marzo sorprendió a la baja respecto de la proyección interna por una caída de los precios de alimentos, se ubicaría dentro del rango meta antes de lo anticipado, y cerraría el año más cerca del centro del rango meta que lo proyectado en el IPoM. Añade que la trayectoria de la inflación subyacente fue coherente con la proyección interna y que en el corto plazo seguiría en línea con lo contemplado en dicho Informe. A título de último hecho destacado del período en el ámbito interno, informa que las expectativas de mercado sitúan la primera alza en la TPM entre fines de 2015 y comienzos de 2016. En efecto, los precios de los activos financieros incorporan el incremento hacia el tercer trimestre del año en curso, mientras que la Encuesta a Operadores Financieros, EOF, y la Encuesta de Expectativas Económicas, EEE, la sitúan hacia el primer trimestre de 2016.",2015,False,mercado_laboral,mercado_laboral,6716,1
RPM-2015-04-16:6717:1,RPM-2015-04-16,2015-04-16,Sebastián Claro Edwards,Consejero,"El Consejero señor Sebastián Claro solicita se precise si al plantearse que la inflación cerraría más cerca de 3% a fin de año que lo proyectado en el IPoM significa que será menor que 3,6% o que estará más cerca de 3%.",2015,False,inflacion,inflacion,6717,1
RPM-2015-04-16:6718:1,RPM-2015-04-16,2015-04-16,Alberto Naudon Dell'Oro,Gerente de División Estudios,"El señor Alberto Naudon manifiesta que la inflación cerraría el año en torno a 3,2%, inferior al 3,43% proyectado por el mercado. Precisa que las correcciones se asocian a los elementos más volátiles de la inflación; por lo tanto, la posibilidad de que estos efectos se reviertan o se intensifiquen hacia adelante es alta. A su juicio, lo más relevante es que la trayectoria de la inflación subyacente no presentó ninguna sorpresa respecto de lo anticipado y, por lo tanto, el panorama inflacionario, a pesar de que los números cambian, no habría variado en lo fundamental.",2015,False,inflacion,inflacion,6718,1
RPM-2015-04-16:6719:1,RPM-2015-04-16,2015-04-16,Miguel Fuentes Díaz,Gerente de Análisis Macroeconómico,"El señor Miguel Fuentes prosigue con su exposición refiriéndose a los efectos que el temporal tendría sobre la actividad y la inflación. Hace presente que su impacto estará concentrado en el sector minería de la Tercera Región —que constituye el 10% de la actividad minera del país—, y también de la Segunda Región, en particular en La Escondida, que detuvo por un día su faena con consecuencias importantes en la producción minera debido a la magnitud de dicho yacimiento. Añade que los datos del consumo eléctrico en el Sistema Interconectado del Norte Grande también dan cuenta del impacto en las faenas mineras que se vieron afectadas, especialmente a fines del mes de marzo. Junto con lo anterior, informa que algunos shocks negativos han tenido un carácter algo más persistente, como el incendio en El Teniente a fines de enero, que incidió en la producción de febrero y marzo; problemas en la tostadora de Ministro Hales, de Codelco; el corte de la ruta a Minera Los Pelambres; y problemas de mantención en Collahuasi, elementos que serán recogidos en la proyección del segundo trimestre de este año. Con todo, reitera que el efecto asociado al temporal se estima en alrededor de 0,7 puntos porcentuales en el IMACEC del mes de marzo. Hace presente que otras actividades afectadas por el temporal tienen una baja incidencia en la actividad nacional, por lo que sus efectos negativos quedarían reflejados en términos agregados. El sector construcción, en cambio, que representa el 10% de la actividad de la Tercera Región, habría sufrido un impacto mayor, pero las tareas de reconstrucción en esa zona podrían tener algún efecto positivo en las cifras de dicho sector en los próximos meses.",2015,False,inflacion,inflacion,6719,1
RPM-2015-04-16:6720:1,RPM-2015-04-16,2015-04-16,Sebastián Claro Edwards,Consejero,"El Consejero señor Sebastián Claro solicita se precise a qué fecha corresponde la cifra de 10% de participación del sector construcción en la actividad de la Tercera Región, toda vez que hubo un período de boom y luego, a comienzos de 2013, una caída que afectó la actividad de dicho sector de manera significativa.",2015,False,actividad_interna,actividad_interna,6720,1
RPM-2015-04-16:6721:1,RPM-2015-04-16,2015-04-16,Miguel Fuentes Díaz,Gerente de Análisis Macroeconómico,"El señor Miguel Fuentes indica que el referido dato se calculó con información del año 2013, que corresponde a los últimos datos disponibles, y no considera el dato de 2014, que es el que concentra la mayor baja de la actividad en dicho sector. El señor Miguel Fuentes retoma su exposición y señala que las consecuencias de los temporales sobre la inflación no tendrían un efecto relevante en el corto plazo dada la baja incidencia de las actividades afectadas en la actividad nacional, y que, de hecho, no se han incorporado en la proyección. En todo caso, consigna que si bien la Tercera Región concentra una fracción pequeña de la superficie agrícola del país, podría observarse un efecto en la producción de pisco, cuyas faenas son más relevantes, pero su efecto se manifestaría el año próximo, debido a que los temporales ocurrieron hacia el final de la cosecha. A continuación, el señor Miguel Fuentes se refiere a la evolución de los indicadores de actividad y demanda. Sobre el particular, expresa que el IMACEC del mes de febrero estuvo en línea con la proyección y registró una sorpresa positiva en los sectores resto, que fue compensada con un desempeño más bajo que el previsto en el sector recursos naturales. Este último se vio afectado especialmente por el dato negativo del sector minería del mes de febrero, debido a problemas puntuales en Collahuasi —que se han extendido por más de un mes— y en algunos yacimientos menores de Codelco. Por su parte, la demanda interna no tuvo grandes sorpresas. En efecto, la formación bruta de capital fijo tuvo un comportamiento menos dinámico que lo esperado, fundamentalmente por el componente maquinaria y equipos, y se registró un alza marginal en construcción que no cambia el panorama general anticipado para esta variable. En cuanto a las expectativas de los consumidores, informa que el indicador de expectativas IPEC mostró un retroceso notorio en el último mes, dando cuenta de una percepción más negativa de la situación del país. A lo anterior se agrega que la masa salarial real mantiene un bajo crecimiento. Hace notar que las expectativas de empleo de consumidores y empresarios siguen pesimistas, lo que anticiparía una creación de empleo poco dinámica en lo venidero. En efecto, la mayoría de las personas perciben que el desempleo aumentará en los próximos meses, y los datos disponibles sobre preguntas relacionadas con empleo esperado en los sectores construcción e industria, que tienen alguna capacidad de anticipar las cifras efectivas de empleo asalariado, también muestran niveles bajos. Asimismo, los indicadores de consumo privado, básicamente el Indicador de Ventas del Comercio Minorista, IVCM, del Instituto Nacional de Estadísticas y datos del Servicio de Impuestos Internos correspondientes al mes de febrero, dan cuenta de un cierto repunte en doce meses, en línea con lo contemplado en el IPoM. Añade que las expectativas empresariales, reflejadas en el Indicador Mensual de Confianza Empresarial, IMCE, aumentaron en el mes de marzo impulsadas por alzas en todos los sectores. No obstante, aún se mantienen bajo su promedio histórico y en terreno pesimista, a excepción del sector comercio, cuyo registro fue marginalmente positivo. Por otra parte, manifiesta que la formación bruta de capital fijo, específicamente el componente maquinaria y equipos, registró un bajo dinamismo en el primer trimestre del año, menor que lo previsto en el último IPoM. No obstante, se espera algún grado de recuperación de los niveles de inversión en bienes de capital, debido a la recuperación de las condiciones bursátiles, explicada a su vez por una mejora de las expectativas y de la valoración de los activos de las empresas chilenas.",2015,False,mercado_laboral,mercado_laboral,6721,1
RPM-2015-04-16:6722:1,RPM-2015-04-16,2015-04-16,Sebastián Claro Edwards,Consejero,"El Consejero señor Sebastián Claro consulta si se ha medido el impacto de la trayectoria del tipo de cambio sobre las importaciones de maquinaria y equipos durante los últimos dos a tres años, en particular sobre los bienes de capital. Lo anterior, en atención a que la depreciación del tipo de cambio encareció su importación en términos relativos.",2015,False,mercados_financieros,mercados_financieros,6722,1
RPM-2015-04-16:6723:1,RPM-2015-04-16,2015-04-16,Miguel Fuentes Díaz,Gerente de Análisis Macroeconómico,El señor Miguel Fuentes señala que el precio relativo de estos bienes ha experimentado un alza importante; que su reciente disminución explica la acotada recuperación de estas importaciones; que su precio se mantendrá más alto que en el bienio 2012 y 2011; y que es un elemento que sin duda va a estar presente en el análisis.,2015,False,debate,debate,6723,1
RPM-2015-04-16:6724:1,RPM-2015-04-16,2015-04-16,Beltrán de Ramón Acevedo,Gerente de División Operaciones Financieras,"El Gerente de División Operaciones Financieras señor Beltrán de Ramón discrepa de dicha apreciación, porque hay un desfase de varios meses entre la decisión de importar y su materialización, mientras que el tipo de cambio comenzó a caer hace algo más de un mes.",2015,False,mercados_financieros,mercados_financieros,6724,1
RPM-2015-04-16:6725:1,RPM-2015-04-16,2015-04-16,Miguel Fuentes Díaz,Gerente de Análisis Macroeconómico,"El señor Miguel Fuentes continúa con su presentación, destacando que los componentes del indicador sintético de edificación han exhibido un comportamiento mixto en el margen. Asimismo, hace notar la caída del empleo en el sector construcción; una estabilización en las ventas de proveedores y de los permisos valorados; y un repunte acotado de la producción de cemento. Agrega que la variación que experimenta la suma de los gastos en inversión y transferencia de capital del Gobierno en los meses de enero y febrero es coherente con lo consignado en el escenario del IPoM, y confirma que la inversión pública será el motor de la inversión total este año. Hace presente que el indicador de administración pública, construido a partir de datos de ejecución presupuestaria efectiva proporcionados por la Dirección de Presupuestos, DIPRES, da cuenta de que el gasto fiscal en personal y en bienes y servicios se ha acelerado, en tanto que el gasto extrapresupuestario, que es el componente más volátil del gasto público ha experimentado un incremento mayor. En materia de proyecciones, anticipa que la demanda final y la demanda interna se han ajustado a la baja por el menor dinamismo del componente maquinaria y equipos; y que al considerar este panorama y la inercia propia de sus componentes, la estimación para el segundo trimestre también se ha revisado a la baja.",2015,False,mercado_laboral,mercado_laboral,6725,1
