intervencion_id,fecha,actor,etiqueta,es_relevante,pred,score_pred,fold
RPM-2007-05-10:1251:5,2007-05-10,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,5
RPM-2007-05-10:1254:1,2007-05-10,Pablo García Silva,hawkish,1,dovish,-0.0533,5
RPM-2007-05-10:1260:1,2007-05-10,José De Gregorio Rebeco,neutral,1,hawkish,0.1056,5
RPM-2007-05-10:1261:1,2007-05-10,Vittorio Corbo Lioi,neutral,1,hawkish,0.0196,5
RPM-2007-06-14:1278:1,2007-06-14,Esteban Jadresic Marinovic,neutral,1,neutral,-0.0254,1
RPM-2007-06-14:1305:1,2007-06-14,Manuel Marfán Lewis,hawkish,1,dovish,-0.0046,1
RPM-2007-07-12:1314:2,2007-07-12,Manuel Marfán Lewis,neutral,1,neutral,0.0094,4
RPM-2007-07-12:1324:1,2007-07-12,Igal Magendzo Weinberger,neutral,1,neutral,0.0812,4
RPM-2007-07-12:1325:3,2007-07-12,Igal Magendzo Weinberger,neutral,1,neutral,-0.0086,4
RPM-2007-07-12:1329:1,2007-07-12,Enrique Marshall Rivera,neutral,1,neutral,-0.0050,4
RPM-2007-07-12:1332:1,2007-07-12,José De Gregorio Rebeco,neutral,1,neutral,-0.0393,4
RPM-2007-07-12:1335:2,2007-07-12,Esteban Jadresic Marinovic,neutral,1,neutral,0.0063,4
RPM-2007-08-09:1360:2,2007-08-09,Manuel Marfán Lewis,neutral,1,neutral,-0.0084,4
RPM-2007-08-09:1361:2,2007-08-09,Sergio Lehmann Beresi,neutral,1,neutral,-0.0436,4
RPM-2007-08-09:1367:2,2007-08-09,José De Gregorio Rebeco,neutral,1,neutral,-0.1132,4
RPM-2007-08-09:1379:2,2007-08-09,José De Gregorio Rebeco,neutral,1,neutral,-0.0578,4
RPM-2007-08-09:1387:1,2007-08-09,Rodrigo Valdés Pulido,hawkish,1,hawkish,0.4451,4
RPM-2007-08-09:1394:1,2007-08-09,Andrés Velasco Brañes,hawkish,1,hawkish,0.0367,4
RPM-2007-08-09:1398:1,2007-08-09,Jorge Desormeaux Jiménez,hawkish,1,hawkish,0.4895,4
RPM-2007-08-09:1402:1,2007-08-09,Consejo del Banco Central de Chile,hawkish,1,hawkish,0.6614,4
RPM-2007-09-13:1404:1,2007-09-13,Consejo del Banco Central de Chile,neutral,0,neutral,0.0000,3
RPM-2007-09-13:1415:1,2007-09-13,Rodrigo Valdés Pulido,neutral,1,neutral,-0.0299,3
RPM-2007-09-13:1429:1,2007-09-13,Jorge Desormeaux Jiménez,neutral,1,neutral,-0.0924,3
RPM-2007-09-13:1434:1,2007-09-13,Igal Magendzo Weinberger,neutral,1,neutral,0.0330,3
RPM-2007-09-13:1438:1,2007-09-13,Andrés Velasco Brañes,neutral,1,neutral,-0.0324,3
RPM-2007-09-13:1442:1,2007-09-13,Esteban Jadresic Marinovic,neutral,1,neutral,-0.0520,3
RPM-2007-09-13:1449:2,2007-09-13,Andrés Velasco Brañes,neutral,1,neutral,-0.0333,3
RPM-2007-09-13:1452:2,2007-09-13,José De Gregorio Rebeco,neutral,1,neutral,0.0232,3
RPM-2007-09-13:1456:1,2007-09-13,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,3
RPM-2007-09-13:1456:3,2007-09-13,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,3
RPM-2007-09-13:1459:1,2007-09-13,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,3
RPM-2007-09-13:1459:2,2007-09-13,Rodrigo Valdés Pulido,hawkish,1,hawkish,0.2523,3
RPM-2007-09-13:1465:1,2007-09-13,Manuel Marfán Lewis,hawkish,1,hawkish,0.4588,3
RPM-2007-09-13:1468:1,2007-09-13,Vittorio Corbo Lioi,hawkish,1,hawkish,0.3794,3
RPM-2007-09-13:1469:1,2007-09-13,Consejo del Banco Central de Chile,hawkish,1,hawkish,0.6516,3
RPM-2007-10-11:1497:1,2007-10-11,Vittorio Corbo Lioi,neutral,1,neutral,-0.0368,3
RPM-2007-10-11:1502:1,2007-10-11,Manuel Marfán Lewis,neutral,1,neutral,-0.0249,3
RPM-2007-10-11:1503:3,2007-10-11,Jorge Desormeaux Jiménez,neutral,1,neutral,0.0685,3
RPM-2007-10-11:1504:2,2007-10-11,Igal Magendzo Weinberger,neutral,1,neutral,-0.0549,3
RPM-2007-10-11:1507:1,2007-10-11,Rodrigo Valdés Pulido,neutral,1,neutral,-0.0027,3
RPM-2007-10-11:1508:3,2007-10-11,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,3
RPM-2007-10-11:1519:1,2007-10-11,Vittorio Corbo Lioi,neutral,1,hawkish,0.0186,3
RPM-2007-11-13:1525:1,2007-11-13,Sergio Lehmann Beresi,neutral,1,neutral,-0.0462,1
RPM-2007-11-13:1526:4,2007-11-13,Jorge Desormeaux Jiménez,neutral,1,neutral,-0.0137,1
RPM-2007-11-13:1536:1,2007-11-13,Manuel Marfán Lewis,neutral,1,neutral,-0.0358,1
RPM-2007-11-13:1545:1,2007-11-13,Pablo García Silva,neutral,1,neutral,0.0221,1
RPM-2007-11-13:1548:1,2007-11-13,Klaus Schmidt-Hebbel Dunker,neutral,1,neutral,-0.0466,1
RPM-2007-11-13:1556:1,2007-11-13,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,1
RPM-2007-11-13:1566:1,2007-11-13,Manuel Marfán Lewis,dovish,1,dovish,-0.0089,1
RPM-2007-12-13:1596:2,2007-12-13,Igal Magendzo Weinberger,neutral,1,neutral,-0.0069,3
RPM-2007-12-13:1602:1,2007-12-13,Igal Magendzo Weinberger,neutral,1,hawkish,0.2893,3
RPM-2007-12-13:1607:2,2007-12-13,Esteban Jadresic Marinovic,dovish,1,hawkish,0.0356,3
RPM-2007-12-13:1611:1,2007-12-13,Manuel Marfán Lewis,hawkish,1,hawkish,0.1430,3
RPM-2007-12-13:1613:1,2007-12-13,José De Gregorio Rebeco,hawkish,1,hawkish,0.2394,3
RPM-2007-12-13:1614:1,2007-12-13,Consejo del Banco Central de Chile,hawkish,1,hawkish,0.4650,3
RPM-2008-01-10:1618:1,2008-01-10,Sergio Lehmann Beresi,neutral,1,neutral,-0.0016,1
RPM-2008-01-10:1628:1,2008-01-10,José De Gregorio Rebeco,neutral,1,neutral,0.0000,1
RPM-2008-01-10:1629:1,2008-01-10,Pablo García Silva,hawkish,1,hawkish,0.4432,1
RPM-2008-01-10:1636:1,2008-01-10,Manuel Marfán Lewis,hawkish,1,hawkish,0.4152,1
RPM-2008-01-10:1637:1,2008-01-10,Jorge Desormeaux Jiménez,hawkish,1,hawkish,0.4450,1
RPM-2008-02-07:1644:1,2008-02-07,José De Gregorio Rebeco,neutral,0,neutral,0.0000,2
RPM-2008-02-07:1648:1,2008-02-07,Sebastián Claro Edwards,neutral,1,neutral,-0.0533,2
RPM-2008-02-07:1648:2,2008-02-07,Sergio Lehmann Beresi,neutral,1,neutral,0.0135,2
RPM-2008-02-07:1652:4,2008-02-07,Manuel Marfán Lewis,neutral,1,neutral,-0.0294,2
RPM-2008-02-07:1674:1,2008-02-07,Manuel Marfán Lewis,neutral,1,neutral,-0.0006,2
RPM-2008-02-07:1684:1,2008-02-07,José De Gregorio Rebeco,dovish,1,hawkish,0.1165,2
RPM-2008-03-13:1694:1,2008-03-13,Andrés Velasco Brañes,neutral,1,neutral,-0.1093,4
RPM-2008-03-13:1703:1,2008-03-13,Andrés Velasco Brañes,neutral,1,neutral,-0.0910,4
RPM-2008-03-13:1709:1,2008-03-13,Pablo García Silva,neutral,1,neutral,-0.0563,4
RPM-2008-03-13:1711:1,2008-03-13,Manuel Marfán Lewis,neutral,1,neutral,-0.0276,4
RPM-2008-03-13:1719:1,2008-03-13,José De Gregorio Rebeco,neutral,1,neutral,-0.0007,4
RPM-2008-03-13:1721:1,2008-03-13,Pablo García Silva,neutral,1,hawkish,0.3679,4
RPM-2008-03-13:1731:1,2008-03-13,Enrique Marshall Rivera,dovish,1,dovish,-0.0505,4
RPM-2008-03-13:1731:2,2008-03-13,Manuel Marfán Lewis,hawkish,1,dovish,-0.2138,4
RPM-2008-03-13:1737:2,2008-03-13,Sebastián Claro Edwards,hawkish,1,neutral,0.0681,4
RPM-2008-03-13:1739:1,2008-03-13,Manuel Marfán Lewis,neutral,0,neutral,-0.0848,4
RPM-2008-04-10:1761:1,2008-04-10,Manuel Marfán Lewis,neutral,1,neutral,-0.0222,2
RPM-2008-04-10:1774:1,2008-04-10,Pablo García Silva,neutral,1,hawkish,0.5319,2
RPM-2008-04-10:1778:1,2008-04-10,Andrés Velasco Brañes,dovish,1,neutral,-0.1150,2
RPM-2008-04-10:1782:1,2008-04-10,Manuel Marfán Lewis,dovish,1,hawkish,0.0641,2
RPM-2008-05-08:1786:1,2008-05-08,Consejo del Banco Central de Chile,neutral,0,neutral,0.0000,5
RPM-2008-05-08:1789:1,2008-05-08,Jorge Desormeaux Jiménez,neutral,1,neutral,-0.0353,5
RPM-2008-05-08:1818:4,2008-05-08,Enrique Marshall Rivera,neutral,1,neutral,-0.0621,5
RPM-2008-05-08:1828:2,2008-05-08,María Olivia Recart Herrera,neutral,1,neutral,-0.0458,5
RPM-2008-05-08:1837:1,2008-05-08,Manuel Marfán Lewis,neutral,1,neutral,-0.1037,5
RPM-2008-05-08:1848:1,2008-05-08,José De Gregorio Rebeco,dovish,1,dovish,-0.1162,5
RPM-2008-06-10:1869:7,2008-06-10,José De Gregorio Rebeco,neutral,1,neutral,0.0050,4
RPM-2008-06-10:1873:4,2008-06-10,Pablo García Silva,neutral,1,neutral,-0.0279,4
RPM-2008-06-10:1874:1,2008-06-10,Manuel Marfán Lewis,neutral,1,neutral,-0.1210,4
RPM-2008-06-10:1879:1,2008-06-10,Jorge Desormeaux Jiménez,neutral,1,neutral,0.0108,4
RPM-2008-06-10:1889:3,2008-06-10,José De Gregorio Rebeco,neutral,1,neutral,-0.0276,4
RPM-2008-06-10:1902:1,2008-06-10,Pablo García Silva,hawkish,1,hawkish,0.4170,4
RPM-2008-07-10:1916:2,2008-07-10,Sergio Lehmann Beresi,neutral,1,neutral,-0.0475,5
RPM-2008-07-10:1917:3,2008-07-10,José De Gregorio Rebeco,neutral,1,neutral,-0.0339,5
RPM-2008-07-10:1923:7,2008-07-10,Pablo García Silva,neutral,1,neutral,-0.0593,5
RPM-2008-07-10:1945:1,2008-07-10,José De Gregorio Rebeco,neutral,1,neutral,-0.0011,5
RPM-2008-07-10:1948:2,2008-07-10,Andrés Velasco Brañes,neutral,1,neutral,-0.0570,5
RPM-2008-07-10:1953:1,2008-07-10,Manuel Marfán Lewis,neutral,1,neutral,-0.0235,5
RPM-2008-07-10:1975:1,2008-07-10,José De Gregorio Rebeco,neutral,1,neutral,-0.0363,5
RPM-2008-08-14:1980:1,2008-08-14,José De Gregorio Rebeco,neutral,0,neutral,0.0000,4
RPM-2008-08-14:1994:1,2008-08-14,José De Gregorio Rebeco,neutral,1,neutral,-0.0558,4
RPM-2008-08-14:1994:4,2008-08-14,Sergio Lehmann Beresi,neutral,1,neutral,-0.1062,4
RPM-2008-08-14:2016:2,2008-08-14,Sebastián Claro Edwards,neutral,1,neutral,-0.0253,4
RPM-2008-08-14:2026:1,2008-08-14,Andrés Velasco Brañes,neutral,1,neutral,-0.0408,4
RPM-2008-08-14:2027:1,2008-08-14,Jorge Desormeaux Jiménez,neutral,1,neutral,-0.0330,4
RPM-2008-08-14:2041:1,2008-08-14,Enrique Marshall Rivera,hawkish,1,hawkish,0.2407,4
RPM-2008-08-14:2042:1,2008-08-14,Manuel Marfán Lewis,hawkish,1,hawkish,0.2334,4
RPM-2008-08-14:2044:1,2008-08-14,José De Gregorio Rebeco,hawkish,1,hawkish,0.0364,4
RPM-2008-09-04:2050:3,2008-09-04,José De Gregorio Rebeco,neutral,1,neutral,-0.0440,5
RPM-2008-09-04:2067:1,2008-09-04,Manuel Marfán Lewis,neutral,1,neutral,-0.0017,5
RPM-2008-09-04:2073:1,2008-09-04,Andrés Velasco Brañes,neutral,1,neutral,-0.0518,5
RPM-2008-09-04:2086:1,2008-09-04,Pablo García Silva,hawkish,1,hawkish,0.4283,5
RPM-2008-09-04:2094:1,2008-09-04,Manuel Marfán Lewis,hawkish,1,hawkish,0.2811,5
RPM-2008-09-04:2095:1,2008-09-04,Jorge Desormeaux Jiménez,hawkish,1,hawkish,0.4913,5
RPM-2008-09-04:2099:1,2008-09-04,Consejo del Banco Central de Chile,hawkish,1,hawkish,0.5309,5
RPM-2008-09-04:2100:1,2008-09-04,Consejo del Banco Central de Chile,neutral,0,neutral,0.0000,5
RPM-2008-10-09:2101:1,2008-10-09,Consejo del Banco Central de Chile,neutral,0,neutral,0.0000,5
RPM-2008-10-09:2105:2,2008-10-09,Felipe Jaque,neutral,1,neutral,-0.0377,5
RPM-2008-11-13:2138:1,2008-11-13,Claudio Soto Gamboa,neutral,1,neutral,-0.0310,2
RPM-2008-11-13:2140:1,2008-11-13,Andrés Velasco Brañes,neutral,1,neutral,-0.0577,2
RPM-2008-11-13:2144:1,2008-11-13,Sebastián Claro Edwards,neutral,1,neutral,-0.0717,2
RPM-2008-11-13:2146:1,2008-11-13,Claudio Soto Gamboa,neutral,1,neutral,-0.0128,2
RPM-2008-11-13:2147:1,2008-11-13,Sebastián Claro Edwards,neutral,1,neutral,-0.0546,2
RPM-2008-11-13:2147:3,2008-11-13,Claudio Soto Gamboa,neutral,1,neutral,-0.0074,2
RPM-2008-11-13:2155:1,2008-11-13,José De Gregorio Rebeco,neutral,1,neutral,-0.1079,2
RPM-2008-11-13:2158:1,2008-11-13,José De Gregorio Rebeco,neutral,0,neutral,0.0000,2
RPM-2008-11-13:2159:1,2008-11-13,Pablo García Silva,neutral,1,hawkish,0.3152,2
RPM-2008-11-13:2162:3,2008-11-13,Jorge Desormeaux Jiménez,neutral,1,neutral,-0.0881,2
RPM-2008-11-13:2164:1,2008-11-13,Claudio Soto Gamboa,neutral,1,neutral,-0.0126,2
RPM-2008-11-13:2169:1,2008-11-13,Manuel Marfán Lewis,neutral,1,dovish,-0.1584,2
RPM-2008-11-13:2171:1,2008-11-13,José De Gregorio Rebeco,dovish,1,hawkish,0.0670,2
RPM-2008-12-11:2177:2,2008-12-11,Sergio Lehmann Beresi,neutral,1,neutral,-0.0054,1
RPM-2008-12-11:2206:3,2008-12-11,Claudio Soto Gamboa,neutral,1,neutral,-0.0043,1
RPM-2008-12-11:2217:1,2008-12-11,Manuel Marfán Lewis,neutral,1,neutral,-0.0115,1
RPM-2008-12-11:2221:2,2008-12-11,Manuel Marfán Lewis,neutral,1,neutral,0.0321,1
RPM-2008-12-11:2229:1,2008-12-11,Enrique Marshall Rivera,neutral,1,neutral,-0.0202,1
RPM-2008-12-11:2232:1,2008-12-11,Jorge Desormeaux Jiménez,neutral,1,neutral,-0.0102,1
RPM-2008-12-11:2237:4,2008-12-11,José De Gregorio Rebeco,neutral,0,neutral,0.0000,1
RPM-2008-12-11:2238:1,2008-12-11,Pablo García Silva,neutral,1,hawkish,0.0312,1
RPM-2008-12-11:2249:1,2008-12-11,Enrique Marshall Rivera,neutral,1,dovish,-0.1006,1
RPM-2008-12-11:2251:1,2008-12-11,Manuel Marfán Lewis,dovish,1,dovish,-0.0714,1
RPM-2009-01-08:2271:2,2009-01-08,Claudio Soto Gamboa,neutral,1,neutral,-0.0144,4
RPM-2009-01-08:2280:2,2009-01-08,Claudio Soto Gamboa,neutral,1,neutral,-0.0236,4
RPM-2009-02-12:2319:1,2009-02-12,Manuel Marfán Lewis,neutral,1,neutral,-0.0174,4
RPM-2009-02-12:2339:1,2009-02-12,Manuel Marfán Lewis,neutral,1,neutral,-0.0044,4
RPM-2009-02-12:2340:1,2009-02-12,Pablo García Silva,neutral,1,neutral,-0.0200,4
RPM-2009-02-12:2380:1,2009-02-12,Sebastián Claro Edwards,dovish,1,neutral,0.1237,4
RPM-2009-03-12:2388:1,2009-03-12,José De Gregorio Rebeco,neutral,1,neutral,-0.0203,2
RPM-2009-03-12:2396:2,2009-03-12,Sergio Lehmann Beresi,neutral,1,neutral,-0.0069,2
RPM-2009-04-09:2443:1,2009-04-09,José De Gregorio Rebeco,neutral,1,neutral,-0.0098,1
RPM-2009-04-09:2478:2,2009-04-09,Manuel Marfán Lewis,neutral,1,neutral,0.0166,1
RPM-2009-04-09:2485:1,2009-04-09,Andrés Velasco Brañes,neutral,1,neutral,-0.0875,1
RPM-2009-04-09:2488:1,2009-04-09,Manuel Marfán Lewis,neutral,1,neutral,-0.0041,1
RPM-2009-04-09:2490:1,2009-04-09,José De Gregorio Rebeco,neutral,0,neutral,0.0000,1
RPM-2009-04-09:2492:1,2009-04-09,Luis Felipe Céspedes Cifuentes,dovish,1,hawkish,0.0999,1
RPM-2009-04-09:2494:1,2009-04-09,Andrés Velasco Brañes,dovish,1,dovish,-0.3079,1
RPM-2009-04-09:2495:1,2009-04-09,José De Gregorio Rebeco,neutral,0,neutral,0.0000,1
RPM-2009-04-09:2497:1,2009-04-09,Enrique Marshall Rivera,dovish,1,dovish,-0.1147,1
RPM-2009-04-09:2498:1,2009-04-09,Manuel Marfán Lewis,dovish,1,hawkish,0.0026,1
RPM-2009-05-07:2505:1,2009-05-07,José De Gregorio Rebeco,neutral,0,neutral,0.0000,5
RPM-2009-05-07:2525:1,2009-05-07,Andrés Velasco Brañes,neutral,1,neutral,-0.0882,5
RPM-2009-05-07:2529:2,2009-05-07,Manuel Marfán Lewis,neutral,1,neutral,-0.0068,5
RPM-2009-05-07:2530:1,2009-05-07,Andrés Velasco Brañes,neutral,1,neutral,-0.0436,5
RPM-2009-05-07:2532:1,2009-05-07,Manuel Marfán Lewis,neutral,1,neutral,-0.0296,5
RPM-2009-05-07:2532:5,2009-05-07,Manuel Marfán Lewis,neutral,1,neutral,-0.0011,5
RPM-2009-05-07:2534:1,2009-05-07,José De Gregorio Rebeco,neutral,1,neutral,-0.0555,5
RPM-2009-05-07:2535:2,2009-05-07,José De Gregorio Rebeco,neutral,1,neutral,-0.0592,5
RPM-2009-05-07:2537:8,2009-05-07,Pablo García Silva,neutral,1,neutral,-0.0582,5
RPM-2009-05-07:2538:1,2009-05-07,Enrique Marshall Rivera,neutral,1,neutral,-0.0421,5
RPM-2009-05-07:2541:2,2009-05-07,Consejo del Banco Central de Chile,neutral,0,neutral,0.0000,5
RPM-2009-05-07:2550:1,2009-05-07,Consejo del Banco Central de Chile,dovish,1,dovish,-0.5655,5
RPM-2009-06-16:2555:4,2009-06-16,Pablo García Silva,neutral,1,neutral,-0.0141,3
RPM-2009-06-16:2567:2,2009-06-16,Jorge Desormeaux Jiménez,neutral,1,neutral,-0.0111,3
RPM-2009-06-16:2567:5,2009-06-16,Sergio Lehmann Beresi,neutral,1,neutral,-0.0135,3
RPM-2009-06-16:2583:6,2009-06-16,Claudio Soto Gamboa,neutral,1,neutral,-0.0167,3
RPM-2009-06-16:2591:5,2009-06-16,Kevin Cowan Logan,neutral,1,neutral,-0.0629,3
RPM-2009-06-16:2596:1,2009-06-16,José De Gregorio Rebeco,neutral,0,neutral,0.0000,3
RPM-2009-06-16:2602:1,2009-06-16,Consejo del Banco Central de Chile,dovish,1,dovish,-0.3091,3
RPM-2009-06-16:2603:1,2009-06-16,Consejo del Banco Central de Chile,neutral,0,neutral,0.0000,3
RPM-2009-07-09:2629:3,2009-07-09,Pablo García Silva,neutral,1,neutral,-0.1938,3
RPM-2009-07-09:2637:2,2009-07-09,Claudio Soto Gamboa,neutral,1,neutral,0.0612,3
RPM-2009-08-13:2656:1,2009-08-13,Consejo del Banco Central de Chile,neutral,0,neutral,0.0000,3
RPM-2009-08-13:2660:1,2009-08-13,Sergio Lehmann Beresi,neutral,1,neutral,-0.0201,3
RPM-2009-08-13:2665:1,2009-08-13,Sebastián Claro Edwards,neutral,1,neutral,-0.0252,3
RPM-2009-08-13:2668:1,2009-08-13,José De Gregorio Rebeco,neutral,1,neutral,-0.0339,3
RPM-2009-08-13:2674:3,2009-08-13,Claudio Soto Gamboa,neutral,1,neutral,-0.0763,3
RPM-2009-08-13:2674:5,2009-08-13,Igal Magendzo Weinberger,neutral,1,neutral,-0.0272,3
RPM-2009-08-13:2677:1,2009-08-13,Sebastián Claro Edwards,neutral,1,neutral,-0.1209,3
RPM-2009-08-13:2679:1,2009-08-13,Matías Bernier Bórquez,neutral,1,neutral,-0.0293,3
RPM-2009-08-13:2680:3,2009-08-13,José De Gregorio Rebeco,neutral,0,neutral,0.0000,3
RPM-2009-08-13:2681:1,2009-08-13,Pablo García Silva,neutral,1,dovish,-0.1714,3
RPM-2009-08-13:2688:1,2009-08-13,Consejo del Banco Central de Chile,dovish,1,dovish,-0.2878,3
RPM-2009-09-08:2705:7,2009-09-08,Consejo del Banco Central de Chile,neutral,0,neutral,0.0000,5
RPM-2009-09-08:2706:1,2009-09-08,José De Gregorio Rebeco,neutral,0,neutral,0.0000,5
RPM-2009-10-13:2715:1,2009-10-13,José De Gregorio Rebeco,neutral,0,neutral,0.0000,2
RPM-2009-10-13:2718:1,2009-10-13,Pablo García Silva,neutral,1,neutral,-0.0139,2
RPM-2009-10-13:2726:2,2009-10-13,Sergio Lehmann Beresi,neutral,1,neutral,-0.0411,2
RPM-2009-10-13:2728:1,2009-10-13,José De Gregorio Rebeco,neutral,0,neutral,0.0000,2
RPM-2009-10-13:2729:1,2009-10-13,Jorge Desormeaux Jiménez,neutral,1,neutral,0.0009,2
RPM-2009-10-13:2734:2,2009-10-13,Enrique Marshall Rivera,neutral,1,neutral,-0.0488,2
RPM-2009-10-13:2747:1,2009-10-13,José De Gregorio Rebeco,neutral,0,neutral,0.0000,2
RPM-2009-10-13:2757:2,2009-10-13,José De Gregorio Rebeco,dovish,1,dovish,-0.0333,2
RPM-2009-10-13:2758:1,2009-10-13,José De Gregorio Rebeco,dovish,1,dovish,-0.1558,2
RPM-2009-11-12:2778:3,2009-11-12,Claudio Soto Gamboa,neutral,1,neutral,-0.0544,4
RPM-2009-11-12:2791:1,2009-11-12,Claudio Soto Gamboa,neutral,1,neutral,0.0267,4
RPM-2009-12-15:2828:1,2009-12-15,Manuel Marfán Lewis,neutral,1,neutral,-0.0547,4
RPM-2010-01-14:2844:1,2010-01-14,Sergio Lehmann Beresi,neutral,1,neutral,-0.0192,1
RPM-2010-01-14:2857:3,2010-01-14,Claudio Soto Gamboa,neutral,1,neutral,-0.0431,1
RPM-2010-01-14:2870:1,2010-01-14,Enrique Marshall Rivera,neutral,1,neutral,-0.0480,1
RPM-2010-01-14:2871:1,2010-01-14,Manuel Marfán Lewis,neutral,1,neutral,0.0065,1
RPM-2010-01-14:2883:1,2010-01-14,Sebastián Claro Edwards,neutral,1,dovish,-0.1531,1
RPM-2010-01-14:2887:1,2010-01-14,Consejo del Banco Central de Chile,dovish,1,dovish,-0.3171,1
RPM-2010-02-11:2897:1,2010-02-11,Sebastián Claro Edwards,neutral,1,neutral,-0.0023,1
RPM-2010-02-11:2915:1,2010-02-11,Pablo García Silva,neutral,1,neutral,-0.0287,1
RPM-2010-02-11:2915:4,2010-02-11,Claudio Soto Gamboa,neutral,1,neutral,0.0038,1
RPM-2010-02-11:2931:3,2010-02-11,Pablo García Silva,neutral,1,neutral,-0.0084,1
RPM-2010-02-11:2932:1,2010-02-11,Manuel Marfán Lewis,neutral,1,neutral,-0.0315,1
RPM-2010-02-11:2943:1,2010-02-11,Enrique Marshall Rivera,neutral,1,neutral,-0.0040,1
RPM-2010-02-11:2958:2,2010-02-11,José De Gregorio Rebeco,neutral,0,neutral,0.0000,1
RPM-2010-02-11:2962:2,2010-02-11,José De Gregorio Rebeco,neutral,0,neutral,0.0000,1
RPM-2010-03-18:2982:1,2010-03-18,Sebastián Claro Edwards,neutral,1,neutral,-0.0207,4
RPM-2010-03-18:2993:1,2010-03-18,José De Gregorio Rebeco,neutral,1,neutral,-0.0363,4
RPM-2010-04-15:3063:2,2010-04-15,Claudio Soto Gamboa,neutral,1,neutral,-0.0063,5
RPM-2010-04-15:3065:1,2010-04-15,José De Gregorio Rebeco,neutral,1,neutral,-0.0137,5
RPM-2010-04-15:3076:1,2010-04-15,José De Gregorio Rebeco,hawkish,1,hawkish,0.0709,5
RPM-2010-05-13:3095:1,2010-05-13,Rodrigo Vergara Montes,neutral,1,neutral,-0.0204,2
RPM-2010-06-15:3132:2,2010-06-15,Sergio Lehmann Beresi,neutral,1,neutral,-0.0289,1
RPM-2010-06-15:3134:1,2010-06-15,Sergio Lehmann Beresi,neutral,1,neutral,-0.0080,1
RPM-2010-06-15:3135:1,2010-06-15,Sergio Lehmann Beresi,neutral,1,neutral,-0.0878,1
RPM-2010-06-15:3147:1,2010-06-15,José De Gregorio Rebeco,neutral,1,neutral,-0.0187,1
RPM-2010-06-15:3151:1,2010-06-15,Claudio Soto Gamboa,neutral,1,neutral,-0.0151,1
RPM-2010-06-15:3188:1,2010-06-15,Sebastián Claro Edwards,neutral,1,neutral,-0.0694,1
RPM-2010-06-15:3192:1,2010-06-15,Claudio Soto Gamboa,neutral,1,neutral,0.1384,1
RPM-2010-07-15:3214:1,2010-07-15,Kevin Cowan Logan,neutral,1,neutral,-0.0387,5
RPM-2010-07-15:3230:2,2010-07-15,José De Gregorio Rebeco,neutral,1,neutral,-0.0462,5
RPM-2010-07-15:3276:1,2010-07-15,José De Gregorio Rebeco,hawkish,1,neutral,0.0483,5
RPM-2010-08-12:3286:3,2010-08-12,Sergio Lehmann Beresi,neutral,1,neutral,0.0075,1
RPM-2010-08-12:3302:1,2010-08-12,José De Gregorio Rebeco,neutral,1,neutral,-0.0164,1
RPM-2010-08-12:3303:3,2010-08-12,Ricardo Vicuña Poblete,neutral,1,neutral,-0.0218,1
RPM-2010-08-12:3308:2,2010-08-12,Claudio Soto Gamboa,neutral,1,neutral,0.0041,1
RPM-2010-08-12:3310:4,2010-08-12,Pablo García Silva,neutral,1,neutral,0.0022,1
RPM-2010-08-12:3337:1,2010-08-12,Felipe Larraín Bascuñán,hawkish,1,neutral,-0.0061,1
RPM-2010-09-16:3345:1,2010-09-16,Consejo del Banco Central de Chile,neutral,0,neutral,0.0000,3
RPM-2010-09-16:3346:1,2010-09-16,José De Gregorio Rebeco,neutral,0,neutral,0.0000,3
RPM-2010-09-16:3354:3,2010-09-16,José De Gregorio Rebeco,neutral,1,neutral,-0.0411,3
RPM-2010-09-16:3374:1,2010-09-16,José De Gregorio Rebeco,neutral,1,neutral,-0.1003,3
RPM-2010-09-16:3389:1,2010-09-16,José De Gregorio Rebeco,neutral,1,neutral,-0.0178,3
RPM-2010-09-16:3395:4,2010-09-16,Claudio Soto Gamboa,neutral,1,neutral,-0.0294,3
RPM-2010-09-16:3409:2,2010-09-16,Pablo García Silva,neutral,1,neutral,-0.0157,3
RPM-2010-10-14:3434:3,2010-10-14,José De Gregorio Rebeco,neutral,1,neutral,-0.0175,3
RPM-2010-10-14:3435:1,2010-10-14,Sebastián Claro Edwards,neutral,1,neutral,-0.0020,3
RPM-2010-10-14:3449:4,2010-10-14,Sebastián Claro Edwards,neutral,1,neutral,-0.0093,3
RPM-2010-10-14:3476:5,2010-10-14,Consejo del Banco Central de Chile,neutral,0,neutral,0.0000,3
RPM-2010-10-14:3491:1,2010-10-14,José De Gregorio Rebeco,hawkish,1,dovish,-0.2502,3
RPM-2010-10-14:3492:1,2010-10-14,Consejo del Banco Central de Chile,hawkish,1,hawkish,0.2557,3
RPM-2010-11-16:3499:2,2010-11-16,Sergio Lehmann Beresi,neutral,1,neutral,-0.0188,2
RPM-2010-11-16:3501:1,2010-11-16,Manuel Marfán Lewis,neutral,1,neutral,-0.0187,2
RPM-2010-11-16:3550:1,2010-11-16,Enrique Marshall Rivera,neutral,1,neutral,-0.0273,2
