ngram,n_palabras,ocurrencias,intervenciones,reuniones
de las empresas,3,191,167,91
el ritmo de,3,191,166,84
recortes,1,191,160,70
variacion anual,2,191,123,71
menciona que la,3,190,183,90
de que se,3,190,180,94
aun no,2,190,179,89
riesgo que,2,190,177,92
de ajuste,2,190,162,95
ano 2008,2,190,156,72
en 50 puntos base,4,190,150,52
de hacienda senor felipe,4,189,183,47
hacienda senor felipe,3,189,183,47
hacienda senor felipe larrain,4,189,183,47
plantea que la,3,189,182,73
de politica monetaria que,4,189,181,101
generalizada,1,189,179,92
toda,1,189,179,95
es que la,3,189,176,90
un panorama,2,189,172,93
elementos que,2,189,171,94
efectos de la,3,189,170,86
fines del ano,3,189,170,83
consistente con,2,189,165,92
jose de gregorio senala,4,189,163,72
el promedio,2,189,162,85
superior al,2,189,161,94
precios internacionales,2,189,157,78
muestra una,2,189,153,91
condiciones crediticias,2,189,146,61
16 00,2,188,188,105
16 00 horas,3,188,188,105
las 16 00,3,188,188,105
las 16 00 horas,4,188,188,105
indica que los,3,188,181,87
ano que,2,188,176,88
en ese sentido,3,188,176,91
ese sentido,2,188,176,91
las proyecciones del,3,188,176,98
titulo de,2,188,176,66
internos,1,188,174,91
razonable,1,188,172,90
una leve,2,188,172,92
que en lo,3,188,171,99
variable,1,188,171,87
mayor dinamismo,2,188,170,77
con el escenario,3,188,168,91
esperaba,1,188,164,90
mayor inflacion,2,188,164,84
el menor,2,188,159,86
manifiesta el,2,188,135,38
division estudios senor pablo,4,187,185,33
ambito externo,2,187,184,103
tanto el,2,187,180,94
solamente,1,187,175,78
hizo,1,187,173,90
de la curva,3,187,171,90
el escenario externo,3,187,171,96
en materia de actividad,4,187,169,92
materia de actividad,3,187,169,92
proyeccion del,2,187,168,93
problemas de,2,187,163,84
rango de tolerancia,3,187,163,78
flujos de,2,187,162,87
de confianza,2,187,160,88
proposito,1,187,160,88
consejero senor pablo,3,187,156,23
consejero senor pablo garcia,4,187,156,23
soberanos,1,187,148,81
segunda vuelta,2,187,141,53
mes de julio,3,187,119,57
en opinion,2,186,182,86
comienza,1,186,179,86
el periodo,2,186,173,98
en las proyecciones,3,186,171,98
una apreciacion,2,186,166,81
en la proyeccion,3,186,162,84
la percepcion de,3,186,162,90
en el precio de,4,186,160,91
la evaluacion,2,186,159,87
europea,1,186,157,68
el senor luis,3,186,150,52
bajar la,2,186,145,58
pausa,1,186,120,51
que tambien se,3,185,179,90
obedece,1,185,178,77
mantiene en,2,185,173,95
buena,1,185,172,96
como un,2,185,172,98
de interes en,3,185,170,87
america en,2,185,169,83
actividad economica,2,185,167,96
en lo referente,3,185,167,50
el segundo semestre,3,185,162,80
un poco,2,185,158,64
emergentes en,2,185,157,75
las importaciones de bienes,4,185,150,96
senor gerente de division,4,185,126,65
presente que el,3,184,178,85
clara,1,184,174,97
de inflacion subyacente,3,184,172,93
inflacion la,2,184,171,82
de america en,3,184,168,82
unidos de america en,4,184,168,82
generar,1,184,167,92
la construccion,2,184,166,84
muchos,1,184,164,84
otros paises,2,184,164,85
expectativa,1,184,163,96
un grado,2,184,158,75
tratandose,1,184,150,50
el ipcx1,2,184,145,72
economista,1,184,140,115
la estrategia,2,184,135,63
aumentar la tasa de,4,184,124,59
vergara agradece la presentacion,4,183,183,49
el mismo,2,183,178,86
sobre este,2,183,175,68
ipom en,2,183,174,87
menciona que en,3,183,174,85
dice,1,183,172,98
se mantiene en,3,183,171,94
en cuanto los,3,183,169,86
mismo tiempo,2,183,168,90
ha habido,2,183,167,80
es importante,2,183,166,93
paises desarrollados,2,183,166,88
de la zona,3,183,154,89
el informe de,3,183,142,81
de segunda,2,183,140,50
el frente,2,183,125,98
general don,2,183,119,119
presente que en,3,182,179,91
voto es por mantener,4,182,178,71
pensar que,2,182,171,92
de ellos,2,182,170,96
mayormente,1,182,170,88
una caida de,3,182,169,89
el tiempo,2,182,168,92
al mismo tiempo,3,182,167,89
impresion,1,182,167,74
en que la,3,182,166,95
el presente ano,3,182,163,74
fiscales,1,182,162,71
el costo,2,182,161,84
han continuado,2,182,161,88
la direccion,2,182,161,88
contemplado en el,3,182,159,88
primer trimestre del,3,182,155,76
mensaje,1,182,147,80
velocidades,1,182,135,70
ano 2007,2,182,130,56
cifuentes,1,182,117,112
magendzo que,2,182,54,24
de estabilidad,2,181,175,95
comenta que la,3,181,172,84
santiago,1,181,171,132
bien el,2,181,170,93
importantes en,2,181,170,99
mas importante,2,181,170,99
de la presentacion,3,181,168,61
de no,2,181,167,92
de las expectativas de,4,181,161,90
durante los,2,181,160,91
ultimo informe,2,181,158,86
holguras de capacidad,3,181,154,78
ipom del,2,181,154,61
las condiciones de,3,181,153,85
intercambio,1,181,151,73
mes atras,2,181,151,84
un mes atras,3,181,151,84
unitarios,1,181,145,53
convergencia de la,3,181,143,72
avanzadas,1,181,139,61
la deuda,2,181,133,64
de valores,2,181,131,67
manera que,2,180,176,103
de dicho,2,180,175,86
atendido,1,180,173,61
cercana,1,180,172,89
que en general,3,180,172,91
que durante,2,180,170,94
detras de,2,180,168,86
particular el,2,180,168,92
el cambio,2,180,167,87
si bien la,3,180,167,89
asociada,1,180,165,94
en curso,2,180,165,75
andres,1,180,163,41
expectativas de mercado,3,180,161,90
la trayectoria de la,4,180,160,85
la probabilidad de,3,180,154,77
para el proximo,3,180,154,83
pese,1,180,146,90
hacia delante,2,180,128,40
marshall que,2,180,48,38
texto,1,179,175,124
relacion con la,3,179,173,91
la presente reunion,3,179,168,77
presente reunion,2,179,168,77
de crecimiento del,3,179,163,90
fija,1,179,163,105
un proceso,2,179,160,86
la caida del,3,179,159,81
resto del,2,179,159,94
las senales,2,179,158,80
un contexto de,3,179,154,90
precio de los combustibles,4,179,153,75
de la zona euro,4,179,152,88
relativos,1,179,151,86
nos,1,179,149,75
hace presente que en,4,178,176,90
indica que se,3,178,174,86
anterior se,2,178,170,92
si es,2,178,167,86
el alza de,3,178,164,85
son mas,2,178,164,87
lenta,1,178,163,80
los componentes,2,178,161,90
40,1,178,160,93
que por el,3,178,160,91
de la situacion,3,178,159,75
compra,1,178,154,74
de brechas,2,178,154,82
marcada,1,178,152,83
de la encuesta,3,178,151,87
tuvieron,1,178,150,87
diciembre de,2,178,138,83
de segunda vuelta,3,178,135,48
del informe,2,178,133,78
en el frente,3,178,122,95
senor magendzo que,3,178,51,24
comunicado en,2,177,177,132
para comentarios,2,177,177,100
manuel marfan senala,3,177,175,73
analisis de,2,177,174,99
aclara que,2,177,171,76
relacion con el,3,177,168,86
venideros,1,177,168,87
llevar,1,177,164,94
precios del,2,177,164,86
anterior en,2,177,161,93
ha ido,2,177,161,97
los ajustes,2,177,161,87
andres velasco,2,177,160,39
el escenario mas,3,177,160,86
de mercados financieros,3,177,159,81
de lo previsto,3,177,154,90
rapida,1,177,153,78
en el segundo trimestre,4,177,152,72
instrumentos,1,177,150,83
acumulacion,1,177,147,77
el indicador,2,177,143,89
los estados unidos de,4,177,143,69
mixtos,1,177,143,82
la cuenta,2,177,130,68
perecibles,1,177,130,69
confianza de,2,177,126,92
mes de octubre,3,177,124,55
senor garcia que,3,177,52,40
senor manuel marfan senala,4,176,174,73
hacen,1,176,168,89
estan en,2,176,166,89
son los,2,176,166,87
afectado,1,176,165,86
durante la,2,176,165,79
dentro del,2,176,163,97
par,1,176,163,96
alzas en,2,176,161,85
17,1,176,160,102
inflacion en el,3,176,158,89
afectar,1,176,157,90
para la economia,3,176,156,93
senor alberto naudon,3,176,155,17
paises emergentes,2,176,152,76
su tasa de,3,176,149,88
de cobre,2,176,129,74
senala que si,3,175,171,92
no se ha,3,175,168,98
es que el,3,175,165,86
que existen,2,175,165,78
lehmann senala,2,175,161,75
que sigue,2,175,159,93
trimestre de este,3,175,159,84
en el precio del,4,175,155,84
lo previsto en,3,175,155,97
paridades,1,175,148,97
marginal,1,175,144,84
modelos,1,175,140,73
ine,1,175,139,73
crecio,1,175,120,77
agradeciendo,1,174,174,75
al gerente de division,4,174,171,128
de lo anterior,3,174,171,99
politica financiera senor,3,174,167,79
principalmente por,2,174,165,97
enfatiza que,2,174,162,63
como consecuencia,2,174,161,85
mercado en,2,174,161,90
alza de la,3,174,160,88
conveniente,1,174,160,86
registran,1,174,160,74
cambiado,1,174,157,97
en cuenta,2,174,156,97
bancario,1,174,155,84
bancos centrales,2,174,154,68
de lo proyectado,3,174,154,83
objetivo,1,174,154,88
que la situacion,3,174,154,84
dinamico,1,174,151,87
las brechas,2,174,151,81
aumentos en,2,174,150,87
de incertidumbre,2,174,148,87
las sorpresas,2,174,148,84
indice de,2,174,147,81
agregada,1,174,145,77
durante el ultimo mes,4,174,140,90
participacion,1,174,134,73
financiera don,2,174,121,116
que para el,3,173,163,90
algo menor,2,173,162,92
que tienen,2,173,162,79
tres meses,2,173,159,90
que la politica,3,173,157,85
se va,2,173,155,72
caidas en,2,173,154,80
el petroleo,2,173,152,80
consecuencias,1,173,151,82
la fuerza,2,173,151,77
mediados del,2,173,151,76
para el segundo,3,173,142,64
mes de abril,3,173,130,56
de us,2,173,125,73
consejero senor marshall,3,173,71,50
como los,2,172,167,93
concluye,1,172,167,84
el primero,2,172,166,93
la actividad la,3,172,165,87
que resulta,2,172,165,92
como es el,3,172,164,83
de antecedentes,2,172,160,98
evolucion de los,3,172,160,86
todo el,2,172,160,85
trimestre de este ano,4,172,157,83
un elemento,2,172,157,94
confirman,1,172,153,84
los analistas,2,172,152,84
en un contexto de,4,172,151,89
bursatiles,1,172,147,84
el dato de,3,172,144,80
laborales unitarios,2,172,136,52
las ventas de,3,172,134,79
consejero senor rodrigo,3,172,130,23
consejero senor rodrigo vergara,4,172,130,23
propagacion,1,172,116,45
de ese mes,3,171,170,108
bajo la,2,171,167,132
riesgo en,2,171,164,88
donde se,2,171,163,89
practicamente,1,171,162,94
relativo,1,171,160,72
dando cuenta de,3,171,157,87
varios meses,2,171,157,86
dinamismo del,2,171,156,77
en el mercado laboral,4,171,156,89
en el crecimiento,3,171,155,92
las decisiones,2,171,154,81
mercado del,2,171,154,78
diferencias,1,171,151,82
las proyecciones de crecimiento,4,171,148,85
de intercambio,2,171,143,68
costos laborales unitarios,3,171,135,52
unido,1,171,132,85
metales,1,171,127,65
del ministro,2,170,170,100
el contrario,2,170,167,95
por el contrario,3,170,167,95
de inflacion se,3,170,163,90
division politica financiera senor,4,170,163,77
inflacion el,2,170,161,90
que en materia,3,170,161,94
el comportamiento de,3,170,157,90
una aceleracion,2,170,156,83
coherente con la,3,170,155,90
consignado,1,170,153,44
que en el escenario,4,170,153,84
de todas,2,170,151,73
lo proyectado en,3,170,150,83
mostrar,1,170,150,87
personas,1,170,150,87
una politica,2,170,146,96
ipom del mes,3,170,143,57
descenso,1,170,142,83
un recorte,2,170,124,67
minoristas,1,170,104,70
la palabra al consejero,4,169,169,66
palabra al consejero,3,169,169,66
palabra al consejero senor,4,169,169,66
ambito interno,2,169,166,92
coincide con,2,169,166,93
bien se,2,169,163,87
temas,1,169,163,82
precios en,2,169,161,94
de mantener la tasa,4,169,157,82
un comportamiento,2,169,157,88
economia en,2,169,156,85
entre el,2,169,156,92
la reduccion,2,169,155,84
moderada,1,169,155,85
apoyo,1,169,154,98
se mantendra,2,169,153,79
escenario mas probable,3,169,152,83
acorde,1,169,150,66
en los paises,3,169,149,83
la capacidad,2,169,147,87
que en estados,3,169,146,79
que en estados unidos,4,169,146,79
prevista,1,169,145,86
economia internacional,2,169,143,80
estadounidense,1,169,141,49
terminos de intercambio,3,169,141,67
el senor luis oscar,4,169,137,43
mantuvo,1,169,127,74
justificar,1,169,126,79
fed,1,169,111,51
del mes anterior,3,169,110,74
los consejeros,2,168,166,132
manuel marfan senala que,4,168,166,70
cargo,1,168,162,87
confirma,1,168,161,93
la proyeccion del,3,168,155,87
monetarias,1,168,155,77
proxima,1,168,155,88
lehmann senala que,3,168,154,73
de la inflacion en,4,168,153,81
fundamental,1,168,153,90
llevan,1,168,152,96
tales,1,168,151,65
excepcion,1,168,149,85
activos financieros,2,168,147,79
la economia internacional,3,168,142,79
ministerio,1,168,137,86
compensacion inflacionaria,2,168,131,58
mes de agosto,3,168,108,50
2016,1,168,102,20
acordo mantener,2,168,98,83
recuerda que,2,167,167,71
texto del,2,167,165,123
hace presente que el,4,167,161,81
una caida en,3,167,157,88
baja que,2,167,156,87
que de hecho,3,167,154,81
apunta,1,167,153,86
del proximo ano,3,167,152,66
evitar,1,167,151,81
observa un,2,167,149,87
una baja,2,167,147,80
de riesgos,2,167,145,81
un deterioro,2,167,145,82
panorama de,2,167,142,89
ipom del mes de,4,167,141,56
compensaciones,1,167,137,70
convergencia de la inflacion,4,167,134,67
ano 2010,2,167,128,57
en enero,2,167,122,49
ventas minoristas,2,167,101,68
acordo mantener la,3,167,97,83
del ministro de,3,166,166,99
indicando que,2,166,165,72
texto del comunicado,3,166,164,123
llama la,2,166,162,84
agrega que si,3,166,161,87
cuya,1,166,157,90
evolucion de las,3,166,157,82
contar,1,166,155,82
estudios en,2,166,155,89
un impacto,2,166,155,82
fue de,2,166,154,92
las alzas,2,166,153,80
que ver,2,166,153,61
registro de,2,166,153,82
el escenario mas probable,4,166,151,83
observadas,1,166,151,86
debiles,1,166,148,76
se observa un,3,166,148,86
curva forward,2,166,146,84
presion,1,166,146,94
fortaleza,1,166,144,71
primer semestre,2,166,142,85
una decision,2,166,141,81
de en el,3,166,140,83
del tercer,2,166,136,68
meses previos,2,166,135,78
produccion de,2,166,135,78
en diciembre,2,166,132,77
aumentaron,1,166,131,80
economias avanzadas,2,166,130,60
acordo mantener la tasa,4,166,96,83
precedentemente,1,165,165,62
de manera que,3,165,161,100
serian,1,165,158,92
como es el caso,4,165,157,81
revisar,1,165,157,92
se espera que,3,165,156,90
destacar,1,165,154,80
ha seguido,2,165,154,85
si bien el,3,165,154,88
el resto de,3,165,153,91
par de,2,165,153,92
un cambio en,3,165,151,91
las perspectivas de crecimiento,4,165,150,87
las implicancias,2,165,148,88
respecto las,2,165,146,71
puede descartar,2,165,145,82
complejo,1,165,144,73
creciendo tasas,2,165,142,84
automoviles,1,165,138,69
la mantencion de la,4,165,137,83
swap,1,165,128,61
del ministro de hacienda,4,164,164,99
estudios don,2,164,164,126
la sesion las,3,164,164,122
sesion las,2,164,164,122
retoma,1,164,163,76
en opinion del,3,164,161,82
llama la atencion,3,164,161,83
del staff,2,164,158,116
muestran un,2,164,158,95
el efecto de,3,164,156,83
inflacion por,2,164,156,88
anual en el,3,164,155,104
anade que el,3,164,150,66
que aunque,2,164,145,84
el diagnostico,2,164,144,84
expansivas,1,164,144,67
se puede descartar,3,164,144,81
una disminucion,2,164,139,79
mantencion de la tasa,4,164,138,68
en brasil,2,164,125,59
minimo,1,164,125,61
libra,1,164,118,74
el consejero senor marshall,4,164,66,49
garcia senala,2,163,160,68
razon de lo,3,163,160,69
acta,1,163,159,132
ocurrido,1,163,158,88
planteamiento,1,163,158,73
prosigue con su presentacion,4,163,157,62
tener una,2,163,155,89
la preocupacion,2,163,150,88
politica en,2,163,150,83
que da,2,163,150,84
alza del,2,163,149,81
tal como se,3,163,149,83
la base de,3,163,148,85
del rango de,3,163,147,82
las expectativas inflacionarias,3,163,147,75
mensuales,1,163,146,82
las autoridades,2,163,143,71
los aumentos,2,163,143,81
registro una,2,163,143,73
internamente,1,163,142,90
por un tiempo,3,163,142,78
hace presente el,3,163,130,45
la compensacion,2,163,128,67
ipcx,1,163,115,75
de crecimiento anual,3,163,84,58
en razon de lo,4,162,159,68
que le parece,3,162,159,63
plantea la,2,162,154,55
tambien es,2,162,154,94
cuyo,1,162,153,84
la evolucion de los,4,162,152,85
linea con el,3,162,152,92
que los mercados,3,162,152,87
perspectivas para,2,162,150,90
dos meses,2,162,146,84
partir del,2,162,146,81
mejora,1,162,145,67
alejandro,1,162,141,102
el escenario base del,4,162,138,74
senor kevin,2,162,137,47
senor kevin cowan,3,162,137,47
industriales,1,162,136,82
ministro de hacienda don,4,162,128,113
el ambito externo,3,161,158,103
no esta,2,161,157,88
menciona que las,3,161,156,84
tema de,2,161,156,87
estima que la,3,161,153,94
ha llevado,2,161,153,94
analizar,1,161,151,91
tendra,1,161,151,85
un aumento en,3,161,151,83
las expectativas de mercado,4,161,149,86
ano el,2,161,148,80
crece,1,161,148,92
manera de,2,161,147,77
crecimiento del pib,3,161,143,85
de la meta,3,161,143,83
debilidad de,2,161,142,77
aumento de las,3,161,138,76
mas rapido,2,161,138,71
premios por riesgo,3,161,138,77
un incremento de,3,161,135,86
indexacion,1,161,130,58
estructura,1,161,124,65
existencias,1,161,111,56
plantea que el,3,160,158,71
vicuna,1,160,158,114
en el ambito externo,4,160,157,103
estarian,1,160,154,91
de las proyecciones,3,160,153,91
en linea con el,4,160,151,92
ha visto,2,160,149,88
estos antecedentes,2,160,148,93
observo,1,160,147,90
un nuevo,2,160,147,95
caso de los,3,160,146,80
desaceleracion del,2,160,146,77
el caso de los,4,160,146,80
inferiores,1,160,145,84
acorde con,2,160,143,64
continuacion el senor,3,160,143,75
de meses,2,160,142,82
gradualmente,1,160,141,75
lo observado,2,160,140,83
variacion de,2,160,140,76
salarios reales,2,160,135,73
ipc de,2,160,134,83
australia,1,160,130,62
del tercer trimestre,3,160,130,65
en el informe,3,160,128,77
mes de febrero,3,160,113,49
de division estudios don,4,159,159,121
division estudios don,3,159,159,121
expuesto el,2,159,159,83
macroeconomico don,2,159,159,125
mencionando,1,159,157,73
por la gerencia,3,159,156,88
particular en,2,159,151,86
tienden,1,159,150,89
de costos,2,159,148,79
el cierre,2,159,147,77
cambiario,1,159,145,71
proyectado en el,3,159,144,77
correcciones,1,159,141,80
historico,1,159,136,79
vivienda,1,159,132,78
centro del,2,159,129,64
al cierre,2,159,127,85
ano 2011,2,159,127,56
el trimestre,2,159,119,82
en septiembre,2,159,110,62
analisis macroeconomico don,3,158,158,125
de analisis macroeconomico don,4,158,158,125
de gregorio agradece,3,158,158,43
gregorio agradece,2,158,158,43
jose de gregorio agradece,4,158,158,43
ricardo,1,158,158,115
comunicaciones,1,158,156,129
este tema,2,158,154,83
mercado que,2,158,152,93
la diferencia,2,158,151,85
la evolucion de las,4,158,151,80
algo menos,2,158,149,91
podria estar,2,158,149,88
soto senala,2,158,149,56
tenga,1,158,149,84
consideracion,1,158,147,80
lo que el,3,158,145,75
que debe,2,158,145,90
considerado en,2,158,144,97
de politica monetaria se,4,158,144,73
han seguido,2,158,144,83
numero,1,158,143,86
presiones de,2,158,143,78
un aumento de la,4,158,143,85
deterioro de,2,158,142,70
en el dia,3,158,141,76
publica,1,158,140,74
del segundo trimestre,3,158,134,68
argumentos,1,158,133,76
la mineria,2,158,132,72
del producto,2,158,131,77
pesos,1,158,130,69
la convergencia de,3,158,126,65
de normalizacion de la,4,158,125,53
bancos de,2,158,123,72
economista senior,2,158,118,110
senior,1,158,118,110
informa que el,3,157,154,68
informa que la,3,157,153,105
posibles,1,157,152,90
en estas,2,157,151,92
es lo que,3,157,149,69
la forma,2,157,149,85
volatilidad en,2,157,147,77
como por,2,157,146,86
resultado de,2,157,146,82
ipom que,2,157,145,81
subiendo,1,157,145,71
componente de,2,157,143,81
con respecto la,3,157,143,76
en los ultimos dias,4,157,143,80
han ajustado,2,157,143,84
de las economias emergentes,4,157,142,79
habian,1,157,142,84
seis meses,2,157,141,76
algo por debajo,3,157,140,83
expansion de,2,157,139,84
la actual,2,157,139,84
reunion pasada,2,157,138,75
un problema,2,157,138,81
esteban,1,157,131,55
que en el mes,4,157,119,73
expectativas privadas,2,157,118,85
consultas,1,156,156,61
retoma su,2,156,156,73
ricardo vicuna,2,156,156,114
garcia senala que,3,156,153,67
existe un,2,156,149,71
se presenta,2,156,146,67
que el aumento,3,156,145,81
se ha visto,3,156,145,86
que lo que se,4,156,144,68
curso de,2,156,143,88
alternativas,1,156,140,82
se esperaba,2,156,139,83
recorte de,2,156,121,64
estudios que,2,156,88,59
senor valdes,2,156,77,29
estima que el,3,155,151,91
muestran que,2,155,150,95
chile en,2,155,148,89
que parte,2,155,147,78
que en materia de,4,155,146,87
aumento de los,3,155,145,77
en torno la,3,155,144,80
menos en,2,155,144,84
torno la,2,155,144,80
correspondientes,1,155,143,70
poder,1,155,143,80
se observo,2,155,142,89
tambien ha,2,155,141,84
traspaso,1,155,141,68
con la meta,3,155,140,76
reflejado en,2,155,140,85
la curva forward,3,155,138,82
la reunion pasada,3,155,136,74
de los bonos,3,155,135,78
en el cuarto,3,155,130,72
tpm en 25,3,155,126,49
ano 2009,2,155,125,60
centro del rango,3,155,125,61
cinco,1,155,125,72
proyectos,1,155,123,69
precio de la gasolina,4,155,113,72
en marzo,2,155,103,52
el senor magendzo que,4,155,48,24
porque el,2,154,151,87
porque la,2,154,151,86
lo que podria,3,154,150,89
reafirma,1,154,150,99
manifiesta que el,3,154,148,85
ancladas en,2,154,147,78
en el tiempo,3,154,146,89
en que el,3,154,146,98
soto senala que,3,154,146,56
lo que se ha,4,154,145,85
cifras de actividad,3,154,144,87
acotada,1,154,142,79
la pregunta,2,154,141,77
en un nivel,3,154,138,80
expectativas de los,3,154,138,90
considerando que,2,154,137,84
mano,1,154,136,79
accion,1,154,134,84
en los proximos trimestres,4,154,134,89
versus,1,154,133,75
la tpm en 25,4,154,125,48
senor gerente de analisis,4,154,113,53
wti,1,154,101,63
comenta que en,3,153,149,80
que hasta,2,153,148,78
en particular en,3,153,146,85
que corresponde,2,153,145,86
ser mas,2,153,144,81
disminucion de,2,153,142,76
precios de los activos,4,153,142,73
los resultados,2,153,141,73
respecto los,2,153,141,83
de los costos,3,153,139,70
enfrenta,1,153,139,83
en caso,2,153,138,82
que la politica monetaria,4,153,138,74
riesgos que,2,153,138,82
la menor,2,153,137,79
de recursos,2,153,136,78
america se,2,153,135,76
de america se,3,153,135,76
unidos de america se,4,153,135,76
crecimiento de la actividad,4,153,128,69
las primas,2,153,128,69
del horizonte,2,153,125,77
que el pib,3,153,121,78
cuenta propia,2,153,120,73
rebaja,1,153,120,60
la cuenta corriente,3,153,119,62
bolsas de,2,153,102,60
2004,1,153,91,47
intervencion agradeciendo,2,152,152,73
su intervencion agradeciendo,3,152,152,73
senala que en el,4,152,148,75
si bien se,3,152,148,79
perjuicio,1,152,145,75
relevante en,2,152,143,87
seguira,1,152,142,81
algun grado de,3,152,141,81
brechas de,2,152,141,83
la actividad economica,3,152,139,85
dia de hoy,3,152,138,82
agregado,1,152,136,84
en el dia de,4,152,135,75
masa,1,152,135,61
ha continuado,2,152,134,83
la persistencia,2,152,129,66
politica fiscal,2,152,121,67
la convergencia de la,4,152,120,64
en mayo,2,152,87,50
division estudios que,3,152,85,56
billones,1,152,77,48
observa en,2,151,148,89
los niveles de,3,151,145,91
alguna manera,2,151,143,73
de alguna manera,3,151,143,73
macroeconomicas,1,151,142,91
que se refiere,3,151,142,79
relativa,1,151,142,80
casos,1,151,141,81
precisa que el,3,151,141,60
24,1,151,140,81
indices,1,151,140,83
la velocidad de,3,151,139,84
un dinamismo,2,151,139,77
expectativas del,2,151,138,85
cautela,1,151,137,79
seguimiento,1,151,137,69
estabilizacion,1,151,134,72
la revision,2,151,133,79
tal vez,2,151,133,70
sistema financiero,2,151,132,64
signos de,2,151,131,82
estacionalidad,1,151,130,74
previsto en el,3,151,130,76
inmobiliario,1,151,126,74
demanda agregada,2,151,124,74
pib de,2,151,123,77
al del,2,151,122,80
la intervencion,2,151,121,64
efectos de segunda,3,151,120,48
de division estudios que,4,151,84,56
manifiesta que en,3,150,147,80
la fuerte,2,150,145,81
monetaria para,2,150,145,91
senor rodrigo valdes,3,150,145,36
existe una,2,150,142,77
del ultimo ipom,3,150,141,78
internacional don,2,150,141,120
en linea con la,4,150,140,78
linea con la,3,150,140,78
aparece,1,150,139,79
antecedentes que,2,150,137,83
movimientos de,2,150,137,79
recuperacion en,2,150,137,72
se han ajustado,3,150,137,83
en la actividad,3,150,136,79
esperado por,2,150,136,81
la impresion,2,150,136,63
precios de las materias,4,150,136,79
sobre la base,3,150,135,78
supone,1,150,135,81
salida,1,150,131,67
el mes pasado,3,150,130,76
comienzos de,2,150,129,87
caida del precio,3,150,126,55
el banco central europeo,4,150,125,60
que la opcion de,4,150,124,82
cifra de,2,150,121,77
los costos laborales unitarios,4,150,120,48
efectos de segunda vuelta,4,150,119,48
de japon,2,150,115,62
porcentuales,1,150,110,66
claro que,2,150,94,67
lo expuesto el,3,149,149,81
beresi,1,149,148,109
lehmann beresi,2,149,148,109
sergio lehmann beresi,3,149,148,109
constituye un,2,149,146,83
pero si,2,149,145,77
sin perjuicio,2,149,143,73
espacio para,2,149,142,85
al que,2,149,141,80
de division estudios en,4,149,141,80
division estudios en,3,149,141,80
consideran,1,149,140,76
objeto,1,149,140,66
dan cuenta de una,4,149,139,79
el rango,2,149,139,80
fuera,1,149,139,85
traves de,2,149,139,84
es necesario,2,149,137,90
quizas,1,149,137,76
especificos,1,149,135,72
fundamentalmente por,2,149,135,82
ajuste en,2,149,134,71
anticipan,1,149,134,83
efectivo,1,149,134,78
capacidad de,2,149,133,78
que el consejo,3,149,133,78
como resultado,2,149,131,76
de brasil,2,149,131,62
de anual,2,149,129,71
esta decision,2,149,127,72
los salarios reales,3,149,126,73
primer trimestre de,3,149,126,67
eventos,1,149,124,70
centro del rango meta,4,149,120,56
las economias avanzadas,3,149,120,60
de para,2,149,119,82
vicepresidente senor enrique,3,149,118,19
vicepresidente senor enrique marshall,4,149,118,19
equilibrio,1,149,116,65
la productividad,2,149,113,60
que lo anterior,3,148,145,79
politica monetaria para,3,148,143,90
que efectivamente,2,148,143,65
que ha sido,3,148,143,82
este es,2,148,142,73
que pesar,2,148,142,83
parte importante,2,148,140,88
esperado en,2,148,139,86
pero se,2,148,139,82
un par,2,148,139,87
un par de,3,148,139,87
mercado espera,2,148,137,88
como para,2,148,136,82
flexibilidad,1,148,136,83
mercados internacionales,2,148,136,83
vision de,2,148,135,78
adecuado,1,148,134,87
decisiones de,2,148,134,84
motivo de,2,148,134,53
caida de la,3,148,133,74
el valor,2,148,131,82
el credito,2,148,130,82
los flujos,2,148,130,78
ministerio de,2,148,129,81
por el gerente,3,148,129,72
la estimacion,2,148,127,74
en el mediano,3,148,124,85
en el tercer,3,148,124,63
la libra,2,148,106,70
de los consejeros,3,147,146,132
en su opinion la,4,147,145,82
opinion la,2,147,145,82
por la gerencia de,4,147,145,83
su opinion la,3,147,145,82
buen,1,147,139,84
representa,1,147,139,80
baja en el,3,147,138,84
aqui,1,147,137,71
habria que,2,147,137,65
de inflacion que,3,147,136,87
demanda de,2,147,136,83
una fuerte,2,147,136,84
implicito,1,147,134,72
monetaria por,2,147,133,82
al de,2,147,132,85
han caido,2,147,132,80
acumulado,1,147,130,77
plano interno,2,147,129,87
caso de las,3,147,128,70
la nueva,2,147,128,77
el impulso,2,147,125,80
instancia,1,147,124,75
ingreso,1,147,120,69
por ahora,2,147,120,81
mas menos,2,147,118,60
margenes,1,147,115,66
dinero,1,147,114,61
interanual,1,147,102,60
porcentual,1,147,100,58
el senor garcia que,4,147,49,38
concuerda,1,146,145,87
se observa en,3,146,143,87
tanto se,2,146,143,88
informacion disponible,2,146,142,84
tambien la,2,146,142,89
cuenta que,2,146,141,84
meses venideros,2,146,139,77
que se mantiene,3,146,139,85
que se trata,3,146,139,68
demas,1,146,138,91
que los indicadores de,4,146,138,86
efectiva,1,146,136,89
impacto de,2,146,136,79
una vez,2,146,136,88
los mercados internacionales,3,146,135,83
mayor que lo,3,146,133,71
vaivenes,1,146,133,78
al sector,2,146,132,76
cuentas nacionales,2,146,131,65
ir,1,146,131,71
que la decision,3,146,131,69
sabe,1,146,131,61
de las monedas,3,146,130,75
los agentes,2,146,129,69
tpm se,2,146,129,71
