intervencion_id,coleccion,lote,archivo_origen,archivo_revision_v3,etiqueta_origen,es_relevante_origen,etiqueta_previa_v3,es_relevante_previa_v3,etiqueta_v3,es_relevante_v3,resultado_revision,confianza_revision_v3,cita_literal_espacios_normalizados,fundamento_revision_v3,estado_revision_v3,sha256_texto,n_caracteres_texto,rol_recomendado,incluir_control_primario,uso_recomendado
RPM-2011-10-13:4383:1,humana_v2,gold_humano_306,data/evaluacion/tfidf_gold_v1/comparacion_gold.csv,data/auditoria/revision_humana_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,este movimiento a la baja de las tasas de interés chilenas habría respondido a una suerte de protección frente al deterioro del ciclo global,"R4/R8. Revisión de la unidad completa: contiene contexto evaluable, pero no adopta, recomienda ni respalda una dirección monetaria doméstica propia; N.",revisado,42299bbdd9ca0fa7d500686b4f9fffa5cff194df96c2e49939b52e07dfa3232b,659,referencia_humana_v3_no_ciega,no,evaluacion_descriptiva_no_independiente
RPM-2011-11-15:4409:1,humana_v2,gold_humano_306,data/evaluacion/tfidf_gold_v1/comparacion_gold.csv,data/auditoria/revision_humana_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,"en Estados Unidos, el PIB del tercer trimestre fue mayor que lo anticipado y superior al registrado en el segundo trimestre","R4/R8. Revisión de la unidad completa: contiene contexto evaluable, pero no adopta, recomienda ni respalda una dirección monetaria doméstica propia; N.",revisado,70e87ede7d67a72ccad7a4f91507a3afd789c1e78d80886cb999ed331490c6ce,4578,referencia_humana_v3_no_ciega,no,evaluacion_descriptiva_no_independiente
RPM-2011-11-15:4450:1,humana_v2,gold_humano_306,data/evaluacion/tfidf_gold_v1/comparacion_gold.csv,data/auditoria/revision_humana_v3/revision.csv,dovish,1,dovish,1,dovish,1,compatible,alta,"no hay incertidumbre sobre ia dirección que deberá tomar la TPM en los próximos meses, ya que la decisión es una sola: reducir la tasa de instancia","R1/R5. La unidad completa respalda expansión monetaria doméstica mediante una acción o trayectoria a la baja explícita; D sin depender del menú, nivel o fase.",revisado,85422653ae513c0337124515a0275927dda8666d08278aedc12dc9e96d21e21f,1178,referencia_humana_v3_no_ciega,no,evaluacion_descriptiva_no_independiente
RPM-2011-12-13:4464:1,humana_v2,gold_humano_306,data/evaluacion/tfidf_gold_v1/comparacion_gold.csv,data/auditoria/revision_humana_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,"las primas por liquidez han seguido en ascenso tras la última RPM, dando cuenta de una estrechez importante","R4/R8. Revisión de la unidad completa: contiene contexto evaluable, pero no adopta, recomienda ni respalda una dirección monetaria doméstica propia; N.",revisado,5ec3f95f841df0d1c25cda11b75806a854eb8eb426cc0928cb54f27c9e18fab2,2484,referencia_humana_v3_no_ciega,no,evaluacion_descriptiva_no_independiente
RPM-2011-12-13:4476:3,humana_v2,gold_humano_306,data/evaluacion/tfidf_gold_v1/comparacion_gold.csv,data/auditoria/revision_humana_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,consulta si la institucionalidad vigente permite aplicar sanciones,"R4/R8. Revisión de la unidad completa: contiene contexto evaluable, pero no adopta, recomienda ni respalda una dirección monetaria doméstica propia; N.",revisado,b490b12eff535b59e9b13f991433e05f7099082edcf11d13112fca089390b250,103,referencia_humana_v3_no_ciega,no,evaluacion_descriptiva_no_independiente
RPM-2011-12-13:4498:2,humana_v2,gold_humano_306,data/evaluacion/tfidf_gold_v1/comparacion_gold.csv,data/auditoria/revision_humana_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,"Al respecto, el Gerente de División Política Financiera señor Kevin Cowan informa haber sostenido reuniones con personeros de diferentes bancos en las semanas previas, quienes manifestaron que hasta entonces no se advertía un mayor uso de las líneas de crédito, pero sí una mayor disposición","R4/R8. Revisión de la unidad completa: contiene contexto evaluable, pero no adopta, recomienda ni respalda una dirección monetaria doméstica propia; N.",revisado,1e71a293358ae9f177d629f09d10a76bcbd635a717f625431a2519ea2bb08105,452,referencia_humana_v3_no_ciega,no,evaluacion_descriptiva_no_independiente
RPM-2012-01-12:4518:1,humana_v2,gold_humano_306,data/evaluacion/tfidf_gold_v1/comparacion_gold.csv,data/auditoria/revision_humana_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,"mientras más alta es la tasa de interés on shore versus la Libor, más plana es la curva forward de tipo cambio","R4/R8. Revisión de la unidad completa: contiene contexto evaluable, pero no adopta, recomienda ni respalda una dirección monetaria doméstica propia; N.",revisado,863276302951241f6a63531f90c3c2ac6cfd9b19846b67b466c6780f29cd7625,699,referencia_humana_v3_no_ciega,no,evaluacion_descriptiva_no_independiente
RPM-2012-01-12:4547:1,humana_v2,gold_humano_306,data/evaluacion/tfidf_gold_v1/comparacion_gold.csv,data/auditoria/revision_humana_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,consulta por la evaluación que se hace internamente respecto de los márgenes en el sector de alimentos,"R4/R8. Revisión de la unidad completa: contiene contexto evaluable, pero no adopta, recomienda ni respalda una dirección monetaria doméstica propia; N.",revisado,9e12c90738c2fa93674d91e6aa1197a52251a15fe28a32d053cbb0b10c316222,351,referencia_humana_v3_no_ciega,no,evaluacion_descriptiva_no_independiente
RPM-2012-01-12:4563:1,humana_v2,gold_humano_306,data/evaluacion/tfidf_gold_v1/comparacion_gold.csv,data/auditoria/revision_humana_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,El Presidente señor Rodrigo Vergara concede la palabra al Gerente de División Estudios señor Luis Óscar Herrera para que presente las Opciones de Política Monetaria para esta Reunión.,"R4/R8. Revisión de la unidad completa: contiene contexto evaluable, pero no adopta, recomienda ni respalda una dirección monetaria doméstica propia; N.",revisado,65cff89e9f3880c0e4e5e0a5ca8433668662956df072a56b804bd1343b4088ea,183,referencia_humana_v3_no_ciega,no,evaluacion_descriptiva_no_independiente
RPM-2012-01-12:4568:1,humana_v2,gold_humano_306,data/evaluacion/tfidf_gold_v1/comparacion_gold.csv,data/auditoria/revision_humana_v3/revision.csv,dovish,1,dovish,1,dovish,1,compatible,alta,"el Consejero señor Enrique Marshall manifiesta que su voto es por reducir la TPM en 25 puntos base, para dejarla en 5,0%","R1/R5. La unidad completa respalda expansión monetaria doméstica mediante una acción o trayectoria a la baja explícita; D sin depender del menú, nivel o fase.",revisado,e38f759979f8bb9de916590aa403c8b1d2ea8b3fa4d44604331216be90f69b9e,6448,referencia_humana_v3_no_ciega,no,evaluacion_descriptiva_no_independiente
RPM-2012-02-14:4609:1,humana_v2,gold_humano_306,data/evaluacion/tfidf_gold_v1/comparacion_gold.csv,data/auditoria/revision_humana_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,"Consulta, en consecuencia, si ello se traducirá en un cambio de la proyección para el presente año.","R4/R8. Revisión de la unidad completa: contiene contexto evaluable, pero no adopta, recomienda ni respalda una dirección monetaria doméstica propia; N.",revisado,004992a76a8e62f968a5f9a3861c43eaa18551eba69a14c9a20a86e6cabb73f3,404,referencia_humana_v3_no_ciega,no,evaluacion_descriptiva_no_independiente
RPM-2012-03-15:4722:4,humana_v2,gold_humano_306,data/evaluacion/tfidf_gold_v1/comparacion_gold.csv,data/auditoria/revision_humana_v3/revision.csv,neutral,0,neutral,0,neutral,0,compatible,alta,"el Presidente señor Rodrigo Vergara da paso a la votación y, en primer lugar, ofrece la palabra al Consejero señor Joaquín Vial",R3. Formalidad o logística sin contenido monetario doméstico sustantivo; N con relevancia 0.,revisado,0de4ea20fd34c747a8ac8c74cd566da94c5802f2acd343665c366554ad89d139,250,referencia_humana_v3_no_ciega,no,evaluacion_descriptiva_no_independiente
RPM-2012-04-17:4736:2,humana_v2,gold_humano_306,data/evaluacion/tfidf_gold_v1/comparacion_gold.csv,data/auditoria/revision_humana_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,la mayor preocupación respecto de España se ha visto reflejada en aumentos significativos de sus CDS,"R4/R8. Revisión de la unidad completa: contiene contexto evaluable, pero no adopta, recomienda ni respalda una dirección monetaria doméstica propia; N.",revisado,f42ec12ff0689591cba8fd4b9d74090cb447b190863ebec532616c4ec473042b,2091,referencia_humana_v3_no_ciega,no,evaluacion_descriptiva_no_independiente
RPM-2012-04-17:4753:1,humana_v2,gold_humano_306,data/evaluacion/tfidf_gold_v1/comparacion_gold.csv,data/auditoria/revision_humana_v3/revision.csv,neutral,0,neutral,0,neutral,0,compatible,alta,,R3. Formalidad o logística sin contenido monetario doméstico sustantivo; N con relevancia 0.,revisado,acbffdbec9543a5625b6bdd3c5844ccfdcb397daa43ccdce7f15c210b52afc07,186,referencia_humana_v3_no_ciega,no,evaluacion_descriptiva_no_independiente
RPM-2012-04-17:4784:2,humana_v2,gold_humano_306,data/evaluacion/tfidf_gold_v1/comparacion_gold.csv,data/auditoria/revision_humana_v3/revision.csv,hawkish,1,hawkish,1,neutral,1,cambio_etiqueta,alta,"En esa perspectiva, considera que el comportamiento de los salarios será clave, por cuanto si estos crecen a tasas que superan a la inflación esperada, sumada a los avances en productividad, ello tendría implicancias para la dinámica inflacionaria y, en último término, para la política monetaria.","R4/R6. Elige mantener; solo admite que un alza podría tener sustento y reporta expectativas ajenas, sin respaldar una dirección futura propia: N.",revisado,2be695132cc74994c05c1821627b8a3aceda7f1493a684bddcfce43d7e920d01,5695,referencia_humana_v3_no_ciega,no,evaluacion_descriptiva_no_independiente
RPM-2012-05-17:4814:1,humana_v2,gold_humano_306,data/evaluacion/tfidf_gold_v1/comparacion_gold.csv,data/auditoria/revision_humana_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,"los precios de los commodities han registrado una caída generalizada, en especial la gasolina y el cobre","R4/R8. Revisión de la unidad completa: contiene contexto evaluable, pero no adopta, recomienda ni respalda una dirección monetaria doméstica propia; N.",revisado,9f55fbfcfa1d5f7175528b3371cf1337c4a1db75a61a88003c0d9c41f1bfd71e,857,referencia_humana_v3_no_ciega,no,evaluacion_descriptiva_no_independiente
RPM-2012-06-14:4874:1,humana_v2,gold_humano_306,data/evaluacion/tfidf_gold_v1/comparacion_gold.csv,data/auditoria/revision_humana_v3/revision.csv,neutral,0,neutral,0,neutral,0,compatible,alta,,R3. Formalidad o logística sin contenido monetario doméstico sustantivo; N con relevancia 0.,revisado,59a30cb47ad37efa7fa349f590b7bc8566fa8f369970e3111571a8c0c0e56c18,672,referencia_humana_v3_no_ciega,no,evaluacion_descriptiva_no_independiente
RPM-2012-06-14:4898:1,humana_v2,gold_humano_306,data/evaluacion/tfidf_gold_v1/comparacion_gold.csv,data/auditoria/revision_humana_v3/revision.csv,hawkish,1,hawkish,1,neutral,1,cambio_etiqueta,alta,"mantener la TPM en su nivel actual es lo óptimo, mientras se sigan dilucidando los eventos externos y sus implicancias sobre la economía doméstica","R4/R6. Respalda mantener mientras se aclara el escenario externo, sin dirección futura propia: N; no es H por ser más restrictiva que una baja hipotética.",revisado,8bffb6bd4a83c4d85909fea15ebf44e2a825d1baa4665360c2615a52ef13e222,2802,referencia_humana_v3_no_ciega,no,evaluacion_descriptiva_no_independiente
RPM-2012-07-12:4973:3,humana_v2,gold_humano_306,data/evaluacion/tfidf_gold_v1/comparacion_gold.csv,data/auditoria/revision_humana_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,"el Consejo del Banco Central de Chile acordó mantener la Tasa de Interés de Política Monetaria en 5,0% anual","R4/R8. Revisión de la unidad completa: contiene contexto evaluable, pero no adopta, recomienda ni respalda una dirección monetaria doméstica propia; N.",revisado,f26d57cfb99f6bcaae1ae2b5239a85debfe6f529b2dca246d0a647cd29847f25,2130,referencia_humana_v3_no_ciega,no,evaluacion_descriptiva_no_independiente
RPM-2012-08-16:5001:1,humana_v2,gold_humano_306,data/evaluacion/tfidf_gold_v1/comparacion_gold.csv,data/auditoria/revision_humana_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,El Presidente consulta por el IMACEC esperado para el mes de julio último.,"R4/R8. Revisión de la unidad completa: contiene contexto evaluable, pero no adopta, recomienda ni respalda una dirección monetaria doméstica propia; N.",revisado,c09ca2a2c7fc37d5c183fe79fdc052c909989715c95b496f9aa0911284e57267,74,referencia_humana_v3_no_ciega,no,evaluacion_descriptiva_no_independiente
RPM-2012-08-16:5027:1,humana_v2,gold_humano_306,data/evaluacion/tfidf_gold_v1/comparacion_gold.csv,data/auditoria/revision_humana_v3/revision.csv,dovish,1,dovish,1,neutral,1,cambio_etiqueta,alta,esa Gerencia propone al Consejo mantener la Tasa de Política Monetaria en su nivel actual,R4/R9. La unidad solo propone mantener la TPM; no contiene sesgo propio ni permite heredar el menú de otra intervención: N.,revisado,97f48bc1880867997ef45d5bf62eb4a25af1115d00858cc276bb9efb8beffdfd,232,referencia_humana_v3_no_ciega,no,evaluacion_descriptiva_no_independiente
RPM-2012-09-13:5051:1,humana_v2,gold_humano_306,data/evaluacion/tfidf_gold_v1/comparacion_gold.csv,data/auditoria/revision_humana_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,"el precio del hierro ha disminuido, particularmente en las últimas seis semanas, a propósito de noticias de desaceleración de China","R4/R8. Revisión de la unidad completa: contiene contexto evaluable, pero no adopta, recomienda ni respalda una dirección monetaria doméstica propia; N.",revisado,d86d3049481978981a278f3412cfef890c9ed9c24d0c52489dd29bebd82a4081,2288,referencia_humana_v3_no_ciega,no,evaluacion_descriptiva_no_independiente
RPM-2012-10-18:5119:1,humana_v2,gold_humano_306,data/evaluacion/tfidf_gold_v1/comparacion_gold.csv,data/auditoria/revision_humana_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,"En su opinión, la confirmación de esa cifra constituiría una muy buena noticia para América Latina, especialmente para Uruguay y Argentina, que son importantes socios comerciales de esa economía.","R4/R8. Revisión de la unidad completa: contiene contexto evaluable, pero no adopta, recomienda ni respalda una dirección monetaria doméstica propia; N.",revisado,7f1ddf56b1ce90a3a5ce48e5b48c37a44529afa98601aace782173e21860b397,1399,referencia_humana_v3_no_ciega,no,evaluacion_descriptiva_no_independiente
RPM-2012-10-18:5122:1,humana_v2,gold_humano_306,data/evaluacion/tfidf_gold_v1/comparacion_gold.csv,data/auditoria/revision_humana_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,"un aspecto importante que marca esa diferencia es que antes del año 2008, tanto Australia como Nueva Zelanda vivieron un período de burbuja inmobiliaria","R4/R8. Revisión de la unidad completa: contiene contexto evaluable, pero no adopta, recomienda ni respalda una dirección monetaria doméstica propia; N.",revisado,3ebe01cbcd30b2a06fe4eef1776df8f42d53f94aa572d3e833f1292f857775e2,3064,referencia_humana_v3_no_ciega,no,evaluacion_descriptiva_no_independiente
RPM-2012-10-18:5146:1,humana_v2,gold_humano_306,data/evaluacion/tfidf_gold_v1/comparacion_gold.csv,data/auditoria/revision_humana_v3/revision.csv,dovish,1,dovish,1,neutral,1,cambio_etiqueta,alta,esa Gerencia propone al Consejo mantener la Tasa de Política Monetaria en su nivel actual,R4/R9. La unidad solo propone mantener y no contiene sesgo propio; no corresponde reconstruir un menú externo para asignar D.,revisado,deddfb6ba611d557a1282701e2c23e7ecef8b4eaa6bc405b3738734bd0e2e335,235,referencia_humana_v3_no_ciega,no,evaluacion_descriptiva_no_independiente
RPM-2012-11-13:5214:1,humana_v2,gold_humano_306,data/evaluacion/tfidf_gold_v1/comparacion_gold.csv,data/auditoria/revision_humana_v3/revision.csv,neutral,0,neutral,0,neutral,0,compatible,alta,,R3. Formalidad o logística sin contenido monetario doméstico sustantivo; N con relevancia 0.,revisado,17002f43aa7bf1f5de49a163bdeb18ba86ec686c498a31446b25709318f67de5,167,referencia_humana_v3_no_ciega,no,evaluacion_descriptiva_no_independiente
RPM-2013-01-17:5309:1,humana_v2,gold_humano_306,data/evaluacion/tfidf_gold_v1/comparacion_gold.csv,data/auditoria/revision_humana_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,la inversión podría verse afectada durante el presente año atendido el proceso que se trata de un año de campaña electoral por el próximo cambio de gobierno y la incertidumbre ante posibles modificaciones en cuanto a la regulación de los temas ambientales y energéticos,"R4/R8. Revisión de la unidad completa: contiene contexto evaluable, pero no adopta, recomienda ni respalda una dirección monetaria doméstica propia; N.",revisado,d8a81c0c3f2177217cd4fb6c28d2092f81e5f80eda0047d8c559585e119b61f2,408,referencia_humana_v3_no_ciega,no,evaluacion_descriptiva_no_independiente
RPM-2013-02-14:5363:1,humana_v2,gold_humano_306,data/evaluacion/tfidf_gold_v1/comparacion_gold.csv,data/auditoria/revision_humana_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,no se presentan signos evidentes de una desaceleración,"R4/R8. Revisión de la unidad completa: contiene contexto evaluable, pero no adopta, recomienda ni respalda una dirección monetaria doméstica propia; N.",revisado,a06e82f7f895bfc24e55d44643ea0b972ea000e26fd483094fd5ab6114c67d26,316,referencia_humana_v3_no_ciega,no,evaluacion_descriptiva_no_independiente
RPM-2013-03-14:5401:1,humana_v2,gold_humano_306,data/evaluacion/tfidf_gold_v1/comparacion_gold.csv,data/auditoria/revision_humana_v3/revision.csv,neutral,0,neutral,0,neutral,0,compatible,alta,,R3. Formalidad o logística sin contenido monetario doméstico sustantivo; N con relevancia 0.,revisado,dded127f78ddcb0aee1d7b4dec2968083a09f95f0f9358d91cd6157d5a204a37,813,referencia_humana_v3_no_ciega,no,evaluacion_descriptiva_no_independiente
RPM-2013-04-11:5500:1,humana_v2,gold_humano_306,data/evaluacion/tfidf_gold_v1/comparacion_gold.csv,data/auditoria/revision_humana_v3/revision.csv,dovish,1,dovish,1,neutral,1,cambio_etiqueta,alta,esa Gerencia propone al Consejo mantener la Tasa de Política Monetaria en su nivel actual,R4/R10. Recomienda mantener y descarta tanto bajar como subir mediante argumentos contrapuestos: N; no existe resolución direccional.,revisado,f28c4664ab3d1c4c45974aa9a2bc6be72545faa91d5eea548a7459465af81ba7,3945,referencia_humana_v3_no_ciega,no,evaluacion_descriptiva_no_independiente
RPM-2013-05-16:5566:1,humana_v2,gold_humano_306,data/evaluacion/tfidf_gold_v1/comparacion_gold.csv,data/auditoria/revision_humana_v3/revision.csv,hawkish,1,hawkish,1,hawkish,1,compatible,alta,su voto es por mantener la Tasa de Política Monetaria en su nivel de 5% anual,"R1/R5. La unidad completa respalda endurecimiento monetario doméstico mediante una acción o trayectoria al alza explícita; H sin depender del menú, nivel o fase.",revisado,af161ad62404fd5a11bb56449f5824ed21c9250e0686b01545143be6806101f4,3507,referencia_humana_v3_no_ciega,no,evaluacion_descriptiva_no_independiente
RPM-2013-06-13:5580:1,humana_v2,gold_humano_306,data/evaluacion/tfidf_gold_v1/comparacion_gold.csv,data/auditoria/revision_humana_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,"la inflación no se ha moderado en México ni tampoco en Brasil, y que en esta última economía no solo ha subido, sino que supera su rango meta","R4/R8. Revisión de la unidad completa: contiene contexto evaluable, pero no adopta, recomienda ni respalda una dirección monetaria doméstica propia; N.",revisado,6acef408568a87057e7e44279170778af7af195910ec8f9e113ae874a5425a37,186,referencia_humana_v3_no_ciega,no,evaluacion_descriptiva_no_independiente
RPM-2013-07-11:5649:1,humana_v2,gold_humano_306,data/evaluacion/tfidf_gold_v1/comparacion_gold.csv,data/auditoria/revision_humana_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,"la depreciación notoria y generalizada que se ha observado en todas las economías, en especial en aquellas que son exportadoras de commodities","R4/R8. Revisión de la unidad completa: contiene contexto evaluable, pero no adopta, recomienda ni respalda una dirección monetaria doméstica propia; N.",revisado,37e1deca885cfd01e7b6e8018ce7775f1f0e3b3c9175dfb9cc9ac0cfb347e005,8290,referencia_humana_v3_no_ciega,no,evaluacion_descriptiva_no_independiente
RPM-2013-07-11:5694:1,humana_v2,gold_humano_306,data/evaluacion/tfidf_gold_v1/comparacion_gold.csv,data/auditoria/revision_humana_v3/revision.csv,hawkish,1,hawkish,1,neutral,1,cambio_etiqueta,alta,"Con todo, estima que los cambios observados en la economía global deben ser interpretados como avances, por cierto graduales y no exentos de riesgos, hacia una normalización del crecimiento y de las condiciones financieras.","R4/R6. Presenta mantener y bajar como opciones equilibradas y reporta la expectativa del mercado, sin preferencia direccional propia: N.",revisado,f611635242593243eb9283238bdaf49800bd3a570a374ace6952df7e482066e6,4245,referencia_humana_v3_no_ciega,no,evaluacion_descriptiva_no_independiente
RPM-2013-07-11:5699:2,humana_v2,gold_humano_306,data/evaluacion/tfidf_gold_v1/comparacion_gold.csv,data/auditoria/revision_humana_v3/revision.csv,hawkish,1,hawkish,1,neutral,1,cambio_etiqueta,alta,se acuerda por unanimidad de los señores Consejeros mantener la Tasa de Política Monetaria en 5% anual,R4/R6. Acuerdo institucional de mantención sin sesgo o trayectoria en esta unidad: N; el nivel de 5% y el supuesto menú no asignan H.,revisado,7bfbea25ad161848435a5e53a0388ecac169414225a91e13cc6d3d8672ad3bf3,176,referencia_humana_v3_no_ciega,no,evaluacion_descriptiva_no_independiente
RPM-2013-08-13:5705:1,humana_v2,gold_humano_306,data/evaluacion/tfidf_gold_v1/comparacion_gold.csv,data/auditoria/revision_humana_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,se mantiene el alza en los tramos largos de la curva de rendimiento de Estados Unidos de América tras las señales de retiro del programa de estímulo cuantitativo,"R4/R8. Revisión de la unidad completa: contiene contexto evaluable, pero no adopta, recomienda ni respalda una dirección monetaria doméstica propia; N.",revisado,05d7874fd1e4f4705952d46ac5e28ad6c50b4dd8daa09e88c70c845dbc09f030,3156,referencia_humana_v3_no_ciega,no,evaluacion_descriptiva_no_independiente
RPM-2013-08-13:5707:1,humana_v2,gold_humano_306,data/evaluacion/tfidf_gold_v1/comparacion_gold.csv,data/auditoria/revision_humana_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,"las tasas de interés han subido, particularmente en el caso de las emisiones de bonos corporativos","R4/R8. Revisión de la unidad completa: contiene contexto evaluable, pero no adopta, recomienda ni respalda una dirección monetaria doméstica propia; N.",revisado,fd5bfd8f1ab22ea14392b64a9b083a2b1a6e7f54d9553929606342c9d58a1bcc,6465,referencia_humana_v3_no_ciega,no,evaluacion_descriptiva_no_independiente
RPM-2013-08-13:5749:1,humana_v2,gold_humano_306,data/evaluacion/tfidf_gold_v1/comparacion_gold.csv,data/auditoria/revision_humana_v3/revision.csv,neutral,0,neutral,0,neutral,0,compatible,alta,,R3. Formalidad o logística sin contenido monetario doméstico sustantivo; N con relevancia 0.,revisado,ee0cb3c2eb0c8887de6854a7b6683380f39436796fdd4bb68975d59ca871f0ee,174,referencia_humana_v3_no_ciega,no,evaluacion_descriptiva_no_independiente
RPM-2013-09-12:5784:1,humana_v2,gold_humano_306,data/evaluacion/tfidf_gold_v1/comparacion_gold.csv,data/auditoria/revision_humana_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,consulta si la diferencia que se advierte en la actualidad entre la demanda interna y la demanda final constituye un fenómeno extraordinario en términos históricos,"R4/R8. Revisión de la unidad completa: contiene contexto evaluable, pero no adopta, recomienda ni respalda una dirección monetaria doméstica propia; N.",revisado,9ba5e9d13a52951cde90a3fc27511fd23ed767837fbb6c657445940eb989ea05,199,referencia_humana_v3_no_ciega,no,evaluacion_descriptiva_no_independiente
RPM-2013-09-12:5812:2,humana_v2,gold_humano_306,data/evaluacion/tfidf_gold_v1/comparacion_gold.csv,data/auditoria/revision_humana_v3/revision.csv,hawkish,1,hawkish,1,neutral,1,cambio_etiqueta,alta,se acuerda por unanimidad de los señores Consejeros mantener la Tasa de Política Monetaria en 5% anual,R4/R6. Acuerdo institucional de mantención sin sesgo o dirección futura en esta unidad: N; no se infiere H del nivel ni del contexto externo.,revisado,7bfbea25ad161848435a5e53a0388ecac169414225a91e13cc6d3d8672ad3bf3,176,referencia_humana_v3_no_ciega,no,evaluacion_descriptiva_no_independiente
RPM-2013-10-17:5834:1,humana_v2,gold_humano_306,data/evaluacion/tfidf_gold_v1/comparacion_gold.csv,data/auditoria/revision_humana_v3/revision.csv,neutral,0,neutral,0,neutral,0,compatible,alta,,R3. Formalidad o logística sin contenido monetario doméstico sustantivo; N con relevancia 0.,revisado,a7ade13f112c7e5bfd0a4f8ad2a3e6a40575f1c16079f23affdaeb792075886e,183,referencia_humana_v3_no_ciega,no,evaluacion_descriptiva_no_independiente
RPM-2013-10-17:5842:2,humana_v2,gold_humano_306,data/evaluacion/tfidf_gold_v1/comparacion_gold.csv,data/auditoria/revision_humana_v3/revision.csv,neutral,0,neutral,0,neutral,0,compatible,alta,el Presidente señor Rodrigo Vergara suspende la presente Reunión y deja constancia que ella se reiniciará a las 15:30 horas para tratar lo referente a las opciones de política monetaria,R3. Formalidad o logística sin contenido monetario doméstico sustantivo; N con relevancia 0.,revisado,81e8765e282e5c94ff515b86a7d1bf9ff04e332c3b12b8476a661b86e556751b,245,referencia_humana_v3_no_ciega,no,evaluacion_descriptiva_no_independiente
RPM-2013-10-17:5845:1,humana_v2,gold_humano_306,data/evaluacion/tfidf_gold_v1/comparacion_gold.csv,data/auditoria/revision_humana_v3/revision.csv,dovish,1,dovish,1,dovish,1,compatible,alta,el conjunto de antecedentes expuestos llevan a recomendar en esta oportunidad la opción de reducir la TPM en 25 puntos base,"R1/R5. La unidad completa respalda expansión monetaria doméstica mediante una acción o trayectoria a la baja explícita; D sin depender del menú, nivel o fase.",revisado,6a1b8dfe853ff6ddead1f071c3bff334a60d74ec41aef9dbdcf033261bc35239,894,referencia_humana_v3_no_ciega,no,evaluacion_descriptiva_no_independiente
RPM-2013-12-12:5962:1,humana_v2,gold_humano_306,data/evaluacion/tfidf_gold_v1/comparacion_gold.csv,data/auditoria/revision_humana_v3/revision.csv,hawkish,1,hawkish,1,neutral,1,cambio_etiqueta,alta,"su voto es por mantener la Tasa de Política Monetaria en 4,5% anual, ratificando el escenario del IPoM","R4/R6. Vota mantener después de dos rebajas para acumular información, sin sesgo futuro propio en la unidad: N; no es H por comparación con bajar.",revisado,42b01c50a4b1be1388fb46ad589c63d8e2a67f4eebe3cc8ea08873a77d2761d3,4061,referencia_humana_v3_no_ciega,no,evaluacion_descriptiva_no_independiente
RPM-2014-01-16:5965:1,humana_v2,gold_humano_306,data/evaluacion/tfidf_gold_v1/comparacion_gold.csv,data/auditoria/revision_humana_v3/revision.csv,neutral,0,neutral,0,neutral,0,compatible,alta,,R3. Formalidad o logística sin contenido monetario doméstico sustantivo; N con relevancia 0.,revisado,25daef41d8e5df91967d19136cf19c14b7e3a87ca87a76027c92ffe44f5dd1ef,470,referencia_humana_v3_no_ciega,no,evaluacion_descriptiva_no_independiente
RPM-2014-01-16:6000:1,humana_v2,gold_humano_306,data/evaluacion/tfidf_gold_v1/comparacion_gold.csv,data/auditoria/revision_humana_v3/revision.csv,hawkish,1,hawkish,1,dovish,1,cambio_etiqueta,alta,"A su juicio, bajar la tasa rectora en esta ocasión podría ser interpretado como una señal de mayor pesimismo acerca de la evolución futura de la economía de la que realmente tiene el Consejo, razón por la cual en esta oportunidad su decisión es la de mantener la TPM en 4,5% anual, pero","R5/R7. Mantiene hoy, pero prevé que el próximo movimiento será una baja e incorpora explícitamente sesgo a la baja: D.",revisado,ed12f83031f2ede4755f68e45d867ca07337c86821f9c6d2a9932b1149a6448a,2722,referencia_humana_v3_no_ciega,no,evaluacion_descriptiva_no_independiente
