"orden";"intervencion_id";"fecha_reunion";"actor";"cargo";"texto";"etiqueta";"confianza";"es_relevante";"nota";"frase_justificante";"metodo";"ronda";"version_codebook";"fecha";"etiquetador"
"11";"RPM-2009-04-09:2471:1";"2009-04-09";"Claudio Soto Gamboa";"Gerente de Análisis Macroeconómico";"El Gerente de Análisis Macroeconómico señor Claudio Soto señala que ello está un poco implícito en este rebote que se tiene en las velocidades para el segundo trimestre. Menciona que el primer trimestre ya está bastante jugado; se tienen dos IMACEC y una estimación para el IMACEC de marzo. Por lo tanto, el primer trimestre está jugado y tenemos una velocidad negativa respecto al trimestre anterior. Precisa que son variaciones trimestre a trimestre. Hay un rebote el segundo trimestre de este año, en parte justamente porque el tema de confianza se empieza a resolver, lo que se ve en la demanda interna, donde el panorama para el segundo trimestre claramente es de recuperación.";"";"";"";"";"";"humano_gold";"gold_ciego";"v2";"";"usuario"
"12";"RPM-2012-03-15:4722:4";"2012-03-15";"Rodrigo Vergara Montes";"Presidente del Banco Central";"Concluida la lectura de la opinión formulada por el señor Ministro de Hacienda y para efectos de proseguir con la Sesión, el Presidente señor Rodrigo Vergara da paso a la votación y, en primer lugar, ofrece la palabra al Consejero señor Joaquín Vial.";"";"";"";"";"";"humano_gold";"gold_ciego";"v2";"";"usuario"
"13";"RPM-2008-04-10:1776:1";"2008-04-10";"Klaus Schmidt-Hebbel Dunker";"Gerente de Investigación Económica";"El Gerente de Investigación Económica, señor Klaus Schmidt-Hebbel, señala que en el World Economic Outlook publicado ayer, el Fondo Monetario Internacional presenta un panorama sombrío para las perspectivas mundiales en 2008-2009, con un escenario central basado en una recesión presente en Estados Unidos de América y una economía mundial de bajo crecimiento. El informe asigna además, un 25% de probabilidad a un escenario alternativo de recesión mundial, definida como coherente con una tasa de crecimiento mundial inferior al 3%. Manifiesta el señor Gerente, que ello representa una masiva corrección hacia abajo en la proyección central de la actividad mundial, con masivas correcciones hacia arriba de los momentos segundo, tercero y cuarto de la distribución de la proyección. Agrega que el texto del Informe se puede interpretar como un aumento particularmente severo del tercer momento de la distribución de la proyección del crecimiento mundial - reflejando un severo sesgo a la baja basado en que ésta se califica como la peor crisis financiera de Estados Unidos de América y mundial desde los años 30, “que está inflingiendo un daño mayor a los mercados e instituciones que están al centro del sistema financiero”. Por otra parte, el Gerente de Investigación Económica señala que más aún, el Fondo Monetario Internacional afirma que las pérdidas sufridas por las instituciones financieras provocadas por la crisis de crédito pueden llegar a US$ 1 billón o bastante más, dependiendo de la continuación del apretón crediticio y de las insolvencias de instituciones financieras. Por otro lado, manifiesta que, finalmente, el Fondo Monetario Internacional invita a los países influyentes a perfeccionar sus planes de contingencia ante el tercer momento tan elevado, tarea en la cual avanzarán los Ministros de Hacienda del G-7 durante este fin de semana. Menciona el Gerente de Investigación Económica que en suma, el Fondo Monetario Internacional ha convergido a una posición mucho más cercana a considerar la insolvencia de Bear Stearns como la punta del iceberg de la crisis financiera internacional, en vez de constituir el “turning point” de la crisis, como lo calificó Stan Fischer hace una semana atrás. Agregó que como una ironía de la historia, con esta visión el Fondo Monetario Internacional arrancó por primera vez en su historia aplausos de Joe Stiglitz, hace tres horas atrás, quien a su vez debiera ser congratulado por decir algo razonable en más de una década. Por otra parte, manifiesta el señor Gerente que para el mundo en desarrollo en general, y para Chile en particular, el de-coupling real es, hasta la fecha, una mera hipótesis; en su opinión, de baja probabilidad de ocurrencia. Agrega que el contagio financiero ya se está viviendo en la bolsa interna, en los premios soberanos y en las altas tasas en dólares on-shore. Indica el señor Gerente de Investigación Económica, que en contraste con las novedades financieras, las proyecciones 2008-2009 para el precio del cobre se corrigen al alza en un 10% respecto de la última Reunión de Política Monetaria, con los consiguientes efectos sobre la cuenta corriente, la posición financiera del sector público, el gasto público de mediano plazo y el tipo de cambio real. Agrega el señor Klaus Schmidt-Hebbel que las implicancias para Chile del deteriorado panorama real y financiero mundial son obvias, aunque dicho panorama aún no se condice con las más recientes novedades en materia de precios de materias primas. Para el mediano plazo, el sombrío panorama mundial tiene implicancias económicas análogas para Chile: menor crecimiento, mayores probabilidades de escenarios alternativos más negativos aún y, a la larga, menores términos de intercambio. Hace presente el señor Gerente que en la economía doméstica persisten las presiones inflacionarias y sus reverberaciones financieras, no obstante que el registro del IPC de marzo fue inferior a lo esperado. Comenta también, que continúan los aumentos inesperados en precios de alimentos perecibles y no perecibles, cuya persistencia lleva a proyectar una tasa de inflación en torno a 6% hacia septiembre de este año, tanto del IPC como de las medidas subyacentes. Agrega que las proyecciones de inflación basadas en modelos alternativos se corrigen muy significativamente al alza, llegando a valores -en 12 meses- de entre 6% y 9% hacia septiembre de este año. Agrega el Gerente señor Klaus Schmidt-Hebbel que, por otro lado, en los mercados financieros siguen al alza las compensaciones inflacionarias en los plazos relevantes. La forward 1 en 1 ha llegado a 4,43% y la forward 3 en 2 a 4,40%. Es decir, en el horizonte de política “en torno a dos años”, la compensación inflacionaria excede en 140 puntos base a la meta de inflación del Banco Central. Aunque parte de estos aumentos se debe a incrementos en premios por volatilidad de inflación, en otra parte es probable que refleje genuinos incrementos en expectativas de inflación de mediano plazo, por encima del 3%. Hace presente el Gerente de Investigación Económica señor Klaus Schmidt-Hebbel, que son absolutamente contrapuestas las implicancias para la política monetaria de las deterioradas perspectivas reales para la economía mundial y chilena, con las implicancias del incremento y de la mayor persistencia de los registros inflacionarios y de las compensaciones inflacionarias domésticas. Agrega que, como aproximación de primer orden, llevan a incrementar el rango posible de respuestas de política, es decir, elevan el segundo momento de la decisión óptima, incrementando por ende el valor de espera. Finalmente, el señor Gerente de Investigación Económica señala que en congruencia con lo anterior, reitera literalmente su recomendación presentada al Consejo hace un mes, en el sentido de mantener la Tasa de Política Monetaria, sin imponer sesgo alguno. Menciona que ello permite abrir la puerta a decisiones futuras de política monetaria más expansiva, en el caso de confirmarse el escenario internacional y nacional más adverso o, alternativamente, adoptar una política más contractiva, en el caso de un incremento adicional en presiones inflacionarias y expectativas de inflación.";"";"";"";"";"";"humano_gold";"gold_ciego";"v2";"";"usuario"
"14";"RPM-2010-01-14:2846:1";"2010-01-14";"Sebastián Claro Edwards";"Consejero";"El Consejero señor Sebastián Claro señala tener la impresión que la explicación dada sugiere que el anuncio o la confirmación del término del programa de compra de MBS ha generado el alza mencionada de las tasas largas. Al respecto, declara tener ciertas dudas, ya que esa noticia era bastante esperada, por lo que es difícil pensar que haya tenido un efecto tan fundamental. Comenta que ella coincide con la aprobación del plan de salud por parte del Congreso de los Estados Unidos, que ha acrecentado significativamente las dudas respecto de la situación fiscal, por lo que hay una serie de elementos que explicarían este aumento de tasas largas en dicho país, y no solo el anuncio del fin de las compras de los MBS.";"";"";"";"";"";"humano_gold";"gold_ciego";"v2";"";"usuario"
"15";"RPM-2007-09-13:1456:4";"2007-09-13";"Pablo García Silva";"Gerente de División Política Financiera";"Se refiere el Gerente de División señor García respecto a la paradoja comentada por el Consejero señor Manuel Marfán, respecto a que el tipo de cambio se haya apreciado a pesar de que las tasas en dólares en el mercado local hayan estado subiendo. Estima que en la discusión faltó considerar un elemento que permite explicar esa aparente paradoja y es que en realidad el diferencial de tasas a plazos más largos, por ejemplo a diez años en Chile y Estados Unidos, se ha movido en direcciones opuestas al diferencial de tasas a tres meses. Indica el señor Gerente que en Chile las tasas han caído, pero han caído mucho más las tasas a un plazo de 10 años afuera, por lo tanto el diferencial de tasas ha apoyado una apreciación del tipo de cambio y, a horizontes de esa magnitud lo que ocurre a tres meses es irrelevante, es decir, la curva ha tomado una forma un poco anómala a tres meses, pero a largo plazo sí se ha movido en dirección a apoyar un fortalecimiento del peso.";"";"";"";"";"";"humano_gold";"gold_ciego";"v2";"";"usuario"
"16";"RPM-2015-01-15:6574:1";"2015-01-15";"Miguel Fuentes Díaz";"Gerente de Análisis Macroeconómico";"El señor Miguel Fuentes señala que el alza de las exportaciones en el mes de diciembre puede deberse a un efecto base, atendido que en diciembre del año 2013 se inició la temporada de paros portuarios, que se concentraron mayormente en los puertos del norte del país. El señor Miguel Fuentes hace notar la discrepancia importante que se observa entre las cifras de generación eléctrica del SING y la producción minera. Al respecto, sostiene que el menor nivel de producción minera se explica por las mantenciones inesperadas de algunos yacimientos de la mediana y pequeña y también por menores leyes.";"";"";"";"";"";"humano_gold";"gold_ciego";"v2";"";"usuario"
"17";"RPM-2006-06-15:714:1";"2006-06-15";"Rodrigo Valdés Pulido";"Gerente de División Estudios";"Hace presente el Gerente de División Estudios, que no existe la muestra híbrida en el pasado, por lo tanto hay un error estándar, ahora creciente, lo que pone en evidencia que gran parte del dinamismo y el empleo que se está midiendo es una ilusión óptica, puesto que se está comparando una muestra nueva con una antigua.";"";"";"";"";"";"humano_gold";"gold_ciego";"v2";"";"usuario"
"18";"RPM-2014-06-12:6267:1";"2014-06-12";"Miguel Fuentes Díaz";"Gerente de Análisis Macroeconómico";"El señor Miguel Fuentes prosigue con su presentación mencionando que el IMACEC del mes de mayo crecería en torno a 2,7%; que el mercado anticipa una variación de 2,6%; y que este se mantendría bajo el 3% hasta el mes de septiembre, cuando comenzaría a presentar algún grado de recuperación. Por otra parte, indica que las colocaciones de consumo mantienen su ritmo de crecimiento y que las hipotecarias confirman una aceleración lenta, en línea con mayores ventas de viviendas en proceso de construcción y reafirmando el hecho que es el sector de edificación habitacional el que explicaría el dinamismo cercano al 2% que exhibe el sector construcción. Las colocaciones de empresas, en tanto, mantuvieron una desaceleración relevante, acorde con el menor dinamismo de la actividad y otros agregados sectoriales; y las colocaciones de comercio exterior, medidas en dólares, presentaron registros negativos, al igual que en los meses previos. Las tasas de interés de las colocaciones comerciales e hipotecarias son menores que las observadas un semestre atrás, en línea con la rebaja de la TPM. En materia cambiaria, destaca que el tipo de cambio se depreció $3 desde la RPM anterior, acorde con una caída del precio del cobre y una apreciación global del dólar. Con ello, el tipo de cambio se ubicó en 97,1 al cierre de este Informe, advirtiéndose una leve apreciación multilateral en el último mes. Acota que, en general, la depreciación de la moneda chilena fue menor que la del resto de las monedas emergentes y de aquellas otras economías analizadas habitualmente. El señor Miguel Fuentes manifiesta que los salarios nominales registraron una aceleración en el último mes, explicada en parte importante por las elevadas tasas de crecimiento que exhiben los salarios del sector servicios financieros y empresariales, en torno al 13% de acuerdo con la encuesta del Instituto Nacional de Estadísticas, INE. Consigna que al excluir este sector del análisis, que representa alrededor de un cuarto de la muestra de salarios, la tasa de crecimiento de los salarios nominales disminuye desde 6,3% a 5,7%.";"";"";"";"";"";"humano_gold";"gold_ciego";"v2";"";"usuario"
"19";"RPM-2005-10-11:402:1";"2005-10-11";"Vittorio Corbo Lioi";"Presidente del Banco Central";"Fecha Sesión de Política Monetaria del mes de abril de 2006 El Presidente fija la sesión de política monetaria del mes de abril de 2006, para el día 13 de ese mes.";"";"";"";"";"";"humano_gold";"gold_ciego";"v2";"";"usuario"
"20";"RPM-2011-10-13:4360:2";"2011-10-13";"Claudio Soto Gamboa";"Gerente de Análisis Macroeconómico";"Al respecto, el señor Claudio Soto exhibe los gráficos que se contienen en la lámina 31 de la presentación y explica que ellos dan cuenta de medidas sintéticas de riesgo para el mundo, fundamentalmente de CDS, VIX y el EMBI Global, tanto para el episodio actual como para el año 2008, observándose que en esta oportunidad ha habido un movimiento bastante importante al alza. Agrega que para el caso de Chile, en que se incorporaron medidas de EMBI, spread de empresas y spread de captación-colocación, también se advierte un movimiento al alza en este episodio, pero de una magnitud bastante más acotada que el registrado en el año 2008. En consecuencia, concluye que al comparar lo que ha acontecido en el ámbito internacional y en el local, el indicador local de riesgo muestra aumentos más acotados hasta ahora. El señor Soto prosigue con su presentación, refiriéndose a las tasas de interés. Respecto de las nominales, hace presente que volvieron a caer después de la última RPM y con bastante fuerza hasta hace un par de semanas, pero que en los últimos días se ha observado una reversión bastante importante, tanto en las tasas de los swaps como en las de los BCP. En cuanto a las tasas reales, informa que permanecieron sin mayor variación y que, incluso, los datos más recientes de aquellas más largas registraron un leve aumento, como es el caso de los BCU-10, que se acercaron a 2,4% luego de haber alcanzado niveles cercanos a 2,2% en la RPM pasada. Con respecto a la bolsa local, destaca que volvió a caer de manera importante desde la última RPM, como también en otras economías de la región. Añade que casi todos los sectores registraron caídas y que estas fueron algo mayores en el caso de las acciones ligadas a precios de commodities. A continuación, el Gerente de Análisis Macroeconómico reitera que un hecho relevante desde la última Reunión, fue el movimiento del tipo de cambio en el mercado financiero local, ya que se ajustó muy fuerte al alza, pero tendió a revertirse en lo más reciente. Plantea, además, que el movimiento del tipo de cambio real se explica, en parte, por movimientos de los fundamentales. En este sentido, menciona que la apreciación del dólar ha sido bastante intensa por una caída significativa del precio del cobre y, además, porque el diferencial de tasas con Estados Unidos ha tendido a reducirse de manera importante. Sin embargo, hace notar que al introducir estos fundamentales en el modelo que trata de explicar el tipo de cambio, se observa claramente que su escalada hasta un valor cercano a $530 constituyó una sobrerreacción. Agrega que, en general, los modelos predecían una menor depreciación del tipo de cambio, esto es, valores más alineados con los observados en lo más reciente.";"";"";"";"";"";"humano_gold";"gold_ciego";"v2";"";"usuario"
"21";"RPM-2013-01-17:5309:1";"2013-01-17";"Enrique Marshall Rivera";"Consejero";"El Consejero señor Enrique Marshall hace notar que la inversión podría verse afectada durante el presente año atendido el proceso que se trata de un año de campaña electoral por el próximo cambio de gobierno y la incertidumbre ante posibles modificaciones en cuanto a la regulación de los temas ambientales y energéticos, por lo que el tema político será más gravitante en este ámbito que en años anteriores.";"";"";"";"";"";"humano_gold";"gold_ciego";"v2";"";"usuario"
"22";"RPM-2010-02-11:2891:5";"2010-02-11";"José De Gregorio Rebeco";"Presidente del Banco Central";"Al respecto, el Presidente, señor José De Gregorio, comenta que la probabilidad de rescate reduce el riesgo, agregando que, en su opinión, la disminución de tasas no obedeció a un aumento del apetito por riesgo, sino porque hubo menor riesgo.";"";"";"";"";"";"humano_gold";"gold_ciego";"v2";"";"usuario"
"23";"RPM-2009-04-09:2445:4";"2009-04-09";"Sergio Lehmann Beresi";"Gerente de Análisis Internacional";"Al respecto, el Gerente de Análisis Internacional señor Sergio Lehmann hace presente que la referida discusión sigue muy latente y que, en general, los bancos de inversión y los analistas están previendo un escenario deflacionario durante todo el año. Agrega que las compensaciones inflacionarias, si bien han tendido a subir efectivamente en el margen, la verdad es que más bien se está pensando hacia delante y probablemente asociado con el racionamiento cuantitativo, que en el efecto que puedan tener sobre inflación hacia más adelante, sin embargo, en lo que se refiere a este año, indica que hay relativo consenso en cuanto a escenarios deflacionarios. Respecto de los CDS, el señor Lehmann indica que las percepciones de alto riesgo de los sistemas bancarios no han cedido, y si bien en algún momento hubo alguna sensación algo más positiva cuando se previó resultados positivos para el primer trimestre de los bancos, tal vez esto podría haber cambiado hoy día a propósito de las cifras que mostraron resultados positivos el primer trimestre. Indica que a lo mejor ello pudiese reflejarse en otras percepciones, respecto de la banca americana, pero que en realidad el CDS se ha mantenido bastante elevado.";"";"";"";"";"";"humano_gold";"gold_ciego";"v2";"";"usuario"
"24";"RPM-2010-12-16:3631:1";"2010-12-16";"José De Gregorio Rebeco";"Presidente del Banco Central";"El Presidente señor José De Gregorio agradece las distintas intervenciones y, siendo las 12:50 horas, suspende la sesión e informa que se reanudará a las 16:00 horas.";"";"";"";"";"";"humano_gold";"gold_ciego";"v2";"";"usuario"
"25";"RPM-2007-01-11:1044:1";"2007-01-11";"Manuel Marfán Lewis";"Consejero";"El Consejero señor Manuel Marfán, señala que respecto de actividad se suponía que en septiembre pasado con la información disponible se iba a producir un rebote, y piensa que esa era la principal hipótesis de un rebote de actividad porque existían elementos que eran transitorios. Agrega que a lo largo del cuarto trimestre se fue incorporando la palabra persistencia, entendiendo por tal, ciertos shocks que se observan y que no se devuelven a su valor original, y no persistencia en el sentido de que sigue habiendo una tendencia decreciente, por ejemplo, un switching de consumo que no se está suponiendo que se vaya a revertir, pero tampoco que se va a seguir profundizando. Señala el Consejero señor Marfán que lo anterior es una discusión que se tuvo sobre el producto potencial. Respecto de inflación, señala el Consejero señor Marfán que tiene la impresión de que ese cuadro tiene un cambio más dramático respecto de lo que preveíamos en el IPoM de septiembre, puesto que en dicho Informe se consideraba una reducción en la proyección de inflación para este año con una corrección a 2,3%, esto es, del orden de 100 puntos base y de 40 puntos base para los 12 meses siguientes. Señala que, en consecuencia, para tasas de interés de corto plazo, una tasa de interés nominal cualquiera, con una inflación proyectada más baja, significa una tasa de interés real más alta. En tercer lugar, comenta el Consejero señor Marfán está el problema que la proyección de inflación es muy distinta a la del mercado, entonces a lo mejor la tasa de interés real que percibe el mercado es más baja que la tasa de interés real que percibe el Banco, porque se tiene una proyección de inflación diferente. Agrega, que en este aspecto le gustaría plantear como tema de discusión si lo importante para efectos de un Banco Central es tratar de monitorear la inflación efectiva de mejor saber y entender en el horizonte esperado o bien la expectativa de inflación del mercado. En su opinión, tiene la impresión de que la literatura tiende a canalizarse fuertemente hacia el aspecto si el Banco Central tiene ciertos modelos que los proyecta a cierta inflación y por eso tiene que tomar sus decisiones, ya que si monitorea las expectativas de inflaciones, éstas no tienen equilibrio y nunca se estabilizan, en consecuencia, estima que el tema de expectativas de inflación es un componente muy importante y cuando difiere de las proyecciones del Banco, el rol de éste es más bien ir adelante del mercado para tratar de monitorear esas expectativas.";"";"";"";"";"";"humano_gold";"gold_ciego";"v2";"";"usuario"
"26";"RPM-2011-05-12:4053:2";"2011-05-12";"Consejo del Banco Central de Chile";"Consejo";"Siendo las 16:45 horas, se retira de la Sala el señor Ministro de Hacienda señor Felipe Larraín. A continuación,";"";"";"";"";"";"humano_gold";"gold_ciego";"v2";"";"usuario"
"27";"RPM-2013-06-13:5580:1";"2013-06-13";"Joaquín Vial Ruiz-Tagle";"Consejero";"El Consejero señor Joaquín Vial plantea que la inflación no se ha moderado en México ni tampoco en Brasil, y que en esta última economía no solo ha subido, sino que supera su rango meta.";"";"";"";"";"";"humano_gold";"gold_ciego";"v2";"";"usuario"
"28";"RPM-2008-12-11:2254:1";"2008-12-11";"Consejo del Banco Central de Chile";"Consejo";"En mérito de lo anterior, el Consejo adopta el siguiente Acuerdo: 132-01-081211 - Tasa de Política Monetaria. En su Reunión mensual de política monetaria, el Consejo del Banco Central de Chile, acordó mantener la tasa de interés de Política Monetaria en 8,25% anual. Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 8,25% anual. Esta decisión es congruente con la actualización del escenario base del último IPoM que realizó el Consejo, debido al drástico cambio observado en el escenario global y su impacto sobre la inflación proyectada. En el ámbito externo, el acceso al crédito y los precios de los activos siguen reflejando altas tensiones. Los datos más recientes confirman una desaceleración significativa de la economía global. Los precios de los productos básicos, en particular los del cobre y el petróleo, han vuelto a caer. En el plano interno, la información disponible para los componentes importados de la demanda interna muestra niveles menores a los previstos, mientras la actividad se mantiene en una trayectoria de desaceleración. El desempleo continúa estable y persisten condiciones crediticias estrechas. En noviembre, debido al menor precio de los combustibles, la inflación mensual fue negativa, pero las distintas medidas de inflación subyacente siguen elevadas. Por su parte, el peso se ha depreciado, mientras que la dinámica salarial sigue ajustada a patrones históricos y las expectativas de inflación de mediano plazo se han reducido. El Consejo estima que, en el escenario más probable, se iniciará un proceso de relajamiento monetario, cuyo ritmo dependerá de las perspectivas para la inflación. Con ello, el Consejo.";"";"";"";"";"";"humano_gold";"gold_ciego";"v2";"";"usuario"
