ngrama,n_palabras,intervenciones,reuniones,apariciones,tfidf_medio,df_hawkish,tasa_hawkish,df_dovish,tasa_dovish,df_neutral,tasa_neutral,asociacion_hawkish,asociacion_dovish,senal,justificacion
crisis subprime,2,5,3,7,0.000159426085514955,2,0.021367521367521368,0,0.005555555555555556,3,0.003048780487804878,2.9168382382227236,0.35249603321013095,no_revisado,
cuadro que,2,5,5,6,0.00011244067042439154,0,0.004273504273504274,2,0.027777777777777776,3,0.003048780487804878,-0.05716655324433197,3.3265008246771863,no_revisado,
cual se ha,3,5,5,5,0.00015558563787197737,2,0.021367521367521368,1,0.016666666666666666,2,0.0021777003484320556,2.9168382382227236,2.226965151126272,no_revisado,
cualquiera de,2,5,5,6,0.00021325388367727054,1,0.01282051282051282,2,0.027777777777777776,2,0.0021777003484320556,1.817302564671809,3.3265008246771863,no_revisado,
cuantitativo,1,5,5,5,0.0003000933240864006,0,0.004273504273504274,0,0.005555555555555556,5,0.004790940766550522,-0.05716655324433197,0.35249603321013095,no_revisado,
cuanto a actividad,3,5,5,5,0.0001814200448638924,3,0.029914529914529916,0,0.005555555555555556,2,0.0021777003484320556,3.8876918925632067,0.35249603321013095,no_revisado,
cuanto a las expectativas,4,5,5,5,0.0001690183655477124,0,0.004273504273504274,1,0.016666666666666666,4,0.0039198606271777,-0.05716655324433197,2.226965151126272,no_revisado,
cuarto del ano,3,5,5,6,0.00016904511481531645,0,0.004273504273504274,0,0.005555555555555556,5,0.004790940766550522,-0.05716655324433197,0.35249603321013095,no_revisado,
cuenta corriente se,3,5,5,5,0.0002387559219797998,0,0.004273504273504274,0,0.005555555555555556,5,0.004790940766550522,-0.05716655324433197,0.35249603321013095,no_revisado,
cuenta de que la,4,5,5,5,0.00013849516398637562,1,0.01282051282051282,2,0.027777777777777776,2,0.0021777003484320556,1.817302564671809,3.3265008246771863,no_revisado,
cuenta el,2,5,5,5,0.00020486467240568465,1,0.01282051282051282,0,0.005555555555555556,4,0.0039198606271777,1.817302564671809,0.35249603321013095,no_revisado,
cuenta que la,3,5,5,5,0.00012777054882511885,0,0.004273504273504274,0,0.005555555555555556,5,0.004790940766550522,-0.05716655324433197,0.35249603321013095,no_revisado,
cuenta que las,3,5,5,5,0.00015033300598795354,2,0.021367521367521368,0,0.005555555555555556,3,0.003048780487804878,2.9168382382227236,0.35249603321013095,no_revisado,
cuesta,1,5,5,6,0.0003768902625927505,1,0.01282051282051282,1,0.016666666666666666,3,0.003048780487804878,1.817302564671809,2.226965151126272,no_revisado,
cuestion,1,5,5,5,0.00015514984299068308,1,0.01282051282051282,2,0.027777777777777776,2,0.0021777003484320556,1.817302564671809,3.3265008246771863,no_revisado,
cuidado con,2,5,5,6,0.0002947200597592902,1,0.01282051282051282,0,0.005555555555555556,4,0.0039198606271777,1.817302564671809,0.35249603321013095,no_revisado,
cuidadosamente,1,5,5,5,0.00023420624386907488,0,0.004273504273504274,2,0.027777777777777776,3,0.003048780487804878,-0.05716655324433197,3.3265008246771863,no_revisado,
cumplimiento de la meta,4,5,5,6,0.0001510315553427885,2,0.021367521367521368,2,0.027777777777777776,1,0.0013066202090592336,2.9168382382227236,3.3265008246771863,no_revisado,
cumplir con la meta,4,5,5,7,0.00016865811488630264,4,0.038461538461538464,1,0.016666666666666666,0,0.00043554006968641115,4.987227566114122,2.226965151126272,no_revisado,
curso de este,3,5,5,5,0.00017881810133272674,1,0.01282051282051282,3,0.03888888888888889,1,0.0013066202090592336,1.817302564671809,4.29735447901767,no_revisado,
curso de este ano,4,5,5,5,0.00017881810133272674,1,0.01282051282051282,3,0.03888888888888889,1,0.0013066202090592336,1.817302564671809,4.29735447901767,no_revisado,
curso del ano,3,5,5,5,0.00010847071084165081,0,0.004273504273504274,0,0.005555555555555556,5,0.004790940766550522,-0.05716655324433197,0.35249603321013095,no_revisado,
da cuenta que,3,5,5,5,0.00011227239216568004,0,0.004273504273504274,1,0.016666666666666666,4,0.0039198606271777,-0.05716655324433197,2.226965151126272,no_revisado,
da un,2,5,4,5,0.0004564931063193856,0,0.004273504273504274,0,0.005555555555555556,5,0.004790940766550522,-0.05716655324433197,0.35249603321013095,no_revisado,
dado lo anterior,3,5,5,7,0.0002650692747676936,2,0.021367521367521368,0,0.005555555555555556,3,0.003048780487804878,2.9168382382227236,0.35249603321013095,no_revisado,
dado que la,3,5,5,5,0.0001895441818273411,2,0.021367521367521368,1,0.016666666666666666,2,0.0021777003484320556,2.9168382382227236,2.226965151126272,no_revisado,
dados los antecedentes,3,5,5,5,0.00013518250345083264,2,0.021367521367521368,0,0.005555555555555556,3,0.003048780487804878,2.9168382382227236,0.35249603321013095,no_revisado,
dando cuenta de un,4,5,5,5,9.920784719836242e-05,1,0.01282051282051282,0,0.005555555555555556,4,0.0039198606271777,1.817302564671809,0.35249603321013095,no_revisado,
dar cuenta de,3,5,5,5,0.000208136179218859,2,0.021367521367521368,2,0.027777777777777776,1,0.0013066202090592336,2.9168382382227236,3.3265008246771863,no_revisado,
dar la,2,5,5,5,0.00015005615457096773,2,0.021367521367521368,1,0.016666666666666666,2,0.0021777003484320556,2.9168382382227236,2.226965151126272,no_revisado,
dar una,2,5,5,5,0.00021475347876149544,1,0.01282051282051282,2,0.027777777777777776,2,0.0021777003484320556,1.817302564671809,3.3265008246771863,no_revisado,
dara a,2,5,4,5,0.00023976331259390623,2,0.021367521367521368,0,0.005555555555555556,3,0.003048780487804878,2.9168382382227236,0.35249603321013095,no_revisado,
dara a conocer,3,5,4,5,0.00023976331259390623,2,0.021367521367521368,0,0.005555555555555556,3,0.003048780487804878,2.9168382382227236,0.35249603321013095,no_revisado,
dato del,2,5,5,5,0.00020496930529086886,0,0.004273504273504274,0,0.005555555555555556,5,0.004790940766550522,-0.05716655324433197,0.35249603321013095,no_revisado,
datos de crecimiento,3,5,5,5,0.0001835895547137502,0,0.004273504273504274,0,0.005555555555555556,5,0.004790940766550522,-0.05716655324433197,0.35249603321013095,no_revisado,
datos mas recientes,3,5,4,6,0.00017723311098769202,2,0.021367521367521368,0,0.005555555555555556,3,0.003048780487804878,2.9168382382227236,0.35249603321013095,no_revisado,
datos que,2,5,5,5,0.00024467644770728296,0,0.004273504273504274,4,0.05,1,0.0013066202090592336,-0.05716655324433197,5.396890152568584,no_revisado,
datos y,2,5,3,5,0.0003015339827643113,1,0.01282051282051282,1,0.016666666666666666,3,0.003048780487804878,1.817302564671809,2.226965151126272,no_revisado,
de 0 4,3,5,5,5,0.00023542618197319767,0,0.004273504273504274,0,0.005555555555555556,5,0.004790940766550522,-0.05716655324433197,0.35249603321013095,no_revisado,
de 0 8,3,5,3,5,0.0001531702268854261,0,0.004273504273504274,0,0.005555555555555556,5,0.004790940766550522,-0.05716655324433197,0.35249603321013095,no_revisado,
de 1 5,3,5,5,5,0.000460909859461864,0,0.004273504273504274,1,0.016666666666666666,4,0.0039198606271777,-0.05716655324433197,2.226965151126272,no_revisado,
de 13,2,5,4,5,0.000143876868121496,1,0.01282051282051282,1,0.016666666666666666,3,0.003048780487804878,1.817302564671809,2.226965151126272,no_revisado,
de 2004 y,3,5,4,6,0.0002457885355109296,0,0.004273504273504274,0,0.005555555555555556,5,0.004790940766550522,-0.05716655324433197,0.35249603321013095,no_revisado,
de 2005 para,3,5,5,5,0.0005485523901054296,0,0.004273504273504274,0,0.005555555555555556,5,0.004790940766550522,-0.05716655324433197,0.35249603321013095,no_revisado,
de 2005 para el,4,5,5,5,0.0005485523901054296,0,0.004273504273504274,0,0.005555555555555556,5,0.004790940766550522,-0.05716655324433197,0.35249603321013095,no_revisado,
de 2013 se,3,5,5,6,0.0002885052406823499,0,0.004273504273504274,0,0.005555555555555556,5,0.004790940766550522,-0.05716655324433197,0.35249603321013095,no_revisado,
de 2014 se,3,5,4,5,0.0003604034668151528,0,0.004273504273504274,0,0.005555555555555556,5,0.004790940766550522,-0.05716655324433197,0.35249603321013095,no_revisado,
de 2015 se,3,5,3,5,0.0003627548429721412,0,0.004273504273504274,0,0.005555555555555556,5,0.004790940766550522,-0.05716655324433197,0.35249603321013095,no_revisado,
de 22,2,5,5,5,0.00015815083943599692,2,0.021367521367521368,0,0.005555555555555556,3,0.003048780487804878,2.9168382382227236,0.35249603321013095,no_revisado,
de 3 a,3,5,4,5,0.00013800567665717283,2,0.021367521367521368,0,0.005555555555555556,3,0.003048780487804878,2.9168382382227236,0.35249603321013095,no_revisado,
de 30,2,5,4,5,0.00026485114166555654,1,0.01282051282051282,0,0.005555555555555556,4,0.0039198606271777,1.817302564671809,0.35249603321013095,no_revisado,
de accion,2,5,5,6,0.00022163122083048616,0,0.004273504273504274,2,0.027777777777777776,3,0.003048780487804878,-0.05716655324433197,3.3265008246771863,no_revisado,
de actividad el,3,5,5,5,0.00013895331254577478,0,0.004273504273504274,0,0.005555555555555556,5,0.004790940766550522,-0.05716655324433197,0.35249603321013095,no_revisado,
de actividad no,3,5,5,5,0.00015701766071294442,2,0.021367521367521368,1,0.016666666666666666,2,0.0021777003484320556,2.9168382382227236,2.226965151126272,no_revisado,
de actividad para,3,5,5,7,0.00020457262279757236,4,0.038461538461538464,0,0.005555555555555556,1,0.0013066202090592336,4.987227566114122,0.35249603321013095,no_revisado,
de actividad para el,4,5,5,5,0.00015828494810075347,4,0.038461538461538464,0,0.005555555555555556,1,0.0013066202090592336,4.987227566114122,0.35249603321013095,no_revisado,
de actividad que,3,5,5,5,0.0002478236679337476,0,0.004273504273504274,2,0.027777777777777776,3,0.003048780487804878,-0.05716655324433197,3.3265008246771863,no_revisado,
de actividad se,3,5,4,5,0.00017496466277147057,1,0.01282051282051282,0,0.005555555555555556,4,0.0039198606271777,1.817302564671809,0.35249603321013095,no_revisado,
de acuerdo a los,4,5,5,5,0.00027805307271850044,0,0.004273504273504274,1,0.016666666666666666,4,0.0039198606271777,-0.05716655324433197,2.226965151126272,no_revisado,
de agosto y,3,5,5,5,0.00014382024840811086,2,0.021367521367521368,0,0.005555555555555556,3,0.003048780487804878,2.9168382382227236,0.35249603321013095,no_revisado,
de algunas economias,3,5,5,6,0.000240037399832771,1,0.01282051282051282,0,0.005555555555555556,4,0.0039198606271777,1.817302564671809,0.35249603321013095,no_revisado,
de algunos sectores,3,5,4,5,0.00021487095600955676,3,0.029914529914529916,0,0.005555555555555556,2,0.0021777003484320556,3.8876918925632067,0.35249603321013095,no_revisado,
de alza de tasa,4,5,4,5,0.0002951615383631263,0,0.004273504273504274,0,0.005555555555555556,5,0.004790940766550522,-0.05716655324433197,0.35249603321013095,no_revisado,
de ambas,2,5,5,5,0.0001821858870499751,0,0.004273504273504274,0,0.005555555555555556,5,0.004790940766550522,-0.05716655324433197,0.35249603321013095,no_revisado,
de america los,3,5,5,5,0.0001475435429704692,1,0.01282051282051282,0,0.005555555555555556,4,0.0039198606271777,1.817302564671809,0.35249603321013095,no_revisado,
de america por,3,5,5,5,0.00028938019599870977,1,0.01282051282051282,0,0.005555555555555556,4,0.0039198606271777,1.817302564671809,0.35249603321013095,no_revisado,
de america se han,4,5,5,5,0.0001479383069239983,0,0.004273504273504274,0,0.005555555555555556,5,0.004790940766550522,-0.05716655324433197,0.35249603321013095,no_revisado,
de ano se,3,5,5,5,0.00013028392786249167,2,0.021367521367521368,0,0.005555555555555556,3,0.003048780487804878,2.9168382382227236,0.35249603321013095,no_revisado,
de aquellas,2,5,5,5,0.00017392194408219968,0,0.004273504273504274,0,0.005555555555555556,5,0.004790940766550522,-0.05716655324433197,0.35249603321013095,no_revisado,
de bajar la,3,5,5,6,0.0002913215215975473,1,0.01282051282051282,4,0.05,0,0.00043554006968641115,1.817302564671809,5.396890152568584,no_revisado,
de bajar la tasa,4,5,5,5,0.0002618020717184851,1,0.01282051282051282,4,0.05,0,0.00043554006968641115,1.817302564671809,5.396890152568584,no_revisado,
de bonos corporativos,3,5,5,5,0.00014556595046155503,0,0.004273504273504274,2,0.027777777777777776,3,0.003048780487804878,-0.05716655324433197,3.3265008246771863,no_revisado,
de brechas y,3,5,3,5,0.00014247907417222355,4,0.038461538461538464,0,0.005555555555555556,1,0.0013066202090592336,4.987227566114122,0.35249603321013095,no_revisado,
de caer,2,5,4,5,0.00017684542896294982,1,0.01282051282051282,0,0.005555555555555556,4,0.0039198606271777,1.817302564671809,0.35249603321013095,no_revisado,
de cambio ha,3,5,5,5,0.00019091711819348747,0,0.004273504273504274,1,0.016666666666666666,4,0.0039198606271777,-0.05716655324433197,2.226965151126272,no_revisado,
de cambio real de,4,5,3,5,0.00024040158843004038,0,0.004273504273504274,0,0.005555555555555556,5,0.004790940766550522,-0.05716655324433197,0.35249603321013095,no_revisado,
de capacidad de la,4,5,5,5,0.0001472605187400823,3,0.029914529914529916,0,0.005555555555555556,2,0.0021777003484320556,3.8876918925632067,0.35249603321013095,no_revisado,
de capital que,3,5,5,6,0.00026343435155990147,0,0.004273504273504274,0,0.005555555555555556,5,0.004790940766550522,-0.05716655324433197,0.35249603321013095,no_revisado,
de cemento,2,5,5,6,0.0003786501614829092,0,0.004273504273504274,0,0.005555555555555556,5,0.004790940766550522,-0.05716655324433197,0.35249603321013095,no_revisado,
de chile no,3,5,4,5,0.0002803446660193038,2,0.021367521367521368,0,0.005555555555555556,3,0.003048780487804878,2.9168382382227236,0.35249603321013095,no_revisado,
de chile para,3,5,4,5,0.00020027306620607981,1,0.01282051282051282,0,0.005555555555555556,4,0.0039198606271777,1.817302564671809,0.35249603321013095,no_revisado,
de chile por,3,5,5,5,0.00016233056039039286,3,0.029914529914529916,0,0.005555555555555556,2,0.0021777003484320556,3.8876918925632067,0.35249603321013095,no_revisado,
de chile y,3,5,3,5,0.00018594108411215852,2,0.021367521367521368,0,0.005555555555555556,3,0.003048780487804878,2.9168382382227236,0.35249603321013095,no_revisado,
de china que,3,5,4,5,0.0003324736424134071,0,0.004273504273504274,0,0.005555555555555556,5,0.004790940766550522,-0.05716655324433197,0.35249603321013095,no_revisado,
de china y,3,5,5,5,0.00019902426816862452,0,0.004273504273504274,0,0.005555555555555556,5,0.004790940766550522,-0.05716655324433197,0.35249603321013095,no_revisado,
de colocaciones,2,5,5,5,0.00028796418943622586,1,0.01282051282051282,0,0.005555555555555556,4,0.0039198606271777,1.817302564671809,0.35249603321013095,no_revisado,
de comienzos de,3,5,5,5,0.00015477825952821478,0,0.004273504273504274,1,0.016666666666666666,4,0.0039198606271777,-0.05716655324433197,2.226965151126272,no_revisado,
de compensacion inflacionaria,3,5,5,6,0.00013871196036259554,1,0.01282051282051282,1,0.016666666666666666,3,0.003048780487804878,1.817302564671809,2.226965151126272,no_revisado,
de compra de,3,5,5,5,0.00017445871828810313,0,0.004273504273504274,0,0.005555555555555556,5,0.004790940766550522,-0.05716655324433197,0.35249603321013095,no_revisado,
de confianza empresarial,3,5,3,10,0.00021047631519106636,0,0.004273504273504274,0,0.005555555555555556,5,0.004790940766550522,-0.05716655324433197,0.35249603321013095,no_revisado,
de considerar,2,5,5,5,0.0001106225967715277,3,0.029914529914529916,0,0.005555555555555556,2,0.0021777003484320556,3.8876918925632067,0.35249603321013095,no_revisado,
de consumo que,3,5,5,5,0.0002685886142678765,0,0.004273504273504274,0,0.005555555555555556,5,0.004790940766550522,-0.05716655324433197,0.35249603321013095,no_revisado,
de consumo se,3,5,3,5,0.0001637866265363385,0,0.004273504273504274,0,0.005555555555555556,5,0.004790940766550522,-0.05716655324433197,0.35249603321013095,no_revisado,
de consumo y de,4,5,3,5,9.990823332022185e-05,2,0.021367521367521368,0,0.005555555555555556,3,0.003048780487804878,2.9168382382227236,0.35249603321013095,no_revisado,
de continuar,2,5,5,5,0.00018844110635784838,1,0.01282051282051282,1,0.016666666666666666,3,0.003048780487804878,1.817302564671809,2.226965151126272,no_revisado,
de corea,2,5,4,6,0.00018569939408142353,0,0.004273504273504274,0,0.005555555555555556,5,0.004790940766550522,-0.05716655324433197,0.35249603321013095,no_revisado,
de corto y mediano,4,5,5,5,0.00014175562156209671,3,0.029914529914529916,1,0.016666666666666666,1,0.0013066202090592336,3.8876918925632067,2.226965151126272,no_revisado,
de creacion,2,5,5,5,0.0002041588570230387,1,0.01282051282051282,0,0.005555555555555556,4,0.0039198606271777,1.817302564671809,0.35249603321013095,no_revisado,
de creacion de,3,5,5,5,0.0002041588570230387,1,0.01282051282051282,0,0.005555555555555556,4,0.0039198606271777,1.817302564671809,0.35249603321013095,no_revisado,
de crecimiento global,3,5,4,5,0.00016399193185547077,0,0.004273504273504274,3,0.03888888888888889,2,0.0021777003484320556,-0.05716655324433197,4.29735447901767,no_revisado,
de debilitamiento,2,5,5,5,0.00015551886989148577,0,0.004273504273504274,0,0.005555555555555556,5,0.004790940766550522,-0.05716655324433197,0.35249603321013095,no_revisado,
de desapalancamiento,2,5,4,5,0.0001373585792015227,1,0.01282051282051282,1,0.016666666666666666,3,0.003048780487804878,1.817302564671809,2.226965151126272,no_revisado,
de dias habiles,3,5,5,6,0.00013181547245692696,0,0.004273504273504274,0,0.005555555555555556,5,0.004790940766550522,-0.05716655324433197,0.35249603321013095,no_revisado,
de diversos,2,5,5,5,0.00013373956303992123,4,0.038461538461538464,0,0.005555555555555556,1,0.0013066202090592336,4.987227566114122,0.35249603321013095,no_revisado,
de division estudios es,4,5,5,5,0.00015520284914252654,4,0.038461538461538464,0,0.005555555555555556,1,0.0013066202090592336,4.987227566114122,0.35249603321013095,no_revisado,
de division estudios subrogante,4,5,3,6,0.00032505491929403333,0,0.004273504273504274,0,0.005555555555555556,5,0.004790940766550522,-0.05716655324433197,0.35249603321013095,no_revisado,
de division mencionado informa,4,5,5,5,0.00010575026554017323,1,0.01282051282051282,2,0.027777777777777776,2,0.0021777003484320556,1.817302564671809,3.3265008246771863,no_revisado,
de division senor,3,5,5,7,0.000144076421564296,3,0.029914529914529916,0,0.005555555555555556,2,0.0021777003484320556,3.8876918925632067,0.35249603321013095,no_revisado,
de efectuar un,3,5,5,5,0.0003001920294283994,0,0.004273504273504274,1,0.016666666666666666,4,0.0039198606271777,-0.05716655324433197,2.226965151126272,no_revisado,
de el,2,5,5,5,0.00014195059404331853,4,0.038461538461538464,0,0.005555555555555556,1,0.0013066202090592336,4.987227566114122,0.35249603321013095,no_revisado,
de elementos,2,5,5,5,0.0003036866162422421,1,0.01282051282051282,0,0.005555555555555556,4,0.0039198606271777,1.817302564671809,0.35249603321013095,no_revisado,
de elevar la tasa,4,5,4,6,0.00018094597206241305,4,0.038461538461538464,1,0.016666666666666666,0,0.00043554006968641115,4.987227566114122,2.226965151126272,no_revisado,
de eliminar,2,5,5,5,0.0003247828975488107,1,0.01282051282051282,2,0.027777777777777776,2,0.0021777003484320556,1.817302564671809,3.3265008246771863,no_revisado,
de ella que,3,5,5,5,0.00030001395611598913,1,0.01282051282051282,0,0.005555555555555556,4,0.0039198606271777,1.817302564671809,0.35249603321013095,no_revisado,
de empleo y,3,5,5,5,0.00023186835424859263,0,0.004273504273504274,1,0.016666666666666666,4,0.0039198606271777,-0.05716655324433197,2.226965151126272,no_revisado,
de empresarios,2,5,5,6,0.00017335307557743125,0,0.004273504273504274,1,0.016666666666666666,4,0.0039198606271777,-0.05716655324433197,2.226965151126272,no_revisado,
de endeudamiento,2,5,5,5,0.00012151296987087147,0,0.004273504273504274,2,0.027777777777777776,3,0.003048780487804878,-0.05716655324433197,3.3265008246771863,no_revisado,
de entender,2,5,3,5,0.0003484737951620957,0,0.004273504273504274,2,0.027777777777777776,3,0.003048780487804878,-0.05716655324433197,3.3265008246771863,no_revisado,
de ese informe,3,5,5,5,0.00020827202459194116,3,0.029914529914529916,1,0.016666666666666666,1,0.0013066202090592336,3.8876918925632067,2.226965151126272,no_revisado,
de ese tipo,3,5,5,5,0.00041355537278657664,1,0.01282051282051282,1,0.016666666666666666,3,0.003048780487804878,1.817302564671809,2.226965151126272,no_revisado,
de espana,2,5,5,5,0.00023313739973314672,0,0.004273504273504274,0,0.005555555555555556,5,0.004790940766550522,-0.05716655324433197,0.35249603321013095,no_revisado,
de esta magnitud,3,5,5,5,0.00011644911080353563,4,0.038461538461538464,0,0.005555555555555556,1,0.0013066202090592336,4.987227566114122,0.35249603321013095,no_revisado,
de estabilidad de precios,4,5,4,5,0.00013727813746416742,5,0.04700854700854701,0,0.005555555555555556,0,0.00043554006968641115,6.861696684030263,0.35249603321013095,no_revisado,
de este ano en,4,5,5,5,0.0002453497981804654,0,0.004273504273504274,0,0.005555555555555556,5,0.004790940766550522,-0.05716655324433197,0.35249603321013095,no_revisado,
de este mes,3,5,5,5,0.0002161161546275295,1,0.01282051282051282,1,0.016666666666666666,3,0.003048780487804878,1.817302564671809,2.226965151126272,no_revisado,
de estos antecedentes,3,5,5,5,0.00014308471395354795,3,0.029914529914529916,0,0.005555555555555556,2,0.0021777003484320556,3.8876918925632067,0.35249603321013095,no_revisado,
de expansion en,3,5,5,5,0.00013827329192920312,1,0.01282051282051282,0,0.005555555555555556,4,0.0039198606271777,1.817302564671809,0.35249603321013095,no_revisado,
de expansividad,2,5,5,6,0.00018544021518587296,3,0.029914529914529916,0,0.005555555555555556,2,0.0021777003484320556,3.8876918925632067,0.35249603321013095,no_revisado,
de expectativas del,3,5,5,6,0.00012843147716544342,2,0.021367521367521368,0,0.005555555555555556,3,0.003048780487804878,2.9168382382227236,0.35249603321013095,no_revisado,
de expectativas economicas de,4,5,5,5,0.00010259363531410732,2,0.021367521367521368,1,0.016666666666666666,2,0.0021777003484320556,2.9168382382227236,2.226965151126272,no_revisado,
de fe don miguel,4,5,5,5,0.00018740745793159125,0,0.004273504273504274,0,0.005555555555555556,5,0.004790940766550522,-0.05716655324433197,0.35249603321013095,no_revisado,
de febrero se,3,5,4,5,0.00014511676198442457,0,0.004273504273504274,0,0.005555555555555556,5,0.004790940766550522,-0.05716655324433197,0.35249603321013095,no_revisado,
de febrero y,3,5,5,5,0.00016160737692038452,0,0.004273504273504274,0,0.005555555555555556,5,0.004790940766550522,-0.05716655324433197,0.35249603321013095,no_revisado,
de flujos de capitales,4,5,5,5,0.00012373836957543785,0,0.004273504273504274,0,0.005555555555555556,5,0.004790940766550522,-0.05716655324433197,0.35249603321013095,no_revisado,
de fondos de,3,5,4,5,0.00027599535921953684,0,0.004273504273504274,0,0.005555555555555556,5,0.004790940766550522,-0.05716655324433197,0.35249603321013095,no_revisado,
de fondos de pensiones,4,5,4,5,0.00027599535921953684,0,0.004273504273504274,0,0.005555555555555556,5,0.004790940766550522,-0.05716655324433197,0.35249603321013095,no_revisado,
de futuros,2,5,5,5,0.00015039602464888316,2,0.021367521367521368,1,0.016666666666666666,2,0.0021777003484320556,2.9168382382227236,2.226965151126272,no_revisado,
de gasto,2,5,5,6,0.00014475306358696562,1,0.01282051282051282,1,0.016666666666666666,3,0.003048780487804878,1.817302564671809,2.226965151126272,no_revisado,
de gobierno,2,5,5,7,0.00017722989435801,0,0.004273504273504274,0,0.005555555555555556,5,0.004790940766550522,-0.05716655324433197,0.35249603321013095,no_revisado,
de gran,2,5,5,5,0.00029538192507090366,0,0.004273504273504274,2,0.027777777777777776,3,0.003048780487804878,-0.05716655324433197,3.3265008246771863,no_revisado,
de grecia,2,5,5,5,0.00026363380503125974,1,0.01282051282051282,0,0.005555555555555556,4,0.0039198606271777,1.817302564671809,0.35249603321013095,no_revisado,
de gregorio agradece la,4,5,5,5,0.0005753986755983803,0,0.004273504273504274,1,0.016666666666666666,4,0.0039198606271777,-0.05716655324433197,2.226965151126272,no_revisado,
de gregorio comenta,3,5,5,5,0.000610870201638729,0,0.004273504273504274,0,0.005555555555555556,5,0.004790940766550522,-0.05716655324433197,0.35249603321013095,no_revisado,
de gregorio consulta si,4,5,5,5,0.0007001613146796333,0,0.004273504273504274,0,0.005555555555555556,5,0.004790940766550522,-0.05716655324433197,0.35249603321013095,no_revisado,
de gregorio da,3,5,5,8,0.00046900020714508094,0,0.004273504273504274,0,0.005555555555555556,5,0.004790940766550522,-0.05716655324433197,0.35249603321013095,no_revisado,
de gregorio manifiesta,3,5,5,5,0.0002748502943299529,2,0.021367521367521368,2,0.027777777777777776,1,0.0013066202090592336,2.9168382382227236,3.3265008246771863,no_revisado,
de gregorio plantea,3,5,5,5,0.0003682407685664864,2,0.021367521367521368,1,0.016666666666666666,2,0.0021777003484320556,2.9168382382227236,2.226965151126272,no_revisado,
de haberse,2,5,5,5,0.00019934566387810106,2,0.021367521367521368,2,0.027777777777777776,1,0.0013066202090592336,2.9168382382227236,3.3265008246771863,no_revisado,
de hecho comenta,3,5,5,5,0.00018785933291723658,0,0.004273504273504274,0,0.005555555555555556,5,0.004790940766550522,-0.05716655324433197,0.35249603321013095,no_revisado,
de hecho comenta que,4,5,5,5,0.00018785933291723658,0,0.004273504273504274,0,0.005555555555555556,5,0.004790940766550522,-0.05716655324433197,0.35249603321013095,no_revisado,
de hecho indica,3,5,5,5,0.0001581258462429013,2,0.021367521367521368,0,0.005555555555555556,3,0.003048780487804878,2.9168382382227236,0.35249603321013095,no_revisado,
de hecho se,3,5,5,5,0.00020882134723144988,1,0.01282051282051282,0,0.005555555555555556,4,0.0039198606271777,1.817302564671809,0.35249603321013095,no_revisado,
de imacec,2,5,5,5,0.00017225764066049296,1,0.01282051282051282,1,0.016666666666666666,3,0.003048780487804878,1.817302564671809,2.226965151126272,no_revisado,
de impulso,2,5,5,5,0.00018194715934011035,1,0.01282051282051282,1,0.016666666666666666,3,0.003048780487804878,1.817302564671809,2.226965151126272,no_revisado,
de incertidumbre respecto,3,5,5,5,0.00015124058493543534,1,0.01282051282051282,0,0.005555555555555556,4,0.0039198606271777,1.817302564671809,0.35249603321013095,no_revisado,
de industria,2,5,4,5,0.0001595791366586324,0,0.004273504273504274,0,0.005555555555555556,5,0.004790940766550522,-0.05716655324433197,0.35249603321013095,no_revisado,
de inflacion a mediano,4,5,5,5,0.0001458191992636298,0,0.004273504273504274,0,0.005555555555555556,5,0.004790940766550522,-0.05716655324433197,0.35249603321013095,no_revisado,
de inflacion de los,4,5,5,5,0.00014508507769805037,2,0.021367521367521368,0,0.005555555555555556,3,0.003048780487804878,2.9168382382227236,0.35249603321013095,no_revisado,
de inflacion las,3,5,5,5,0.00019686320641264718,4,0.038461538461538464,0,0.005555555555555556,1,0.0013066202090592336,4.987227566114122,0.35249603321013095,no_revisado,
de inflacion para el,4,5,5,5,0.00011071576352684057,1,0.01282051282051282,1,0.016666666666666666,3,0.003048780487804878,1.817302564671809,2.226965151126272,no_revisado,
de inflacion por,3,5,5,5,0.00017332347395590213,1,0.01282051282051282,1,0.016666666666666666,3,0.003048780487804878,1.817302564671809,2.226965151126272,no_revisado,
de inflacion senala que,4,5,5,5,0.0001639038748198147,0,0.004273504273504274,1,0.016666666666666666,4,0.0039198606271777,-0.05716655324433197,2.226965151126272,no_revisado,
de inflacion subyacente se,4,5,5,5,0.00016111964889333516,3,0.029914529914529916,0,0.005555555555555556,2,0.0021777003484320556,3.8876918925632067,0.35249603321013095,no_revisado,
de inflacion y crecimiento,4,5,5,5,0.00022806648957381272,2,0.021367521367521368,2,0.027777777777777776,1,0.0013066202090592336,2.9168382382227236,3.3265008246771863,no_revisado,
de inglaterra,2,5,5,6,0.00026944772763981746,0,0.004273504273504274,0,0.005555555555555556,5,0.004790940766550522,-0.05716655324433197,0.35249603321013095,no_revisado,
de instancia monetaria,3,5,5,7,0.00022461841429004655,1,0.01282051282051282,2,0.027777777777777776,2,0.0021777003484320556,1.817302564671809,3.3265008246771863,no_revisado,
de intercambio y,3,5,4,5,0.00022025897355062047,2,0.021367521367521368,1,0.016666666666666666,2,0.0021777003484320556,2.9168382382227236,2.226965151126272,no_revisado,
